Sample	City	(<i>Z</i>)-butanethiol-<i>S</i>-oxide biosynthesis	(R)- and (S)-3-hydroxybutyrate biosynthesis	1,5-anhydrofructose degradation	2-aminoethylphosphonate degradation I	2-aminoethylphosphonate degradation II	2-aminoethylphosphonate degradation III	3-methylbutanol biosynthesis	<i>Methanobacterium thermoautotrophicum</i> biosynthetic metabolism	<i>all-trans</i>-farnesol biosynthesis	<i>trans, trans</i>-farnesyl diphosphate biosynthesis	AEROBIC-RESPIRATION	AMINE-DEG	ANAEROBIC-RESPIRATION	AROMATIC-COMPOUNDS-BIOSYN	AROMATIC-COMPOUNDS-DEGRADATION	Acetoin-Biosynthesis	Acetyl-CoA-Biosynthesis	Acetyl-CoA-Butyrate	Acid-Resistance	Activation	Alcohol-Degradation	Aldehyde-Degradation	Amino-Acid-Biosynthesis	Amino-Acid-Degradation	Aminoacyl-tRNAs-Charging	Antibiotic-Resistance	Arsenate-Detoxification	Butanediol-Biosynthesis	C1-COMPOUNDS	C4 photosynthetic carbon assimilation cycle, NAD-ME type	C4 photosynthetic carbon assimilation cycle, NADP-ME type	C4 photosynthetic carbon assimilation cycle, PEPCK type	CARBOXYLATES-DEG	CHEMOAUTOTROPHIC-ENERGY-METABOLISM	CHLORINATED-COMPOUNDS-DEG	Carbohydrates-Biosynthesis	Carbohydrates-Degradation	Cell-Structure-Biosynthesis	Cofactor-Biosynthesis	Cyanide-Detoxification	Electron-Transfer	Entner-Duodoroff-Pathways	Fatty-Acid-and-Lipid-Degradation	GLYCOLYSIS-VARIANTS	HORMONE-DEG	HORMONE-SYN	Hydrogen-Production	Interconversion	Lipid-Biosynthesis	METHANOGENESIS	Mercury-Detoxification	Metabolic-Regulators	NADH repair	NUCLEO-DEG	Noncarbon-Nutrients	Nucleotide-Biosynthesis	OTHER-ENERGY	Other-Degradation	Other-biosynthesis	Pentose-Phosphate-Cycle	Polyamine-Biosynthesis	Polymer-Degradation	Protein-Degradation	Protein-Modification	Pyruvate-Degradation	Rubisco shunt	SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-DEGRADATION	Siderophores-Biosynthesis	Steroids-Degradation	TCA-VARIANTS	anaerobic energy metabolism (invertebrates, cytosol)	anaerobic energy metabolism (invertebrates, mitochondrial)	ascorbate glutathione cycle	benzoate fermentation (to acetate and cyclohexane carboxylate)	bisabolene biosynthesis	chitin degradation to ethanol	citrulline biosynthesis	crotonate fermentation (to acetate and cyclohexane carboxylate)	detoxification of reactive carbonyls in chloroplasts	ethylene biosynthesis IV	ethylene glycol biosynthesis	ethylmalonyl pathway	farnesylcysteine salvage pathway	fluoroacetate degradation	glutathione-mediated detoxification II	glyoxylate cycle	heterolactic fermentation	isopropanol biosynthesis	lactate biosynthesis (archaea)	long chain fatty acid ester synthesis for microdiesel production	methyl ketone biosynthesis	methylaspartate cycle	mixed acid fermentation	mycothiol-mediated detoxification	oxidized GTP and dGTP detoxification	photorespiration	photosynthesis light reactions	photosynthetic 3-hydroxybutyrate biosynthesis	pyruvate fermentation to hexanol	sedoheptulose bisphosphate bypass	succinate fermentation to butyrate	superoxide radicals degradation	superpathway of C28 brassinosteroid biosynthesis	superpathway of glycolysis and Entner-Doudoroff	superpathway of glyoxylate cycle and fatty acid degradation
CAMDA23_MetaSUB_gCSD16_AKL_1	AKL	0.0	8.5	1.0	2.0	10.0	0.0	7.5	3.0	4.5	4.5	98.66666666666666	98.83333333333334	17.77777777777778	137.66666666666666	482.1904761904762	27.0	8.666666666666666	6.333333333333333	9.0	43.25	74.0	63.333333333333336	458.87857142857143	460.65000000000003	6.5	9.0	10.5	90.0	75.41904761904762	6.428571428571429	1.5	6.142857142857143	133.5	8.0	37.166666666666664	743.356349206349	366.50714285714287	335.90555555555557	803.8468253968256	0.0	6.0	9.8	209.3	65.76363636363637	39.166666666666664	269.5212121212121	5.0	56.333333333333336	1073.5619047619048	57.333333333333336	1.0	4.333333333333333	0.0	105.39015151515153	498.05	247.06969696969693	20.666666666666664	76.46666666666667	111.66666666666666	18.066666666666666	163.0	105.0	8.0	0.0	87.16666666666667	5.625	4905.937674313991	369.9083333333333	7.5	97.15555555555555	47.62103174603175	7.2	6.625	1.0	1.0	4.5	8.75	4.666666666666667	7.0	32.77777777777778	6.0	0.0	0.0	14.0	2.0	24.0	5.75	5.25	0.0	23.0	11.0	7.25	4.727272727272728	5.818181818181818	0.0	21.5	4.833333333333333	0.0	8.5	12.0	3.0	0.0	6.0	3.0	3.5	5.25
CAMDA23_MetaSUB_gCSD16_AKL_10	AKL	0.0	7.0	1.0	1.6666666666666667	13.0	0.0	16.0	6.0	8.0	8.0	175.33333333333331	169.0	30.3	184.46666666666667	749.8976190476188	66.0	12.0	8.0	6.0	60.0	138.5	93.33333333333333	748.8837301587303	742.8166666666668	10.4	16.5	20.0	146.0	125.60396825396825	10.75	5.333333333333333	9.625	283.16666666666663	15.0	52.75	1104.0384282384282	700.392857142857	491.09444444444443	1324.5468253968252	0.0	3.0	12.80952380952381	406.2166666666667	96.76212121212122	78.5	407.5560606060606	6.0	90.33333333333331	1668.6390919158362	70.33333333333334	0.0	7.0	0.0	181.42803030303028	771.0333333333334	433.9575757575758	13.75	135.48333333333335	132.5	35.8	245.41666666666666	233.96666666666664	12.0	0.0	148.08333333333331	9.444444444444445	7060.973014266437	673.7333333333331	8.0	134.59444444444443	91.1440476190476	9.857142857142858	10.75	3.0	0.0	8.0	16.0	7.0	0.0	58.0	3.0	1.0	6.666666666666667	18.0	2.0	30.25	8.25	8.058823529411764	7.0	37.0	14.5	16.75	8.166666666666666	9.23076923076923	1.0	46.0	12.2	0.0	12.5	15.1	2.0	5.0	10.5	17.0	7.5	10.0
CAMDA23_MetaSUB_gCSD16_AKL_11	AKL	0.0	2.6666666666666665	0.0	1.0	6.0	0.0	9.0	2.5	4.0	4.0	113.66666666666667	110.33333333333334	12.8	76.66666666666666	433.49999999999994	18.5	8.0	3.0	2.0	31.0	58.5	64.0	385.94166666666666	326.9	5.35	8.0	8.0	97.0	83.99484126984127	8.285714285714286	3.0	8.0	139.83333333333331	6.6	35.91666666666667	646.9565656565655	422.5011904761904	248.06944444444443	709.2857142857142	1.0	4.0	9.2	186.58333333333331	52.67121212121212	55.00000000000001	277.51363636363635	1.0	48.333333333333336	672.3452380952382	9.666666666666666	0.0	3.6666666666666665	0.0	106.04603174603176	409.1666666666667	211.9722222222222	8.5	72.7	66.33333333333333	21.000000000000004	117.7	132.08333333333331	8.0	0.0	61.5	5.5	3564.7340790788153	463.78095238095233	3.0	64.18888888888888	60.83333333333334	6.571428571428571	6.0	0.0	1.0	4.0	7.333333333333333	3.2	2.75	30.77777777777778	3.0	1.0	3.0	9.5	3.0	0.0	4.25	6.133333333333334	0.0	0.0	6.0	8.25	6.090909090909091	5.25	2.0	12.0	5.0	6.0	6.25	10.428571428571429	2.0	0.0	7.0	10.0	7.0	7.25
CAMDA23_MetaSUB_gCSD16_AKL_12	AKL	0.0	5.333333333333333	0.0	0.0	11.0	0.0	18.0	6.0	1.5	1.5	171.33333333333334	196.83333333333334	8.6	80.33333333333334	521.8333333333333	20.0	6.666666666666667	4.333333333333333	7.0	50.25	130.16666666666666	71.0	492.93769841269847	485.95	5.45	4.0	7.25	121.0	103.21969696969697	7.0	1.6666666666666667	6.25	178.0	6.6	28.833333333333332	709.4161505161504	555.1666666666667	224.28333333333327	732.3730158730157	0.0	1.0	9.5	276.43888888888887	69.37929292929293	74.0	214.79696969696968	0.0	35.666666666666664	752.8785714285714	8.666666666666666	1.0	5.5	1.0	63.675000000000004	509.1666666666667	218.90555555555557	16.0	120.0	61.16666666666667	38.13333333333333	255.5	206.14999999999998	14.0	0.0	113.75	8.0	3446.836516553622	694.2690476190477	2.0	65.94444444444444	72.26071428571429	5.428571428571429	6.888888888888889	0.0	1.0	1.5	16.5	6.333333333333333	4.75	41.22222222222222	3.0	1.0	3.5	7.0	2.0	0.0	8.0	8.133333333333333	0.0	30.0	0.0	3.75	7.545454545454546	7.909090909090909	1.0	8.0	5.0	0.0	7.75	15.142857142857142	0.0	0.0	4.5	20.0	7.0	9.75
CAMDA23_MetaSUB_gCSD16_AKL_13	AKL	0.0	2.0	1.0	1.0	6.0	1.0	5.0	3.0	3.5	3.5	55.0	42.166666666666664	3.6666666666666665	42.46666666666667	200.66666666666666	15.0	5.333333333333333	2.0	1.0	18.75	29.833333333333332	34.66666666666667	209.9920634920635	196.49999999999997	3.0	3.0	3.0	54.0	43.73571428571428	3.2857142857142856	2.0	3.0	81.5	2.2	18.166666666666664	366.437950937951	254.08846153846153	135.55833333333334	399.8083333333332	0.0	4.0	2.6	105.63333333333333	31.566666666666666	30.0	134.2287878787879	0.0	20.666666666666668	344.0881390593047	5.666666666666667	0.0	3.0	1.0	45.4015873015873	181.0	115.22777777777777	7.0	51.666666666666664	29.5	12.666666666666664	63.95	84.98333333333332	4.0	0.0	35.0	2.5	2012.5525899539057	233.675	1.0	38.13333333333333	23.425	3.142857142857143	2.875	0.0	0.0	3.5	5.0	1.75	0.0	17.555555555555557	1.0	0.0	0.0	4.5	0.0	0.0	2.5	3.333333333333333	0.0	0.0	0.0	5.75	2.9	2.636363636363636	1.0	8.0	1.8	4.0	2.75	7.0	0.0	0.0	2.5	3.0	4.5	2.5
CAMDA23_MetaSUB_gCSD16_AKL_14	AKL	0.0	8.666666666666666	0.0	2.333333333333333	8.0	2.0	17.0	5.0	7.0	7.0	183.66666666666669	186.25	27.1	176.66666666666666	764.4333333333333	53.5	14.0	8.0	10.0	48.5	105.83333333333334	97.0	707.5253968253968	704.1833333333333	9.45	28.5	24.0	140.0	148.70303030303032	9.5	6.0	9.625	260.91666666666663	10.2	63.00000000000001	1206.7980463980462	683.1583333333334	479.8583333333333	1285.956349206349	0.0	7.0	18.333333333333332	368.3190476190476	105.2530303030303	90.08333333333334	406.92171717171715	0.0	85.0	1484.898422436459	63.583333333333336	2.0	7.5	0.0	191.11666666666667	740.1666666666666	408.8333333333334	29.0	164.8357142857143	149.33333333333331	45.2	235.48333333333335	268.91666666666674	14.0	0.0	127.58333333333333	10.11111111111111	7130.810134602239	708.6333333333334	27.5	121.17777777777778	90.9738095238095	11.6	8.222222222222221	1.0	1.0	7.0	12.5	6.166666666666667	7.25	56.11111111111112	4.0	1.0	5.75	15.0	2.0	33.5	7.5	9.529411764705882	0.0	25.0	0.0	15.25	8.545454545454545	8.692307692307692	1.0	39.0	6.666666666666667	8.5	10.75	19.285714285714285	2.0	0.0	13.5	12.0	12.0	11.75
CAMDA23_MetaSUB_gCSD16_AKL_2	AKL	0.0	1.5	0.0	1.5	2.5	1.0	3.0	1.0	1.0	1.0	28.333333333333332	42.5	2.142857142857143	26.4	99.83333333333334	6.0	1.6666666666666667	1.5	3.0	8.75	23.666666666666664	11.666666666666666	98.13492063492062	131.55	1.1176470588235294	1.0	2.0	18.0	21.525	1.8	1.0	1.6666666666666667	41.5	1.4	8.583333333333332	189.4254329004329	63.93956043956044	67.16666666666666	173.26666666666665	0.0	0.0	3.3666666666666667	64.16666666666666	14.338888888888889	12.333333333333332	62.400000000000006	0.0	10.666666666666666	220.53433179723504	0.0	0.0	2.0	0.0	25.9	108.33333333333334	40.58333333333333	3.666666666666667	22.55	21.5	5.0	53.5	25.1	2.0	0.0	14.5	1.125	1218.9083581537143	84.33333333333334	2.0	24.91111111111111	15.995238095238093	1.75	0.0	0.0	0.0	1.0	3.6666666666666665	1.75	0.0	7.888888888888889	1.0	0.0	0.0	1.5	2.0	0.0	1.0	1.5384615384615383	0.0	5.5	2.5	0.0	0.0	2.125	0.0	8.0	2.333333333333333	0.0	2.0	4.2	0.0	0.0	1.5	2.0	1.5	2.0
CAMDA23_MetaSUB_gCSD16_AKL_3	AKL	0.0	3.5	0.0	1.0	7.5	0.0	11.5	3.5	5.5	5.5	111.33333333333333	105.25	20.9	133.46666666666667	498.7666666666667	34.5	5.333333333333333	3.5	6.0	32.5	74.33333333333333	70.0	480.5896825396824	463.51666666666665	5.95	9.5	9.0	102.0	88.42907647907649	8.285714285714286	4.5	8.285714285714286	192.0	5.8	46.5	755.8989316239314	490.56547619047615	338.82222222222225	830.257142857143	1.0	4.0	9.666666666666668	209.05238095238093	69.95454545454545	60.0	290.589393939394	0.0	58.66666666666666	1060.663750352212	51.0	0.0	4.75	0.0	153.01666666666668	496.5	297.0333333333333	10.416666666666666	83.32619047619048	121.16666666666667	28.0	149.2	186.61666666666665	10.0	0.0	75.91666666666667	6.111111111111111	4766.552458068248	424.81666666666666	15.0	80.72777777777777	60.357142857142854	7.8	6.375	1.0	2.0	5.5	7.5	4.0	0.0	38.22222222222222	2.0	0.0	0.0	11.0	4.0	23.5	4.25	6.25	0.0	19.33333333333333	4.5	7.5	5.2727272727272725	6.25	1.0	21.0	4.333333333333333	0.0	8.0	12.714285714285714	0.0	0.0	7.5	7.0	8.5	7.5
CAMDA23_MetaSUB_gCSD16_AKL_4	AKL	0.0	7.666666666666667	0.0	2.333333333333333	7.5	0.0	14.0	10.0	6.0	6.0	157.33333333333331	152.08333333333331	19.3	135.33333333333331	725.35	44.5	12.0	9.333333333333334	7.0	44.0	112.5	85.0	610.461111111111	596.1999999999999	8.5	12.0	15.5	117.0	117.70714285714286	10.428571428571429	9.5	10.0	195.66666666666669	7.6	42.16666666666667	942.4869658119657	514.3201465201465	395.16666666666663	1114.6452380952378	0.0	7.0	12.866666666666667	308.60952380952375	77.32424242424243	82.58333333333334	379.4939393939394	0.0	63.333333333333336	1276.2940476190477	18.0	0.0	5.833333333333333	0.0	165.45158730158732	560.8333333333334	351.1055555555556	20.166666666666664	140.2	115.5	29.866666666666667	182.61666666666667	160.76666666666662	12.0	0.0	105.00000000000001	7.333333333333333	5838.822940655833	521.1444444444444	11.0	88.8111111111111	87.18571428571428	7.714285714285714	7.111111111111111	2.0	1.5	6.0	11.25	4.428571428571429	7.2	48.0	4.0	0.0	0.0	10.5	4.0	22.0	7.5	7.375	0.0	29.5	10.0	16.0	8.6	7.076923076923077	2.0	30.5	7.75	0.0	8.25	17.714285714285715	1.0	0.0	13.0	15.0	6.5	10.75
CAMDA23_MetaSUB_gCSD16_AKL_5	AKL	0.0	2.5	0.0	1.5	5.0	0.0	4.0	1.5	3.5	3.5	56.0	45.166666666666664	9.2	68.56666666666666	245.2	17.0	5.0	2.5	4.0	25.333333333333332	38.0	38.0	248.4142857142857	230.26666666666668	3.55	8.0	4.0	56.0	41.71049783549783	3.571428571428572	1.5	3.2857142857142856	97.0	2.8	8.0	396.4467032967032	226.30970695970697	166.14999999999995	467.1702380952382	0.0	5.0	4.833333333333333	169.6	36.76565656565656	21.166666666666664	154.04545454545456	0.0	28.0	497.73320186970494	6.0	0.0	4.25	0.0	71.54761904761905	271.91666666666663	145.22222222222223	7.416666666666666	42.7	59.833333333333336	12.2	75.23333333333333	79.95	2.0	0.0	31.35	3.0	2292.7769594440642	250.03888888888892	8.0	50.866666666666674	31.123015873015873	4.2	3.625	1.0	0.0	3.5	3.5	2.1666666666666665	0.0	21.33333333333333	2.0	0.0	0.0	6.0	0.0	10.5	3.0	2.8	0.0	14.5	5.0	5.25	3.3	2.6666666666666665	1.0	12.5	2.25	0.0	4.5	7.428571428571429	0.0	0.0	3.0	1.0	3.5	4.25
