	City	Taxon	1.1	1.10	1.11	1.12	1.13	1.14	1.15	1.16	1.17	1.18	1.2	1.20	1.3	1.4	1.5	1.6	1.7	1.8	1.9	1.97	2.1	2.10	2.2	2.3	2.4	2.5	2.6	2.7	2.8	2.9	3.1	3.11	3.2	3.3	3.4	3.5	3.6	3.7	3.8	4.1	4.2	4.3	4.4	4.6	4.99	5.1	5.2	5.3	5.4	5.5	5.6	6.1	6.2	6.3	6.4	6.5	7.1	7.2	7.3	7.4	7.5	7.6
BAL_En	BAL	En	15.0	0.0	1.0	0.0	2.0	2.0	1.0	0.0	1.0	1.0	8.0	0.0	5.0	3.0	0.0	2.0	3.0	3.0	1.0	0.0	20.0	0.0	5.0	11.0	10.0	10.0	5.0	42.0	3.0	0.0	17.0	0.0	15.0	0.0	20.0	11.0	19.0	0.0	0.0	19.0	17.0	3.0	1.0	0.0	0.0	3.0	3.0	3.0	3.0	0.0	6.0	4.0	2.0	12.0	1.0	1.0	5.0	12.0	0.0	2.0	1.0	0.0
BAL_Es	BAL	Es	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BAL_Kl	BAL	Kl	39.0	0.0	4.0	0.0	2.0	6.0	0.0	3.0	4.0	0.0	19.0	1.0	1.0	4.0	1.0	3.0	2.0	7.0	1.0	0.0	19.0	1.0	6.0	24.0	11.0	6.0	13.0	83.0	6.0	0.0	22.0	0.0	23.0	0.0	28.0	14.0	27.0	0.0	0.0	28.0	21.0	9.0	3.0	1.0	0.0	9.0	3.0	8.0	12.0	3.0	14.0	22.0	7.0	22.0	3.0	0.0	3.0	9.0	1.0	4.0	8.0	7.0
DEN_En	DEN	En	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	1.0	1.0	0.0	3.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	2.0	1.0	0.0	7.0	9.0	0.0	0.0	4.0	0.0	3.0	0.0	2.0	1.0	5.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	1.0	3.0	0.0	0.0	3.0	1.0	0.0	0.0	1.0	0.0
DEN_Es	DEN	Es	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DEN_Kl	DEN	Kl	240.0	4.0	25.0	2.0	12.0	45.0	7.0	11.0	34.0	9.0	204.0	2.0	58.0	41.0	31.0	38.0	28.0	44.0	0.0	4.0	125.0	2.0	41.0	143.0	96.0	80.0	88.0	470.0	48.0	2.0	172.0	1.0	146.0	2.0	148.0	141.0	161.0	4.0	0.0	171.0	172.0	56.0	26.0	5.0	3.0	45.0	21.0	65.0	72.0	12.0	49.0	83.0	22.0	123.0	12.0	7.0	22.0	87.0	1.0	26.0	41.0	33.0
MIN_En	MIN	En	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIN_Es	MIN	Es	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIN_Kl	MIN	Kl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
NYC_En	NYC	En	918.0	11.0	131.0	19.0	33.0	124.0	19.0	37.0	176.0	20.0	806.0	20.0	273.0	187.0	121.0	190.0	154.0	209.0	2.0	24.0	648.0	9.0	169.0	598.0	415.0	382.0	365.0	2288.0	149.0	9.0	731.0	0.0	742.0	9.0	742.0	462.0	754.0	9.0	0.0	647.0	642.0	188.0	114.0	22.0	2.0	186.0	98.0	293.0	315.0	4.0	223.0	439.0	93.0	540.0	110.0	22.0	136.0	231.0	8.0	110.0	137.0	113.0
NYC_Es	NYC	Es	87.0	1.0	8.0	22.0	2.0	13.0	2.0	7.0	15.0	4.0	75.0	2.0	27.0	23.0	16.0	22.0	21.0	17.0	1.0	0.0	62.0	2.0	14.0	70.0	53.0	32.0	41.0	271.0	8.0	2.0	97.0	0.0	56.0	1.0	77.0	39.0	98.0	1.0	0.0	80.0	79.0	21.0	7.0	5.0	0.0	27.0	13.0	34.0	43.0	0.0	22.0	43.0	8.0	55.0	10.0	3.0	14.0	13.0	0.0	8.0	8.0	9.0
NYC_Kl	NYC	Kl	578.0	4.0	56.0	1.0	34.0	96.0	10.0	32.0	66.0	21.0	510.0	16.0	136.0	117.0	76.0	114.0	65.0	101.0	2.0	8.0	300.0	6.0	101.0	341.0	227.0	199.0	269.0	1136.0	93.0	6.0	424.0	2.0	414.0	1.0	352.0	265.0	413.0	8.0	1.0	386.0	402.0	106.0	48.0	19.0	4.0	106.0	57.0	151.0	186.0	9.0	109.0	222.0	49.0	271.0	56.0	8.0	52.0	148.0	4.0	79.0	85.0	83.0
