ID,ID_city,City,Year,Latitude,Longitude,Climate,X28090,X40324,X316,X549,X642,X1675686,X185951,X2861285,X85643,X100886,X1883,X1747,X304895,X1891644,X419479,X2853227,X2710758,X833,X2995304,X894,X9606,X299308,X288000,X1124597,X297,X2736640,X1873,X1909395,X28049,X131568,X2487072,X2596915,X56,X547188,X1473598,X2874846,X59779,X207340,X1526572,X2029849,X2857064,X1873716,X3019969,X414,X729,X2303331,X2718,X2183911,X1810504,X914150,X119219,X490,X2732067,X28037,X29370,X1517,X2331,X499229,X29466,X1270,X38304,X544580,X2851567,X298654,X53461,X414996,X283811,X74426,X191495,X2722752,X1670830,X1608957,X1670831,X119532,X1752064,X102116,X2080419,X2782163,X3004094,X2509675,X1005039,X165179,X2681766,X2502779,X2350,X861299,X2528009,X2528023,X1636152,X2527974,X2807512,X174633,X2866311,X1307763,X1658616,X83451,X80816,X876,X2495594,X2802975,X45655,X1653476,X1621989,X2358,X291048,X392734,X2818388,X851,X959,X673862,X2292766,X651457,X423605,X1644061,X2743089,X2208,X1104324,X498374,X1291540,X1094892,X2944128,X2303332,X1260,X28454,X2875962,X28198,X2148,X1219,X239935,X1882749,X2984951,X1408204,X1353260,X1806508,X2828656,X1940790,X28262,X76258,X2057,X2802971,X2702,X1884905,X2843216,X29539,X49319,X1282,X437897,X33025,X1555112,X52022,X332249,X1173026,X2857077,X155894,X295596,X2132,X61435,X120962,X500,X2855441,X2856608,X262,X1196095,X2919598,X2761623,X1388755,X416213,X33059,X809,X981385,X60893,X316277,X159,X2572088,X1332188,X651822,X187145,X513050,X42253,X39152,X2320,X282676,X1874277,X369960,X119164,X12742,X337051,X1891726,X2023057,X62322,X2558174,X2829597,X2950108,X1921086,X84112,X2742683,X1188228,X2098,X591197,X84405,X2596890,X389348,X119484,X453230,X167,X28182,X2493639,X960,X1175445,X301375,X2173,X2263,X54261,X1582439,X1673428,X2586965,X2565781,X2169700,X33070,X133453,X1457365,X431057,X2421,X1441386,X118000,X936456,X2847778,X2751313,X2735562,X1632019,X35786,X56636,X200415,X2955582,X1080349,X2697043,X683846,X2011088,X693075,X2933293,X274537,X454171,X64160,X167964,X179637,X2704413,X103722,X2844585,X56947,X1307800,X2170145,X1513278,X74501,X1678905,X2846071,X2747343,X1550241,X10376,X10279,X2282148,X2956429,X2845700,X1983561,X44689,X2844158,X10497,X2843841,X40058,X2560707,X1080799,X346882,X2050587,X2955317,X3708,X1557034,X1137801,X2843389,X130309,X2170046,X675060,X1655646,X10660,X2956583,X2746926,X2169857,X2956349,X2025397
CAMDA23_MetaSUB_gCSD16_AKL_10,AKL,Auckland,16,-36.75,174.75,Cfb,11977,103,79,48,5,2,2315,1911,7,1,106,12,1,1,1,3,1,1,1,1,33,1,574,0,0,6,14,5,0,0,131,16,2,0,0,0,29,23,0,1,0,0,3,2,5,0,0,0,0,0,1534,6,1,11,2628,0,0,0,1,1179,25,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,5,0,0,3,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3,0,37,0,2,0,1,0,1,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,10108,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMDA23_MetaSUB_gCSD16_AKL_11,AKL,Auckland,16,-36.75,174.75,Cfb,26,24,59,46,0,0,71,2386,7,1,235,31,1,0,2,0,0,0,1,0,9,1,1943,1,1,38,31,13,1,1,1009,3,2,1,1,1,45,9,0,0,0,1,5,2,1,1,0,0,0,0,67,4,0,2,8,0,1,0,0,2661,56,8,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,2,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,81,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMDA23_MetaSUB_gCSD16_AKL_12,AKL,Auckland,16,-36.75,174.75,Cfb,365,252,391,246,24,1,2667,53,16,4,431,225,2,0,6,16,0,0,5,5,1777,5,509,0,0,96,85,50,1,2,75,95,18,3,1,0,215,201,4,4,3,3,30,15,14,3,2,1,1,1,385,137,11,1441,75,5,4,2,84,423,297,70,45,12,5,4,2,11,10,10,2,1,1,12,10,3,23,1,6,2,1,1683,1,14,1,5,23,22,13,8,1,1,1,2,1,29,1,19,11,3,6,2,2,1,3,12,1,9,4,2,3,1,1,28,16,3,3,1,1,1,0,12,4,20,0,17,2,24,9,9,0,0,2,0,0,1,1,36,0,0,12,3,1,0,5,877,2,1,0,6,0,6,0,2,7,3,0,1,0,54,8,6,0,0,9,2,0,1,2,0,0,0,1,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,3,37,1,0,0,0,4,0,0,0,0,0,0,0,0,0,9,5,0,0,0,1,5,7,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,2,45,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMDA23_MetaSUB_gCSD16_AKL_13,AKL,Auckland,16,-36.75,174.75,Cfb,3,15,9,5,0,0,25,29,0,0,7,4,0,0,0,0,0,0,0,0,8,0,269,0,0,2,2,1,0,0,1,0,0,0,1,0,3,7,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,5819,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMDA23_MetaSUB_gCSD16_AKL_14,AKL,Auckland,16,-36.75,174.75,Cfb,193,9726,7254,1030,7,0,328,2050,4,7,65,20,0,0,0,7,0,0,0,0,34,0,94,0,0,13,11,7,1,0,2151,210,3,0,0,0,19,17,0,0,0,1,10,1,3,0,0,0,0,0,529,11,3,1687,906,2,1,2,0,1321,40,2,1,1,0,0,2,0,0,0,0,0,0,0,3,0,5,0,0,0,0,41,6,100,3,0,6,0,1,1,0,0,4,0,0,4,0,5,4,2,4,0,1,0,1,2,0,3,3,0,0,0,0,1,1,0,0,0,1,0,0,6,2,1164,1,8,2,4,1,0,0,0,0,0,0,0,0,19,0,0,3,0,0,0,0,153,1,0,0,1,0,1,0,0,0,1,0,0,0,5,0,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMDA23_MetaSUB_gCSD16_AKL_1,AKL,Auckland,16,-36.75,174.75,Cfb,3,15,11,36,3,0,60,0,0,5,5407,0,0,0,0,4,0,0,0,0,50,0,120,0,0,3,5,1,0,0,20,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,21,1307,3,0,0,1,160,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,2,0,2,2,1,1,1,3,1,1,0,0,0,0,2,0,0,0,0,0,0,0,5930,0,0,0,0,0,1,0,0,4,2,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMDA23_MetaSUB_gCSD16_AKL_2,AKL,Auckland,16,-36.75,174.75,Cfb,1,10,134,9,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,146,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMDA23_MetaSUB_gCSD16_AKL_3,AKL,Auckland,16,-36.75,174.75,Cfb,3,22,173,172,0,0,836,1922,0,6,17,6,0,0,0,7,0,0,0,0,14,0,61,0,0,10,4,3,0,0,85,3,0,0,0,0,7,9,1,0,0,0,0,0,3,0,0,0,0,0,36,0,0,426,35,0,0,0,0,209,14,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,491,0,3,0,0,0,0,1,0,0,1,1,1,1,5,0,0,0,0,0,0,0,3972,0,0,0,0,0,1,0,0,1,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMDA23_MetaSUB_gCSD16_AKL_4,AKL,Auckland,16,-36.75,174.75,Cfb,5634,5240,3313,2293,2,0,22,43,2,0,27,9,0,0,0,3,0,0,1,2,41,1,2397,0,0,6,10,3,0,1,441,39,0,0,0,0,11,12,0,0,0,0,1,3,5,0,2,1,0,0,170,6,1,24,12,0,0,0,0,17,19,2,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,17,2,21,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,542,1,1,0,3,2,0,0,0,0,0,0,0,0,9,0,0,2,1,0,0,0,21,0,0,0,0,0,1,0,0,2,0,0,0,0,13,3,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMDA23_MetaSUB_gCSD16_AKL_5,AKL,Auckland,16,-36.75,174.75,Cfb,0,16,4,50,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,1,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,808,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
