	City	Taxon	1.1	1.10	1.11	1.12	1.13	1.14	1.15	1.16	1.17	1.18	1.2	1.20	1.3	1.4	1.5	1.6	1.7	1.8	1.9	1.97	2.1	2.10	2.2	2.3	2.4	2.5	2.6	2.7	2.8	2.9	3.1	3.11	3.2	3.3	3.4	3.5	3.6	3.7	3.8	4.1	4.2	4.3	4.4	4.6	4.99	5.1	5.2	5.3	5.4	5.5	5.6	6.1	6.2	6.3	6.4	6.5	7.1	7.2	7.3	7.4	7.5	7.6
BAL_Kl_2015_GCF_003334885	BAL	Kl	100.0	2.0	9.0	1.0	7.0	16.0	2.0	5.0	7.0	2.0	53.0	2.0	23.0	10.0	14.0	10.0	7.0	18.0	0.0	3.0	52.0	1.0	10.0	51.0	32.0	29.0	30.0	125.0	13.0	1.0	74.0	1.0	51.0	1.0	42.0	57.0	40.0	4.0	0.0	57.0	53.0	18.0	8.0	3.0	1.0	17.0	3.0	25.0	29.0	3.0	8.0	26.0	6.0	31.0	5.0	1.0	5.0	13.0	1.0	5.0	5.0	8.0
BAL_Kl_2015_GCF_003334895	BAL	Kl	91.0	2.0	9.0	1.0	7.0	16.0	2.0	4.0	8.0	2.0	47.0	2.0	23.0	10.0	13.0	10.0	7.0	16.0	0.0	3.0	58.0	1.0	8.0	53.0	32.0	28.0	30.0	126.0	13.0	1.0	73.0	1.0	51.0	1.0	37.0	52.0	32.0	4.0	0.0	54.0	51.0	17.0	8.0	3.0	1.0	16.0	3.0	26.0	29.0	3.0	8.0	22.0	6.0	32.0	4.0	1.0	5.0	9.0	1.0	4.0	5.0	6.0
BAL_Kl_2015_GCF_003334925	BAL	Kl	120.0	2.0	14.0	1.0	7.0	17.0	2.0	6.0	9.0	3.0	92.0	3.0	28.0	12.0	17.0	12.0	8.0	18.0	0.0	3.0	53.0	1.0	12.0	65.0	33.0	37.0	33.0	160.0	17.0	1.0	77.0	1.0	57.0	1.0	50.0	63.0	52.0	4.0	0.0	62.0	59.0	18.0	11.0	3.0	1.0	18.0	6.0	27.0	30.0	3.0	11.0	26.0	6.0	34.0	5.0	1.0	6.0	19.0	1.0	12.0	8.0	11.0
BAL_Kl_2015_GCF_003334945	BAL	Kl	112.0	2.0	14.0	1.0	7.0	16.0	2.0	5.0	11.0	4.0	96.0	3.0	28.0	12.0	19.0	12.0	8.0	17.0	0.0	3.0	61.0	1.0	11.0	71.0	34.0	38.0	35.0	157.0	18.0	1.0	79.0	1.0	57.0	1.0	48.0	62.0	54.0	4.0	0.0	62.0	58.0	18.0	11.0	3.0	1.0	19.0	5.0	27.0	30.0	3.0	12.0	24.0	6.0	34.0	5.0	1.0	6.0	18.0	1.0	12.0	10.0	11.0
BAL_Kl_2015_GCF_003334955	BAL	Kl	101.0	2.0	13.0	1.0	7.0	18.0	2.0	5.0	10.0	3.0	88.0	3.0	26.0	12.0	17.0	11.0	7.0	16.0	0.0	3.0	57.0	1.0	11.0	61.0	32.0	35.0	33.0	141.0	15.0	1.0	76.0	1.0	55.0	1.0	46.0	59.0	46.0	4.0	0.0	62.0	58.0	18.0	8.0	3.0	1.0	18.0	3.0	25.0	30.0	3.0	11.0	23.0	6.0	32.0	5.0	1.0	6.0	15.0	1.0	8.0	7.0	9.0
BAL_Kl_2015_GCF_003334965	BAL	Kl	108.0	2.0	14.0	1.0	7.0	16.0	2.0	5.0	11.0	3.0	87.0	3.0	30.0	12.0	19.0	11.0	8.0	18.0	0.0	3.0	60.0	1.0	12.0	66.0	33.0	37.0	35.0	151.0	17.0	1.0	79.0	1.0	57.0	1.0	51.0	63.0	52.0	4.0	0.0	62.0	56.0	18.0	11.0	3.0	1.0	20.0	5.0	27.0	30.0	3.0	11.0	25.0	6.0	34.0	5.0	1.0	6.0	17.0	1.0	11.0	10.0	12.0
BAL_Kl_2015_GCF_003335005	BAL	Kl	96.0	2.0	8.0	1.0	7.0	14.0	2.0	4.0	8.0	2.0	42.0	2.0	23.0	10.0	13.0	9.0	7.0	16.0	0.0	3.0	52.0	1.0	9.0	50.0	30.0	29.0	28.0	122.0	13.0	1.0	68.0	1.0	47.0	1.0	39.0	56.0	37.0	3.0	0.0	56.0	48.0	17.0	10.0	3.0	1.0	15.0	3.0	25.0	27.0	3.0	6.0	25.0	6.0	31.0	5.0	1.0	5.0	12.0	1.0	3.0	4.0	7.0
BAL_Kl_2015_GCF_003335025	BAL	Kl	69.0	2.0	7.0	1.0	7.0	13.0	1.0	3.0	5.0	2.0	31.0	2.0	19.0	10.0	11.0	9.0	7.0	13.0	0.0	2.0	48.0	1.0	5.0	42.0	27.0	24.0	28.0	97.0	10.0	1.0	58.0	1.0	38.0	1.0	34.0	49.0	25.0	3.0	0.0	47.0	44.0	13.0	7.0	3.0	1.0	14.0	1.0	20.0	24.0	3.0	4.0	23.0	6.0	30.0	4.0	1.0	4.0	11.0	1.0	2.0	3.0	4.0
BAL_Kl_2015_GCF_003335065	BAL	Kl	100.0	2.0	11.0	1.0	7.0	16.0	2.0	4.0	8.0	2.0	58.0	2.0	24.0	11.0	14.0	11.0	7.0	16.0	0.0	3.0	55.0	1.0	8.0	57.0	32.0	30.0	36.0	125.0	14.0	1.0	77.0	1.0	53.0	1.0	38.0	57.0	36.0	4.0	0.0	54.0	52.0	17.0	8.0	3.0	1.0	17.0	2.0	25.0	30.0	3.0	7.0	22.0	6.0	33.0	4.0	1.0	6.0	11.0	1.0	7.0	6.0	6.0
BAL_Kl_2015_GCF_003345685	BAL	Kl	121.0	2.0	14.0	1.0	7.0	16.0	2.0	6.0	9.0	4.0	85.0	3.0	26.0	11.0	16.0	12.0	7.0	18.0	0.0	3.0	54.0	1.0	18.0	60.0	35.0	40.0	35.0	172.0	18.0	1.0	80.0	1.0	59.0	1.0	50.0	70.0	58.0	4.0	0.0	63.0	61.0	18.0	11.0	3.0	1.0	18.0	6.0	28.0	30.0	3.0	11.0	26.0	6.0	33.0	5.0	1.0	6.0	19.0	1.0	8.0	13.0	10.0
BAL_Kl_2015_GCF_003345715	BAL	Kl	113.0	2.0	13.0	1.0	7.0	16.0	2.0	5.0	10.0	4.0	102.0	3.0	26.0	12.0	19.0	11.0	7.0	18.0	0.0	3.0	58.0	1.0	15.0	64.0	35.0	37.0	37.0	179.0	18.0	1.0	83.0	1.0	60.0	1.0	46.0	67.0	61.0	4.0	0.0	61.0	61.0	18.0	11.0	3.0	1.0	19.0	7.0	28.0	30.0	3.0	11.0	24.0	6.0	33.0	5.0	1.0	6.0	16.0	1.0	8.0	11.0	9.0
BAL_Kl_2015_GCF_003345765	BAL	Kl	113.0	2.0	13.0	1.0	7.0	16.0	2.0	5.0	10.0	5.0	102.0	3.0	26.0	12.0	19.0	11.0	7.0	18.0	0.0	3.0	58.0	1.0	15.0	64.0	35.0	37.0	37.0	183.0	18.0	1.0	83.0	1.0	60.0	1.0	46.0	67.0	61.0	4.0	0.0	61.0	60.0	18.0	11.0	3.0	1.0	19.0	7.0	28.0	30.0	3.0	11.0	24.0	6.0	33.0	5.0	1.0	6.0	16.0	1.0	8.0	12.0	9.0
BAL_Kl_2017_GCF_003860845	BAL	Kl	64.0	2.0	7.0	1.0	7.0	13.0	1.0	2.0	5.0	2.0	31.0	4.0	19.0	10.0	11.0	9.0	7.0	13.0	0.0	2.0	48.0	1.0	5.0	42.0	27.0	24.0	25.0	93.0	10.0	1.0	58.0	1.0	38.0	1.0	33.0	46.0	28.0	3.0	0.0	46.0	41.0	13.0	7.0	3.0	1.0	13.0	1.0	20.0	24.0	3.0	4.0	21.0	6.0	30.0	4.0	1.0	4.0	8.0	2.0	2.0	3.0	4.0
BAL_Kl_2017_GCF_003860885	BAL	Kl	70.0	2.0	7.0	1.0	7.0	13.0	1.0	3.0	5.0	2.0	31.0	2.0	19.0	10.0	11.0	9.0	7.0	13.0	0.0	2.0	48.0	1.0	5.0	42.0	26.0	24.0	25.0	96.0	10.0	1.0	60.0	1.0	39.0	1.0	32.0	45.0	26.0	3.0	0.0	47.0	40.0	13.0	7.0	3.0	1.0	14.0	1.0	20.0	24.0	3.0	5.0	21.0	6.0	30.0	4.0	1.0	4.0	8.0	1.0	1.0	3.0	4.0
BAL_Kl_2017_GCF_003860895	BAL	Kl	65.0	2.0	7.0	1.0	7.0	13.0	1.0	2.0	5.0	2.0	31.0	2.0	19.0	10.0	11.0	9.0	7.0	13.0	0.0	2.0	48.0	1.0	5.0	41.0	27.0	24.0	25.0	92.0	10.0	1.0	56.0	1.0	39.0	1.0	33.0	44.0	25.0	3.0	0.0	46.0	42.0	13.0	7.0	3.0	1.0	13.0	1.0	20.0	23.0	3.0	4.0	21.0	6.0	30.0	4.0	1.0	4.0	8.0	1.0	1.0	3.0	3.0
BAL_Kl_2017_GCF_003860985	BAL	Kl	66.0	2.0	7.0	1.0	8.0	13.0	1.0	3.0	5.0	2.0	31.0	3.0	19.0	10.0	11.0	9.0	7.0	13.0	0.0	2.0	47.0	1.0	5.0	44.0	26.0	25.0	25.0	92.0	10.0	1.0	58.0	1.0	39.0	1.0	33.0	44.0	26.0	3.0	0.0	44.0	41.0	13.0	7.0	3.0	1.0	13.0	1.0	21.0	24.0	3.0	4.0	21.0	6.0	30.0	4.0	1.0	4.0	11.0	2.0	1.0	4.0	4.0
BAL_Kl_2017_GCF_003860995	BAL	Kl	67.0	2.0	7.0	1.0	7.0	13.0	1.0	3.0	5.0	2.0	31.0	4.0	19.0	10.0	12.0	9.0	7.0	13.0	0.0	2.0	48.0	1.0	5.0	43.0	26.0	24.0	25.0	98.0	10.0	1.0	63.0	1.0	40.0	1.0	32.0	46.0	26.0	3.0	0.0	47.0	40.0	13.0	7.0	3.0	1.0	14.0	1.0	21.0	24.0	3.0	7.0	21.0	6.0	30.0	4.0	1.0	4.0	10.0	2.0	2.0	3.0	4.0
