"","OTU","pvalues","model","score","loc1","loc2","locs","adj_pvalues","hlevel","sign_rank","OtuClass"
"1",316,0,"p",44606.5406404411,"BAL17","DEN17","BAL17_vs_DEN17",0,"AB_Order",5,"316AB_Order"
"2",316,0,"p",46599.1306178051,"BAL17","TOK17","BAL17_vs_TOK17",0,"AB_Order",3,"316AB_Order"
"3",851,0,"p",55974.1107896671,"BOG16","TOK16","BOG16_vs_TOK16",0,"AB_Phylum",5,"851AB_Phylum"
"4",1270,0,"p",30747.1529095898,"BAL17","TOK17","BAL17_vs_TOK17",0,"AB_Order",5,"1270AB_Order"
"5",1282,0,"p",40997.4717689482,"AKL16","BAL17","AKL16_vs_BAL17",0,"AB_Phylum",3,"1282AB_Phylum"
"6",1282,0,"p",72625.2755709149,"AKL16","BER16","AKL16_vs_BER16",0,"AB_Phylum",3,"1282AB_Phylum"
"7",1282,0,"p",141263.550297824,"AKL16","BOG16","AKL16_vs_BOG16",0,"AB_Phylum",3,"1282AB_Phylum"
"8",1282,0,"p",35683.6551377536,"AKL16","DEN17","AKL16_vs_DEN17",0,"AB_Phylum",3,"1282AB_Phylum"
"9",1282,0,"p",53224.8716122229,"AKL16","DOH16","AKL16_vs_DOH16",0,"AB_Phylum",4,"1282AB_Phylum"
"10",1282,0,"p",42319.3791120337,"AKL16","DOH17","AKL16_vs_DOH17",0,"AB_Phylum",3,"1282AB_Phylum"
"11",1282,0,"p",163831.832626277,"AKL16","ILR16","AKL16_vs_ILR16",0,"AB_Phylum",3,"1282AB_Phylum"
"12",1282,0,"p",46482.09434129,"AKL16","ILR17","AKL16_vs_ILR17",0,"AB_Phylum",3,"1282AB_Phylum"
"13",1282,0,"p",33671.3747708357,"AKL16","MIN17","AKL16_vs_MIN17",0,"AB_Phylum",3,"1282AB_Phylum"
"14",1282,0,"p",206151.072825948,"AKL16","NYC16","AKL16_vs_NYC16",0,"AB_Phylum",3,"1282AB_Phylum"
"15",1282,0,"p",37827.9788458692,"AKL16","NYC17","AKL16_vs_NYC17",0,"AB_Phylum",4,"1282AB_Phylum"
"16",1282,0,"p",40870.0711400973,"AKL16","SAC16","AKL16_vs_SAC16",0,"AB_Phylum",3,"1282AB_Phylum"
"17",1282,0,"p",34587.5074670073,"AKL16","SAN17","AKL16_vs_SAN17",0,"AB_Phylum",3,"1282AB_Phylum"
"18",1282,0,"p",73790.4379950996,"AKL16","SAO17","AKL16_vs_SAO17",0,"AB_Phylum",4,"1282AB_Phylum"
"19",1282,0,"p",68487.7415400155,"AKL16","TOK16","AKL16_vs_TOK16",0,"AB_Phylum",5,"1282AB_Phylum"
"20",1282,0,"p",65878.1895628003,"AKL16","TOK17","AKL16_vs_TOK17",0,"AB_Phylum",3,"1282AB_Phylum"
"21",1282,0,"p",52702.2371998036,"AKL16","VIE17","AKL16_vs_VIE17",0,"AB_Phylum",3,"1282AB_Phylum"
"22",1282,0,"p",55179.2530340026,"AKL16","ZRH17","AKL16_vs_ZRH17",0,"AB_Phylum",4,"1282AB_Phylum"
"23",1282,0,"p",20397.1286826484,"BAL17","ILR17","BAL17_vs_ILR17",0,"AB_Phylum",2,"1282AB_Phylum"
"24",1282,0,"p",5769.93842548935,"BAL17","MIN17","BAL17_vs_MIN17",0,"AB_Class",5,"1282AB_Class"
"25",1282,0,"p",11743.0131872276,"BAL17","NYC17","BAL17_vs_NYC17",0,"AB_Phylum",5,"1282AB_Phylum"
"26",1282,0,"p",8502.54180836577,"BAL17","SAN17","BAL17_vs_SAN17",0,"AB_Phylum",5,"1282AB_Phylum"
"27",1282,0,"p",46540.3099122734,"BER16","BAL17","BER16_vs_BAL17",0,"AB_Phylum",3,"1282AB_Phylum"
"28",1282,0,"p",146806.388441149,"BER16","BOG16","BER16_vs_BOG16",0,"AB_Phylum",5,"1282AB_Phylum"
"29",1282,0,"p",48448.2683960399,"BER16","DEN16","BER16_vs_DEN16",0,"AB_Phylum",3,"1282AB_Phylum"
"30",1282,0,"p",41226.4932810788,"BER16","DEN17","BER16_vs_DEN17",0,"AB_Phylum",4,"1282AB_Phylum"
"31",1282,0,"p",169374.670769602,"BER16","ILR16","BER16_vs_ILR16",0,"AB_Phylum",5,"1282AB_Phylum"
"32",1282,0,"p",57225.2335032605,"BER16","LIS16","BER16_vs_LIS16",0,"AB_Phylum",4,"1282AB_Phylum"
"33",1282,0,"p",39214.2129141609,"BER16","MIN17","BER16_vs_MIN17",0,"AB_Phylum",3,"1282AB_Phylum"
"34",1282,0,"p",43370.8169891944,"BER16","NYC17","BER16_vs_NYC17",0,"AB_Phylum",5,"1282AB_Phylum"
"35",1282,0,"p",46412.9092834226,"BER16","SAC16","BER16_vs_SAC16",0,"AB_Phylum",3,"1282AB_Phylum"
"36",1282,0,"p",40130.3456103325,"BER16","SAN17","BER16_vs_SAN17",0,"AB_Phylum",5,"1282AB_Phylum"
"37",1282,0,"p",79333.2761384247,"BER16","SAO17","BER16_vs_SAO17",0,"AB_Phylum",5,"1282AB_Phylum"
"38",1282,0,"p",71421.0277061255,"BER16","TOK17","BER16_vs_TOK17",0,"AB_Phylum",3,"1282AB_Phylum"
"39",1282,0,"p",115178.584639182,"BOG16","BAL17","BOG16_vs_BAL17",0,"AB_Phylum",5,"1282AB_Phylum"
"40",1282,0,"p",117086.543122949,"BOG16","DEN16","BOG16_vs_DEN16",0,"AB_Phylum",3,"1282AB_Phylum"
"41",1282,0,"p",109864.768007988,"BOG16","DEN17","BOG16_vs_DEN17",0,"AB_Phylum",4,"1282AB_Phylum"
