"","OTU","pvalues","model","score","loc1","loc2","locs","adj_pvalues","hlevel","sign_rank","OtuClass"
"1",10279,0.102202188138657,"p",69.3019060215655,"BER16","DEN17","BER16_vs_DEN17",0.640245774546643,"Viruses_Class",5,"10279Viruses_Class"
"2",10279,1.01542550762258e-07,"p",78.5724719691742,"BER16","NYC17","BER16_vs_NYC17",2.43702121829418e-06,"Viruses_Order",2,"10279Viruses_Order"
"3",10279,8.61336178230105e-06,"p",87.9419220504535,"BER16","SAC16","BER16_vs_SAC16",7.3213575149559e-05,"Viruses_Class",5,"10279Viruses_Class"
"4",10279,0.00198359476949995,"p",40.3306780000325,"BOG16","DEN17","BOG16_vs_DEN17",0.325309542197992,"Viruses_Genus",4,"10279Viruses_Genus"
"5",10279,0.143476821185217,"p",25.0687464517122,"DOH16","BAL17","DOH16_vs_BAL17",0.645645695333479,"Viruses_Class",4,"10279Viruses_Class"
"6",10279,0.0386895329492812,"p",25.6024461276503,"DOH16","ILR17","DOH16_vs_ILR17",0.270826730644968,"Viruses_Class",5,"10279Viruses_Class"
"7",10279,0.0430628570952393,"p",33.9008008399009,"DOH16","TOK17","DOH16_vs_TOK17",0.516754285142872,"Viruses_Class",2,"10279Viruses_Class"
"8",10279,0.0324284859756898,"p",24.8235441216376,"DOH16","ZRH17","DOH16_vs_ZRH17",0.470213046647503,"Viruses_Family",4,"10279Viruses_Family"
"9",10279,0.0478245974881258,"p",58.771816596579,"ILR16","NYC17","ILR16_vs_NYC17",0.502158273625321,"Viruses_Order",5,"10279Viruses_Order"
"10",10279,0.00211965438677182,"p",62.1657833279171,"ILR17","NYC17","ILR17_vs_NYC17",0.0384184641536467,"Viruses_Family",5,"10279Viruses_Family"
"11",10279,0.0346996462478082,"p",20.6382698666629,"LIS16","ZRH17","LIS16_vs_ZRH17",0.0867491156195205,"Viruses_Class",5,"10279Viruses_Class"
"12",10279,7.61793740066733e-05,"p",65.90480638489,"SAC16","TOK17","SAC16_vs_TOK17",0.000533255618046713,"Viruses_Class",5,"10279Viruses_Class"
"13",10279,2.53964147592782e-07,"p",173.09021259896,"TOK16","NYC17","TOK16_vs_NYC17",5.26975606255022e-06,"Viruses_Family",5,"10279Viruses_Family"
"14",10376,0.0139268319112861,"p",73.1009957483169,"BER16","LIS16","BER16_vs_LIS16",0.0603496049489066,"Viruses_Phylum",5,"10376Viruses_Phylum"
"15",10376,0.000296872901648184,"p",60.7687941764629,"BER16","SAO17","BER16_vs_SAO17",0.0175155011972428,"Viruses_Family",1,"10376Viruses_Family"
"16",10376,4.90714537160941e-11,"p",96.4744887037625,"BER16","TOK17","BER16_vs_TOK17",1.52121506519892e-09,"Viruses_Family",3,"10376Viruses_Family"
"17",10376,0.0778894156105305,"p",28.4657906375101,"DEN16","LIS16","DEN16_vs_LIS16",0.856783571715836,"Viruses_Phylum",2,"10376Viruses_Phylum"
"18",10376,0.1476198768089,"p",21.0595194413539,"DOH16","LIS16","DOH16_vs_LIS16",0.738099384044499,"Viruses_Class",5,"10376Viruses_Class"
"19",10376,0.164326053352143,"p",23.7731271246959,"DOH16","SAN17","DOH16_vs_SAN17",0.328652106704285,"Viruses_Phylum",4,"10376Viruses_Phylum"
"20",10376,0.0825256887548507,"p",66.2252230171955,"DOH16","TOK17","DOH16_vs_TOK17",0.535726892059148,"Viruses_Family",5,"10376Viruses_Family"
"21",10376,0.142118381887175,"p",22.85923982231,"ILR16","LIS16","ILR16_vs_LIS16",0.615903422126869,"Viruses_Class",3,"10376Viruses_Class"
"22",10376,0.174761286696887,"p",25.0243064193789,"ILR16","SAN17","ILR16_vs_SAN17",0.454416132004909,"Viruses_Class",4,"10376Viruses_Class"
"23",10376,0.000609551401788482,"p",95.6831493575546,"ILR17","TOK17","ILR17_vs_TOK17",0.0225534018661738,"Viruses_Family",2,"10376Viruses_Family"
"24",10376,0.00756316109936449,"p",60.0730491470295,"LIS16","NYC17","LIS16_vs_NYC17",0.035295457633333,"Viruses_Class",4,"10376Viruses_Class"
"25",10376,0.0125903221495647,"p",42.2711204337409,"LIS16","VIE17","LIS16_vs_VIE17",0.0347628064660621,"Viruses_Class",5,"10376Viruses_Class"
"26",10376,0.00682679782508088,"p",99.484048438684,"NYC16","SAO17","NYC16_vs_SAO17",0.238937923877831,"Viruses_Family",4,"10376Viruses_Family"
"27",10376,1.27513394704885e-10,"p",135.189742965984,"NYC16","TOK17","NYC16_vs_TOK17",9.30847781345657e-09,"Viruses_Family",2,"10376Viruses_Family"
"28",10376,0.00770559135025856,"p",80.0743083962992,"NYC17","SAO17","NYC17_vs_SAO17",0.0539391394518099,"Viruses_Class",3,"10376Viruses_Class"
"29",10376,0.00079833059750917,"p",128.944128004201,"NYC17","TOK17","NYC17_vs_TOK17",0.0119749589626375,"Viruses_Class",2,"10376Viruses_Class"
"30",10376,0.00425512144229788,"p",56.653987676372,"SAO17","VIE17","SAO17_vs_VIE17",0.0446787751441277,"Viruses_Family",5,"10376Viruses_Family"
"31",10376,0.000656900947866163,"p",120.772444039804,"TOK16","SAO17","TOK16_vs_SAO17",0.0525520758292931,"Viruses_Family",1,"10376Viruses_Family"
"32",10376,5.63973398996157e-15,"p",156.478138567104,"TOK16","TOK17","TOK16_vs_TOK17",4.62458187176849e-13,"Viruses_Family",2,"10376Viruses_Family"
"33",10376,8.50805676548532e-06,"p",92.3596822036716,"TOK17","VIE17","TOK17_vs_VIE17",0.000263749759730045,"Viruses_Family",1,"10376Viruses_Family"
"34",10376,0.000321525357730067,"p",88.5286190780972,"TOK17","ZRH17","TOK17_vs_ZRH17",0.00396547941200416,"Viruses_Family",4,"10376Viruses_Family"
"35",10449,0.00999071523459027,"p",34.8874867029036,"DEN17","MIN17","DEN17_vs_MIN17",0.284234859215473,"Viruses_Genus",4,"10449Viruses_Genus"
"36",10449,1.96257512488434e-05,"p",44.4407884348352,"ILR17","MIN17","ILR17_vs_MIN17",0.00390552449851984,"Viruses_Genus",2,"10449Viruses_Genus"
"37",10449,0.00120760868017945,"p",69.0198197261886,"LIS16","NYC16","LIS16_vs_NYC16",0.0923909362610368,"Viruses_Genus",5,"10449Viruses_Genus"
"38",10449,0.000570743744889044,"p",29.3790444046919,"LIS16","TOK17","LIS16_vs_TOK17",0.0502254495502359,"Viruses_Genus",3,"10449Viruses_Genus"
"39",10449,2.79873849849759e-07,"p",43.2842725387634,"MIN17","NYC17","MIN17_vs_NYC17",4.56194375255107e-05,"Viruses_Genus",2,"10449Viruses_Genus"
"40",10449,2.2936563189564e-06,"p",33.3536295037618,"MIN17","TOK17","MIN17_vs_TOK17",0.000201841756068163,"Viruses_Genus",2,"10449Viruses_Genus"
"41",10449,6.41348370621182e-06,"p",26.3855151097795,"MIN17","VIE17","MIN17_vs_VIE17",0.000718310175095724,"Viruses_Genus",3,"10449Viruses_Genus"
"42",10449,6.8019460341172e-06,"p",33.5739554558467,"MIN17","ZRH17","MIN17_vs_ZRH17",0.000870649092367001,"Viruses_Genus",3,"10449Viruses_Genus"
"43",10449,2.53130967004724e-07,"p",72.9944048252585,"NYC16","MIN17","NYC16_vs_MIN17",8.75833145836345e-05,"Viruses_Genus",5,"10449Viruses_Genus"
"44",10449,0.00252128465158793,"p",26.9770176376346,"SAC16","MIN17","SAC16_vs_MIN17",0.294990304235788,"Viruses_Genus",4,"10449Viruses_Genus"
"45",12742,0.998339901356784,"p",8.54593136016714,"AKL16","LIS16","AKL16_vs_LIS16",0.998404289042402,"Viruses_Order",5,"12742Viruses_Order"
"46",12742,0.245919543740863,"p",14.0834712536325,"DEN16","LIS16","DEN16_vs_LIS16",0.885310357467106,"Viruses_Order",4,"12742Viruses_Order"
"47",40058,0.000192130873431026,"p",33.1217482992396,"BOG16","ILR16","BOG16_vs_ILR16",0.00268983222803437,"Viruses_Phylum",3,"40058Viruses_Phylum"
"48",40058,0.0425491223746232,"p",30.5163810422194,"ILR16","DOH17","ILR16_vs_DOH17",0.212745611873116,"Viruses_Phylum",3,"40058Viruses_Phylum"
"49",40058,0.0117450978774801,"p",30.1272529960732,"ILR16","ILR17","ILR16_vs_ILR17",0.0704705872648809,"Viruses_Phylum",4,"40058Viruses_Phylum"
"50",40058,0.000197756083586915,"p",36.9013166509285,"ILR16","NYC16","ILR16_vs_NYC16",0.00217531691945607,"Viruses_Class",5,"40058Viruses_Class"
"51",40058,1.05085510892831e-05,"p",32.2781883828337,"ILR16","TOK16","ILR16_vs_TOK16",0.000420342043571325,"Viruses_Family",3,"40058Viruses_Family"
"52",56947,0.000382683853255685,"p",27.7109787077628,"AKL16","BAL17","AKL16_vs_BAL17",0.00420952238581254,"Viruses_Class",2,"56947Viruses_Class"
"53",56947,0.000394859953727568,"p",133.03837909458,"AKL16","BER16","AKL16_vs_BER16",0.00335630960668433,"Viruses_Class",4,"56947Viruses_Class"
"54",56947,0.0638502855125375,"p",42.8545844801294,"AKL16","DEN16","AKL16_vs_DEN16",0.606577712369107,"Viruses_Order",5,"56947Viruses_Order"
"55",56947,0.0254049935317919,"p",41.5901218698389,"AKL16","DEN17","AKL16_vs_DEN17",0.152429961190751,"Viruses_Class",4,"56947Viruses_Class"
"56",56947,0.00037622215802721,"p",23.7444926332381,"AKL16","DOH17","AKL16_vs_DOH17",0.00206922186914966,"Viruses_Class",3,"56947Viruses_Class"
"57",56947,0.01436032933452,"p",24.4855726013899,"AKL16","ILR16","AKL16_vs_ILR16",0.0861619760071201,"Viruses_Class",2,"56947Viruses_Class"
"58",56947,0.000143734754607365,"p",56.5204745064169,"AKL16","ILR17","AKL16_vs_ILR17",0.00100614328225155,"Viruses_Class",3,"56947Viruses_Class"
"59",56947,0.278103178051827,"p",20.729442734022,"AKL16","LIS16","AKL16_vs_LIS16",0.9592240657914,"Viruses_Class",3,"56947Viruses_Class"
"60",56947,0.0234976838289739,"p",28.4694522368406,"AKL16","MIN17","AKL16_vs_MIN17",0.234976838289739,"Viruses_Order",1,"56947Viruses_Order"
"61",56947,6.91967040451974e-05,"p",94.1840438735295,"AKL16","NYC16","AKL16_vs_NYC16",0.000761163744497171,"Viruses_Class",3,"56947Viruses_Class"
"62",56947,4.71199290169114e-07,"p",50.5273850622266,"AKL16","NYC17","AKL16_vs_NYC17",3.76959432135291e-06,"Viruses_Class",3,"56947Viruses_Class"
"63",56947,0.0862177169379167,"p",56.7838385955615,"AKL16","SAC16","AKL16_vs_SAC16",0.402349345710278,"Viruses_Class",4,"56947Viruses_Class"
"64",56947,0.0729106694487278,"p",38.8126675613086,"AKL16","SAO17","AKL16_vs_SAO17",0.243035564829093,"Viruses_Class",5,"56947Viruses_Class"
"65",56947,1.43915155059052e-05,"p",69.8196273575671,"AKL16","TOK17","AKL16_vs_TOK17",9.35448507883838e-05,"Viruses_Class",3,"56947Viruses_Class"
"66",56947,5.27595233675862e-06,"p",24.8661219832611,"AKL16","VIE17","AKL16_vs_VIE17",3.16557140205517e-05,"Viruses_Class",3,"56947Viruses_Class"
"67",56947,1.18687754493725e-05,"p",39.1183946241546,"AKL16","ZRH17","AKL16_vs_ZRH17",7.12126526962348e-05,"Viruses_Class",3,"56947Viruses_Class"
"68",56947,0.00334325481038993,"p",27.251296929294,"BAL17","MIN17","BAL17_vs_MIN17",0.0919395072857232,"Viruses_Genus",3,"56947Viruses_Genus"
"69",56947,0.00227567363184805,"p",34.4345792911841,"BAL17","SAN17","BAL17_vs_SAN17",0.0250324099503286,"Viruses_Class",3,"56947Viruses_Class"
"70",56947,0.0387179782740609,"p",43.227863497478,"BAL17","SAO17","BAL17_vs_SAO17",0.348461804466548,"Viruses_Class",3,"56947Viruses_Class"
"71",56947,0.0244369675833369,"p",36.3492155530997,"BAL17","VIE17","BAL17_vs_VIE17",0.586487222000086,"Viruses_Family",3,"56947Viruses_Family"
"72",56947,6.69681540884926e-06,"p",41.8330091007811,"BER16","MIN17","BER16_vs_MIN17",0.00167420385221231,"Viruses_Genus",5,"56947Viruses_Genus"
"73",56947,0.000122447554085445,"p",58.4998361626413,"BER16","SAO17","BER16_vs_SAO17",0.030244545859105,"Viruses_Genus",2,"56947Viruses_Genus"
"74",56947,1.45864472686842e-05,"p",121.599062106045,"BOG16","MIN17","BOG16_vs_MIN17",0.00115232933422605,"Viruses_Family",3,"56947Viruses_Family"
"75",56947,3.21490974879008e-05,"p",41.2591561395186,"DEN16","MIN17","DEN16_vs_MIN17",0.000996622022124926,"Viruses_Family",2,"56947Viruses_Family"
"76",56947,0.0190136621052901,"p",42.0388317314836,"DEN17","DOH17","DEN17_vs_DOH17",0.11408197263174,"Viruses_Class",2,"56947Viruses_Class"
"77",56947,0.0147018030628693,"p",25.8076224675763,"DEN17","MIN17","DEN17_vs_MIN17",0.284234859215473,"Viruses_Genus",5,"56947Viruses_Genus"
"78",56947,0.00219644676065175,"p",43.1604610815066,"DEN17","VIE17","DEN17_vs_VIE17",0.0131786805639105,"Viruses_Class",4,"56947Viruses_Class"
"79",56947,0.00159147882727677,"p",23.6636399621493,"DOH17","MIN17","DOH17_vs_MIN17",0.0660463713319859,"Viruses_Genus",3,"56947Viruses_Genus"
"80",56947,0.00130620903088146,"p",30.4680932166593,"DOH17","SAN17","DOH17_vs_SAN17",0.00849035870072948,"Viruses_Class",4,"56947Viruses_Class"
"81",56947,0.0109351723119433,"p",40.3304670240095,"DOH17","SAO17","DOH17_vs_SAO17",0.210502067004908,"Viruses_Genus",5,"56947Viruses_Genus"
"82",56947,0.142131558952354,"p",21.9192325638185,"ILR16","LIS16","ILR16_vs_LIS16",0.615903422126869,"Viruses_Class",2,"56947Viruses_Class"
"83",56947,0.0105313258699569,"p",27.6962471856808,"ILR16","MIN17","ILR16_vs_MIN17",0.294877124358792,"Viruses_Family",3,"56947Viruses_Family"
"84",56947,0.0351602040516318,"p",31.2091731848111,"ILR16","SAN17","ILR16_vs_SAN17",0.454416132004909,"Viruses_Class",3,"56947Viruses_Class"
