"","OTU","locs","hlevel","sign_rank","Kingdom","Phylum","Class","Order","Family","Genus"
"1",10279,"SAN17_vs_SAO17","Viruses_Class",3,"Viruses","Nucleocytoviricota","Pokkesviricetes",NA,NA,NA
"2",10279,"BER16_vs_DEN17","Viruses_Genus",3,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Molluscipoxvirus"
"3",10279,"TOK16_vs_DEN17","Viruses_Genus",2,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Molluscipoxvirus"
"4",10288,"DEN16_vs_BAL17","Viruses_Genus",3,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Betaentomopoxvirus"
"5",10288,"DOH16_vs_BAL17","Viruses_Genus",2,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Betaentomopoxvirus"
"6",10288,"DOH16_vs_ILR17","Viruses_Genus",3,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Betaentomopoxvirus"
"7",10288,"ILR17_vs_SAN17","Viruses_Genus",1,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Betaentomopoxvirus"
"8",10288,"SAC16_vs_ILR17","Viruses_Genus",2,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Betaentomopoxvirus"
"9",10298,"DEN16_vs_DEN17","Viruses_Genus",3,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus"
"10",10298,"DEN16_vs_SAN17","Viruses_Genus",3,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus"
"11",10298,"DOH16_vs_MIN17","Viruses_Genus",3,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus"
"12",10376,"DEN16_vs_ILR17","Viruses_Order",1,"Viruses","Peploviricota","Herviviricetes","Herpesvirales",NA,NA
"13",10376,"DEN16_vs_MIN17","Viruses_Family",1,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae",NA
"14",10397,"NYC17_vs_SAN17","Viruses_Genus",2,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Quwivirus"
"15",10491,"DOH16_vs_TOK17","Viruses_Genus",3,"Viruses","Nucleocytoviricota","Megaviricetes","Pimascovirales","Iridoviridae","Chloriridovirus"
"16",10492,"AKL16_vs_BER16","Viruses_Genus",1,"Viruses","Nucleocytoviricota","Megaviricetes","Pimascovirales","Iridoviridae","Ranavirus"
"17",10492,"AKL16_vs_DEN16","Viruses_Genus",1,"Viruses","Nucleocytoviricota","Megaviricetes","Pimascovirales","Iridoviridae","Ranavirus"
"18",10492,"AKL16_vs_MIN17","Viruses_Genus",1,"Viruses","Nucleocytoviricota","Megaviricetes","Pimascovirales","Iridoviridae","Ranavirus"
"19",10492,"AKL16_vs_NYC16","Viruses_Genus",2,"Viruses","Nucleocytoviricota","Megaviricetes","Pimascovirales","Iridoviridae","Ranavirus"
"20",10492,"AKL16_vs_TOK17","Viruses_Genus",3,"Viruses","Nucleocytoviricota","Megaviricetes","Pimascovirales","Iridoviridae","Ranavirus"
"21",35279,"AKL16_vs_LIS16","Viruses_Class",1,"Viruses","Kitrinoviricota","Flasuviricetes",NA,NA,NA
"22",57119,"BOG16_vs_DOH16","Viruses_Genus",2,"Viruses","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Geminiviridae","Mastrevirus"
"23",57119,"DOH16_vs_DEN17","Viruses_Genus",2,"Viruses","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Geminiviridae","Mastrevirus"
"24",57119,"DOH16_vs_NYC16","Viruses_Genus",2,"Viruses","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Geminiviridae","Mastrevirus"
"25",57119,"DOH16_vs_TOK17","Viruses_Genus",1,"Viruses","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Geminiviridae","Mastrevirus"
"26",72539,"NYC17_vs_ZRH17","Viruses_Genus",2,"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Tymoviridae","Tymovirus"
"27",107324,"DOH16_vs_DOH17","Viruses_Genus",3,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Caulimoviridae","Solendovirus"
"28",119164,"SAC16_vs_ZRH17","Viruses_Class",3,"Viruses","Pisuviricota","Pisoniviricetes",NA,NA,NA
"29",119164,"BER16_vs_DEN16","Viruses_Order",1,"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales",NA,NA
"30",129727,"MIN17_vs_NYC17","Viruses_Genus",2,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Parapoxvirus"
"31",129727,"NYC17_vs_SAN17","Viruses_Genus",1,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Parapoxvirus"
"32",129951,"DOH17_vs_SAN17","Viruses_Phylum",3,"Viruses","Preplasmiviricota",NA,NA,NA,NA
