"","OTU","locs","hlevel","sign_rank","Kingdom","Phylum","Class","Order","Family","Genus"
"1",10279,"AKL16_vs_DOH16","Viruses_Class",4,"Viruses","Nucleocytoviricota","Pokkesviricetes",NA,NA,NA
"2",10279,"AKL16_vs_LIS16","Viruses_Class",3,"Viruses","Nucleocytoviricota","Pokkesviricetes",NA,NA,NA
"3",10279,"AKL16_vs_MIN17","Viruses_Class",5,"Viruses","Nucleocytoviricota","Pokkesviricetes",NA,NA,NA
"4",10279,"DOH16_vs_ZRH17","Viruses_Class",5,"Viruses","Nucleocytoviricota","Pokkesviricetes",NA,NA,NA
"5",10279,"DOH17_vs_SAN17","Viruses_Class",4,"Viruses","Nucleocytoviricota","Pokkesviricetes",NA,NA,NA
"6",10279,"ILR17_vs_SAN17","Viruses_Class",4,"Viruses","Nucleocytoviricota","Pokkesviricetes",NA,NA,NA
"7",10279,"SAC16_vs_BAL17","Viruses_Class",5,"Viruses","Nucleocytoviricota","Pokkesviricetes",NA,NA,NA
"8",10279,"SAC16_vs_ILR17","Viruses_Class",4,"Viruses","Nucleocytoviricota","Pokkesviricetes",NA,NA,NA
"9",10279,"SAN17_vs_TOK17","Viruses_Class",5,"Viruses","Nucleocytoviricota","Pokkesviricetes",NA,NA,NA
"10",10279,"SAN17_vs_VIE17","Viruses_Class",5,"Viruses","Nucleocytoviricota","Pokkesviricetes",NA,NA,NA
"11",10279,"SAN17_vs_ZRH17","Viruses_Class",4,"Viruses","Nucleocytoviricota","Pokkesviricetes",NA,NA,NA
"12",10279,"SAO17_vs_ZRH17","Viruses_Family",4,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae",NA
"13",10376,"AKL16_vs_TOK17","Viruses_Phylum",5,"Viruses","Peploviricota",NA,NA,NA,NA
"14",10376,"BOG16_vs_SAN17","Viruses_Phylum",5,"Viruses","Peploviricota",NA,NA,NA,NA
"15",10376,"ILR16_vs_SAC16","Viruses_Phylum",5,"Viruses","Peploviricota",NA,NA,NA,NA
"16",10376,"ILR17_vs_MIN17","Viruses_Phylum",4,"Viruses","Peploviricota",NA,NA,NA,NA
"17",10376,"LIS16_vs_SAN17","Viruses_Phylum",5,"Viruses","Peploviricota",NA,NA,NA,NA
"18",10376,"AKL16_vs_BAL17","Viruses_Class",5,"Viruses","Peploviricota","Herviviricetes",NA,NA,NA
"19",10376,"AKL16_vs_DOH17","Viruses_Class",3,"Viruses","Peploviricota","Herviviricetes",NA,NA,NA
"20",10376,"AKL16_vs_MIN17","Viruses_Class",3,"Viruses","Peploviricota","Herviviricetes",NA,NA,NA
