ID,ID_city,City,Year,Latitude,Longitude,Climate,X316,X185951,X1747,X9606,X288000,X2596915,X1473598,X59779,X119219,X28037,X29466,X1270,X38304,X544580,X2851567,X2722752,X2502779,X1884905,X1282,X1555112,X651822,X84112,X1632019,X167964
CAMDA23_MetaSUB_gCSD16_AKL_1,AKL,Auckland,16,-36.75,174.75,Cfb,0.000831,0.004532749112337,0.0,0.003777290926947,0.009065498224673,0.000151,0.0,0.0,0.000453,0.001586462189318,7.55e-05,0.012087330966231,0.000453,0.0,0.0,0.0,0.0,0.0,0.447986703935937,0.0,0.0,0.0,0.0,0.0
CAMDA23_MetaSUB_gCSD16_AKL_10,AKL,Auckland,16,-36.75,174.75,Cfb,0.002392054744747,0.07009628777327,0.000363,0.000999,0.017380245866893,0.000484,0.0,0.000878,0.046448252891661,0.000333,3.03e-05,0.035699146127294,0.000757,6.06e-05,0.0,3.03e-05,0.000151,0.0,0.306061890631624,0.0,0.0,0.0,0.0,0.0
CAMDA23_MetaSUB_gCSD16_AKL_11,AKL,Auckland,16,-36.75,174.75,Cfb,0.006530160486995,0.007858328721638,0.003431101272828,0.000996,0.215052573325955,0.000332,0.000111,0.004980630879911,0.007415605976757,0.000221,0.0,0.294521306032097,0.006198118428334,0.000885,0.000332,0.000111,0.000553,0.0,0.010846707249585,0.0,0.0,0.0,0.0,0.0
CAMDA23_MetaSUB_gCSD16_AKL_12,AKL,Auckland,16,-36.75,174.75,Cfb,0.027450154450997,0.187236731255265,0.015796124684078,0.124754282504914,0.035734344285313,0.006669474866611,7.02e-05,0.015094074698119,0.027028924459422,0.101165402976692,0.005897219882056,0.029696714406066,0.020850884582982,0.004914349901713,0.003159224936816,0.000702,0.000983,0.000211,0.061569783768604,0.0,0.000211,0.000281,0.0,0.00014
CAMDA23_MetaSUB_gCSD16_AKL_13,AKL,Auckland,16,-36.75,174.75,Cfb,0.001429706115965,0.003971405877681,0.000635,0.001270849880858,0.042732327243844,0.0,0.000159,0.000477,0.000953,0.0,0.0,0.92438443208896,0.001588562351072,0.000159,0.0,0.0,0.0,0.0,0.001111993645751,0.0,0.0,0.0,0.0,0.0
CAMDA23_MetaSUB_gCSD16_AKL_14,AKL,Auckland,16,-36.75,174.75,Cfb,0.246843842515398,0.011161397897029,0.000681,0.001156974172253,0.003198693299758,0.007146016946269,0.0,0.000647,0.018001156974172,0.057406336135026,0.0,0.044951849457243,0.001361146085004,6.81e-05,3.4e-05,0.0,0.003402865212509,0.0,0.005206383775139,0.0,0.0,3.4e-05,0.0,0.0
CAMDA23_MetaSUB_gCSD16_AKL_2,AKL,Auckland,16,-36.75,174.75,Cfb,0.223333333333333,0.0,0.0,0.243333333333333,0.008333333333333,0.003333333333333,0.0,0.0,0.005,0.0,0.0,0.0,0.001666666666667,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
CAMDA23_MetaSUB_gCSD16_AKL_3,AKL,Auckland,16,-36.75,174.75,Cfb,0.020130323481499,0.097277170118688,0.000698,0.001629043518734,0.007097975331627,0.000349,0.0,0.000815,0.004188969048173,0.049569467070049,0.0,0.024319292529672,0.001629043518734,0.000233,0.0,0.0,0.000116,0.0,0.462182918315104,0.0,0.0,0.000116,0.0,0.0
CAMDA23_MetaSUB_gCSD16_AKL_4,AKL,Auckland,16,-36.75,174.75,Cfb,0.161641295862607,0.001073380171741,0.000439,0.002000390320062,0.116949648711944,0.00190281030445,0.0,0.000537,0.008294301327088,0.001170960187354,0.0,0.000829,0.000927,9.76e-05,4.88e-05,0.0,0.001024590163934,4.88e-05,0.001024590163934,0.0,0.0,0.0,0.0,0.0
CAMDA23_MetaSUB_gCSD16_AKL_5,AKL,Auckland,16,-36.75,174.75,Cfb,0.004145077720207,0.002072538860104,0.0,0.005181347150259,0.01139896373057,0.0,0.0,0.0,0.002072538860104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.837305699481865,0.0,0.0,0.0,0.0,0.0
CAMDA23_MetaSUB_gCSD16_AKL_6,AKL,Auckland,16,-36.75,174.75,Cfb,0.633524082021936,0.0,0.0,0.000477,0.00548402479733,0.0,0.0,0.000715,0.119217930376729,0.22341440152599,0.0,0.000954,0.0,0.0,0.0,0.0,0.0,0.0,0.002622794468288,0.0,0.0,0.000238,0.0,0.0
CAMDA23_MetaSUB_gCSD16_AKL_7,AKL,Auckland,16,-36.75,174.75,Cfb,0.006660053847244,0.000425,0.0,0.002834065466912,0.001133626186765,0.000142,0.0,0.0,0.001133626186765,0.448349156865524,0.0,0.003400878560295,0.000283,0.0,0.0,0.0,0.0,0.0,0.05880685843843,0.0,0.0,0.0,0.0,0.0
CAMDA23_MetaSUB_gCSD16_AKL_8,AKL,Auckland,16,-36.75,174.75,Cfb,0.005620232838218,0.0,0.000268,0.001204335608189,0.000669,0.000268,0.0,0.000134,0.000669,0.431553592934564,0.0,0.004817342432758,0.0,0.0,0.0,0.0,0.0,0.0,0.06115348588251,0.0,0.0,0.0,0.0,0.0
CAMDA23_MetaSUB_gCSD16_AKL_9,AKL,Auckland,16,-36.75,174.75,Cfb,0.004066057800576,0.079319404478919,0.000688,0.001751532591017,0.313336669585888,0.000188,6.26e-05,0.005317152508445,0.005379707243838,0.041536344301264,0.0,0.007444013511823,0.001563868384837,0.000125,0.000125,6.26e-05,0.0,0.0,0.055736269235581,0.0,0.0,0.0,0.0,0.0
CAMDA23_MetaSUB_gCSD16_BER_1,BER,Berlin,16,52.75,13.25,Cfb,0.035639721175449,0.109469824135527,0.068585754044009,0.155475080403418,0.0895850011621,0.012435463717648,2.19e-05,0.048297672422869,0.045051738283151,0.00569726995882,0.000364,0.123967270495174,0.055909924334375,0.001493844842759,0.036654820530037,0.001758048784364,0.000455,1.59e-05,0.018802182761587,2.58e-05,4.17e-05,0.000129,5.96e-06,2.78e-05
CAMDA23_MetaSUB_gCSD16_BER_10,BER,Berlin,16,52.75,13.25,Cfb,0.003397228850852,0.000742,0.00298489778218,0.96743816811259,0.000842,0.001516620022702,4.74e-07,0.001213769961919,0.002841766767538,0.001489605228548,0.000124,0.002641762502044,0.002817595635926,0.000181,6.97e-05,2.46e-05,1.33e-05,1.42e-06,0.003326611231045,0.0,0.0,9.48e-07,9.48e-07,0.0
CAMDA23_MetaSUB_gCSD16_BER_11,BER,Berlin,16,52.75,13.25,Cfb,0.006799250972654,0.002117363781842,0.005860169127987,0.889635968233482,0.003017278359899,0.000624,0.0,0.008305791906178,0.003045721255889,0.011684901205233,0.001403493720182,0.011026051827619,0.015326058168986,0.001524259458895,0.000168,4.94e-05,1.77e-05,9.33e-07,0.007833919598927,0.0,3.26e-06,4.2e-06,1.4e-06,0.0
CAMDA23_MetaSUB_gCSD16_BER_12,BER,Berlin,16,52.75,13.25,Cfb,0.045358425717014,0.031723340777611,0.038277750029184,0.33986095083906,0.020384691196424,0.007262476820356,1.72e-05,0.027561051690846,0.03265531079382,0.028833659618524,0.01245050703379,0.08751523780545,0.041215273591568,0.02309639861525,0.026162139818467,0.000888,0.000406,1.72e-05,0.017284503462833,5.74e-06,1.53e-05,4.98e-05,1.91e-06,1.72e-05
CAMDA23_MetaSUB_gCSD16_BER_13,BER,Berlin,16,52.75,13.25,Cfb,0.027287917360303,0.015889871443521,0.031552523908228,0.626620480931381,0.011464511332353,0.006020530084875,9.27e-06,0.024975539181363,0.022286008411739,0.011735010116655,0.000696,0.069723766641472,0.026374404323034,0.001857940221314,0.010977613520611,0.000558,0.00025,4.64e-06,0.009447363255136,9.27e-06,1.08e-05,3.25e-05,1.55e-06,4.64e-06
CAMDA23_MetaSUB_gCSD16_BER_14,BER,Berlin,16,52.75,13.25,Cfb,0.020474307471234,0.02587346206694,0.017166374725978,0.668864525535196,0.015659908327128,0.008936531744617,1.31e-06,0.01747055244968,0.03306228301115,0.011810486789247,0.003819265987686,0.052272679595968,0.018511574486831,0.003180754990088,0.0109123758378,0.00021,0.000219,6.56e-06,0.00794533192083,3.93e-06,1.44e-05,1.84e-05,0.0,1.31e-06
CAMDA23_MetaSUB_gCSD16_BER_15,BER,Berlin,16,52.75,13.25,Cfb,0.035514750243117,0.025950720293142,0.035771112732841,0.48763392803734,0.02508250599461,0.004088127169468,3.42e-06,0.02636773660976,0.02804947454235,0.015940619611047,0.001680028849326,0.078486230770677,0.037338342086688,0.003325876033354,0.026969333918979,0.00059,0.00026,1.54e-05,0.023424695227727,8.55e-06,1.71e-05,5.64e-05,5.13e-06,6.84e-06
CAMDA23_MetaSUB_gCSD16_BER_2,BER,Berlin,16,52.75,13.25,Cfb,0.040167994377743,0.045177946950473,0.046484616647098,0.360731314202511,0.040416282661482,0.012050398313323,8.42e-06,0.035911323208221,0.039940747473982,0.011444406569961,0.000983,0.101669843915043,0.039564106772379,0.001982097993915,0.02382094627294,0.000991,0.000406,6.31e-06,0.024176545594566,4.21e-06,2.74e-05,8.21e-05,6.31e-06,2.31e-05
CAMDA23_MetaSUB_gCSD16_BER_3,BER,Berlin,16,52.75,13.25,Cfb,0.025322975796098,0.021953987224775,0.040908960176124,0.545978784654041,0.009621946404713,0.006581097581702,9.15e-06,0.023832619967108,0.025014445992904,0.026622461492605,0.002095649468309,0.098568735472299,0.023422118449298,0.002375418018663,0.004851500422267,0.001086390959554,0.000237,6.54e-06,0.006919695967411,3.92e-06,1.18e-05,7.97e-05,1.31e-06,5.23e-06
CAMDA23_MetaSUB_gCSD16_BER_4,BER,Berlin,16,52.75,13.25,Cfb,0.025088208496145,0.054300966777348,0.061217002072976,0.335800725235885,0.027207046895734,0.022715598686504,1.38e-05,0.031366757779775,0.052868534179646,0.014734029217345,0.001695376468358,0.089371869897819,0.03783945747953,0.003425914035699,0.028225190022809,0.000824,0.000498,1.22e-05,0.014487901524463,4.59e-06,1.68e-05,5.5e-05,3.06e-06,7.64e-06
CAMDA23_MetaSUB_gCSD16_BER_5,BER,Berlin,16,52.75,13.25,Cfb,0.058422597943926,0.04645174857981,0.055103652996352,0.249257888223542,0.033521074356769,0.009840900941222,1.08e-05,0.056411279559775,0.048978029177597,0.016446437189439,0.000156,0.096885691869259,0.042283520400323,0.001348068622085,0.022663729674495,0.001485571621538,0.000475,2.7e-06,0.012469634754288,1.35e-05,2.7e-05,9.17e-05,2.7e-06,8.09e-06
