ID,ID_city,City,Year,Latitude,Longitude,Climate,X28090,X40324,X316,X549,X642,X1675686,X185951,X2861285,X85643,X100886,X1883,X1747,X419479,X2853227,X9606,X288000,X297,X2736640,X1873,X1909395,X131568,X2487072,X2596915,X56,X547188,X59779,X207340,X1873716,X3019969,X414,X729,X2303331,X119219,X490,X2732067,X28037,X29370,X1517,X2331,X29466,X1270,X38304,X544580,X2851567,X298654,X53461,X74426,X191495,X2722752,X119532,X1752064,X102116,X2080419,X165179,X2681766,X2502779,X861299,X2528009,X2528023,X1636152,X83451,X876,X2495594,X45655,X392734,X851,X1644061,X2743089,X2944128,X2303332,X1260,X28454,X28198,X1219,X76258,X2802971,X2702,X49319,X1282,X437897,X52022,X332249,X1173026,X2857077,X155894,X2132,X2855441,X2856608,X262,X2761623,X1388755,X33059,X159,X2572088,X39152,X369960,X62322,X84112,X167,X179637
CAMDA23_MetaSUB_gCSD16_AKL_1,AKL,Auckland,16,-36.75,174.75,Cfb,0.000227,0.001133187278084,0.000831,0.002719649467402,0.000227,0.0,0.004532749112337,0.0,0.0,0.000378,0.40847624084007,0.0,0.0,0.000302,0.003777290926947,0.009065498224673,0.0,0.000227,0.000378,7.55e-05,0.0,0.001510916370779,0.000151,0.0,0.0,0.0,0.000151,0.0,0.0,0.0,0.0,0.0,0.000453,0.0,0.0,0.001586462189318,0.0987383848304,0.000227,0.0,7.55e-05,0.012087330966231,0.000453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55e-05,0.0,0.0,0.0,7.55e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000755,7.55e-05,0.000151,0.0,0.0,0.000302,0.000151,0.000151,7.55e-05,0.000151,0.0,0.0,0.0,0.447986703935937,0.0,0.0,0.0,7.55e-05,0.0,0.0,0.000151,7.55e-05,0.0,0.000151,7.55e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000302,0.0,0.000227,0.000151
CAMDA23_MetaSUB_gCSD16_AKL_10,AKL,Auckland,16,-36.75,174.75,Cfb,0.36265366680797,0.003118754920366,0.002392054744747,0.001453400351238,0.000151,6.06e-05,0.07009628777327,0.05786350148368,0.000212,3.03e-05,0.003209592442318,0.000363,3.03e-05,9.08e-05,0.000999,0.017380245866893,0.0,0.000182,0.000424,0.000151,0.0,0.003966571791922,0.000484,6.06e-05,0.0,0.000878,0.000696,0.0,9.08e-05,6.06e-05,0.000151,0.0,0.046448252891661,0.000182,3.03e-05,0.000333,0.079573669230303,0.0,0.0,3.03e-05,0.035699146127294,0.000757,6.06e-05,0.0,3.03e-05,0.0,0.0,0.0,3.03e-05,0.0,3.03e-05,0.0,3.03e-05,3.03e-05,0.0,0.000151,0.0,9.08e-05,3.03e-05,0.0,3.03e-05,6.06e-05,0.0,3.03e-05,0.0,0.0,0.0,3.03e-05,0.0,9.08e-05,0.0,0.001120329437413,6.06e-05,3.03e-05,0.000484,0.0,3.03e-05,0.0,0.306061890631624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000363,0.0,6.06e-05,3.03e-05
CAMDA23_MetaSUB_gCSD16_AKL_11,AKL,Auckland,16,-36.75,174.75,Cfb,0.002877697841727,0.002656336469286,0.006530160486995,0.005091311566132,0.0,0.0,0.007858328721638,0.264084117321527,0.000775,0.000111,0.02600996126176,0.003431101272828,0.000221,0.0,0.000996,0.215052573325955,0.000111,0.00420586607637,0.003431101272828,0.001438848920863,0.000111,0.111676812396237,0.000332,0.000221,0.000111,0.004980630879911,0.000996,0.000111,0.000553,0.000221,0.000111,0.000111,0.007415605976757,0.000443,0.0,0.000221,0.000885,0.0,0.000111,0.0,0.294521306032097,0.006198118428334,0.000885,0.000332,0.000111,0.0,0.000111,0.0,0.000111,0.0,0.000111,0.0,0.0,0.000111,0.0,0.000553,0.0,0.0,0.0,0.000221,0.000443,0.000332,0.0,0.0,0.0,0.0,0.000221,0.0,0.0,0.000111,0.0,0.008965135583841,0.000111,0.000111,0.000111,0.0,0.000111,0.000111,0.010846707249585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000221,0.0,0.000111,0.000332
CAMDA23_MetaSUB_gCSD16_AKL_12,AKL,Auckland,16,-36.75,174.75,Cfb,0.025624824487504,0.017691659646167,0.027450154450997,0.017270429654591,0.001684919966302,7.02e-05,0.187236731255265,0.003720864925583,0.001123279977534,0.000281,0.030258354394833,0.015796124684078,0.000421,0.001123279977534,0.124754282504914,0.035734344285313,0.0,0.006739679865206,0.005967424880652,0.003510249929795,0.00014,0.005265374894693,0.006669474866611,0.001263689974726,0.000211,0.015094074698119,0.014111204717776,0.000211,0.002106149957877,0.001053074978939,0.000983,0.000211,0.027028924459422,0.009618084807638,0.000772,0.101165402976692,0.005265374894693,0.000351,0.000281,0.005897219882056,0.029696714406066,0.020850884582982,0.004914349901713,0.003159224936816,0.000842,0.000351,0.000772,0.000702,0.000702,0.000842,0.000702,0.000211,0.001614714967706,0.1181550126369,7.02e-05,0.000983,0.000351,0.001614714967706,0.00154450996911,0.000913,0.002035944959281,0.001333894973322,0.000772,0.000421,0.000842,0.000632,0.001965739960685,0.001123279977534,0.0,0.000842,0.000281,0.001404099971918,0.00119348497613,0.001684919966302,0.002527379949452,0.0,0.000842,0.000351,0.061569783768604,0.00014,0.000421,0.0,0.000421,0.0,0.00014,0.000211,0.003791069924179,0.000562,0.000421,0.000632,0.00014,7.02e-05,7.02e-05,0.0,0.0,0.0,0.002597584948048,0.000281,0.000632,0.003159224936816
CAMDA23_MetaSUB_gCSD16_AKL_13,AKL,Auckland,16,-36.75,174.75,Cfb,0.000477,0.002382843526608,0.001429706115965,0.000794,0.0,0.0,0.003971405877681,0.00460683081811,0.0,0.0,0.001111993645751,0.000635,0.0,0.0,0.001270849880858,0.042732327243844,0.0,0.000318,0.000318,0.000159,0.0,0.000159,0.0,0.0,0.0,0.000477,0.001111993645751,0.0,0.000159,0.0,0.0,0.0,0.000953,0.0,0.0,0.0,0.000159,0.0,0.0,0.0,0.92438443208896,0.001588562351072,0.000159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000159,0.0,0.0,0.0,0.0,0.0,0.000159,0.000159,0.0,0.0,0.008419380460683,0.0,0.0,0.0,0.0,0.0,0.0,0.001111993645751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000159
CAMDA23_MetaSUB_gCSD16_AKL_14,AKL,Auckland,16,-36.75,174.75,Cfb,0.006567529860142,0.330962670568619,0.246843842515398,0.035049511688842,0.000238,0.0,0.011161397897029,0.069758736856433,0.000136,0.000238,0.002211862388131,0.000681,0.0,0.000238,0.001156974172253,0.003198693299758,0.0,0.000442,0.000374,0.000238,0.0,0.073195630721067,0.007146016946269,0.000102,0.0,0.000647,0.000578,3.4e-05,0.00034,3.4e-05,0.000102,0.0,0.018001156974172,0.000374,0.000102,0.057406336135026,0.030829958825331,6.81e-05,3.4e-05,0.0,0.044951849457243,0.001361146085004,6.81e-05,3.4e-05,3.4e-05,0.0,0.0,0.0,0.0,0.0,0.000102,0.0,0.00017,0.001395174737129,0.000204,0.003402865212509,0.0,0.000204,0.0,3.4e-05,0.000136,0.00017,0.000136,0.000136,6.81e-05,0.000102,3.4e-05,3.4e-05,0.0,0.000204,6.81e-05,0.039609351073604,0.000272,0.000136,0.000647,0.0,0.000102,0.0,0.005206383775139,3.4e-05,3.4e-05,0.0,3.4e-05,0.0,0.0,3.4e-05,0.00017,0.0,6.81e-05,6.81e-05,3.4e-05,0.0,0.0,0.0,0.0,0.0,0.000544,3.4e-05,6.81e-05,3.4e-05
CAMDA23_MetaSUB_gCSD16_AKL_2,AKL,Auckland,16,-36.75,174.75,Cfb,0.001666666666667,0.016666666666667,0.223333333333333,0.015,0.005,0.0,0.0,0.0,0.0,0.0,0.001666666666667,0.0,0.0,0.0,0.243333333333333,0.008333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.003333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.001666666666667,0.003333333333333,0.0,0.005,0.001666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001666666666667,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.453333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001666666666667,0.0,0.0,0.0
CAMDA23_MetaSUB_gCSD16_AKL_3,AKL,Auckland,16,-36.75,174.75,Cfb,0.000349,0.002559925529439,0.020130323481499,0.020013963230161,0.0,0.0,0.097277170118688,0.223644403071911,0.0,0.000698,0.001978124272748,0.000698,0.0,0.000815,0.001629043518734,0.007097975331627,0.0,0.001163602513381,0.000465,0.000349,0.0,0.009890621363742,0.000349,0.0,0.0,0.000815,0.001047242262043,0.0,0.0,0.0,0.000349,0.0,0.004188969048173,0.0,0.0,0.049569467070049,0.004072608796835,0.0,0.0,0.0,0.024319292529672,0.001629043518734,0.000233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000116,0.0,0.0,0.000116,0.0,0.000116,0.0,0.0,0.0,0.000116,0.0,0.0,0.000116,0.000116,0.000116,0.000233,0.0,0.000116,0.0,0.0,0.000349,0.057132883407028,0.000349,0.0,0.000582,0.0,0.0,0.0,0.462182918315104,0.0,0.0,0.0,0.000116,0.0,0.0,0.000233,0.000349,0.000233,0.0,0.0,0.0,0.0,0.000116,0.0,0.0,0.0,0.000116,0.000116,0.000233,0.0
CAMDA23_MetaSUB_gCSD16_AKL_4,AKL,Auckland,16,-36.75,174.75,Cfb,0.274882903981265,0.255659640905543,0.161641295862607,0.111875487900078,9.76e-05,0.0,0.001073380171741,0.002097970335675,9.76e-05,0.0,0.001317330210773,0.000439,0.0,0.000146,0.002000390320062,0.116949648711944,0.0,0.000293,0.000488,0.000146,4.88e-05,0.021516393442623,0.00190281030445,0.0,0.0,0.000537,0.000585,0.0,4.88e-05,0.000146,0.000244,0.0,0.008294301327088,0.000293,4.88e-05,0.001170960187354,0.000585,0.0,0.0,0.0,0.000829,0.000927,9.76e-05,4.88e-05,0.0,4.88e-05,0.0,4.88e-05,0.0,4.88e-05,4.88e-05,0.0,0.0,0.000829,9.76e-05,0.001024590163934,0.0,4.88e-05,0.0,0.0,0.000146,0.0,0.0,4.88e-05,0.0,9.76e-05,4.88e-05,4.88e-05,0.0,0.000146,0.0,0.02644418423107,4.88e-05,0.000146,0.000439,0.0,9.76e-05,0.0,0.001024590163934,0.0,0.0,0.0,4.88e-05,0.0,0.0,0.0,0.000634,0.000146,0.000195,0.0,0.0,9.76e-05,0.0,0.0,0.0,0.0,0.00039,0.0,0.0,9.76e-05
CAMDA23_MetaSUB_gCSD16_AKL_5,AKL,Auckland,16,-36.75,174.75,Cfb,0.0,0.016580310880829,0.004145077720207,0.051813471502591,0.0,0.0,0.002072538860104,0.001036269430052,0.0,0.0,0.0,0.0,0.0,0.0,0.005181347150259,0.01139896373057,0.0,0.001036269430052,0.0,0.0,0.0,0.059067357512953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002072538860104,0.0,0.0,0.0,0.002072538860104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001036269430052,0.0,0.0,0.0,0.001036269430052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002072538860104,0.0,0.0,0.0,0.837305699481865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001036269430052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001036269430052,0.0,0.0,0.0
