	City	Taxon	1.1	1.10	1.11	1.12	1.13	1.14	1.15	1.16	1.17	1.18	1.2	1.20	1.3	1.4	1.5	1.6	1.7	1.8	1.9	1.97	2.1	2.10	2.2	2.3	2.4	2.5	2.6	2.7	2.8	2.9	3.1	3.11	3.2	3.3	3.4	3.5	3.6	3.7	3.8	4.1	4.2	4.3	4.4	4.6	4.99	5.1	5.2	5.3	5.4	5.5	5.6	6.1	6.2	6.3	6.4	6.5	6.6	7.1	7.2	7.3	7.4	7.5	7.6
BAL_En	BAL	En	16.0	0.0	2.0	0.0	3.0	6.0	0.0	1.0	2.0	1.0	12.0	0.0	7.0	3.0	0.0	4.0	4.0	6.0	0.0	0.0	20.0	0.0	5.0	18.0	9.0	13.0	7.0	58.0	3.0	0.0	17.0	0.0	22.0	0.0	29.0	11.0	18.0	0.0	0.0	25.0	13.0	3.0	1.0	0.0	0.0	2.0	6.0	9.0	5.0	0.0	6.0	9.0	2.0	10.0	2.0	2.0	0.0	7.0	12.0	0.0	0.0	2.0	1.0
BAL_Es	BAL	Es	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	1.0	3.0	0.0	0.0	1.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BAL_Kl	BAL	Kl	35.0	0.0	4.0	0.0	3.0	10.0	0.0	3.0	5.0	0.0	26.0	0.0	5.0	5.0	4.0	5.0	5.0	9.0	1.0	0.0	26.0	2.0	11.0	31.0	21.0	13.0	13.0	97.0	3.0	0.0	33.0	0.0	23.0	1.0	30.0	13.0	26.0	0.0	0.0	21.0	23.0	7.0	3.0	1.0	1.0	7.0	2.0	4.0	13.0	1.0	16.0	17.0	7.0	19.0	1.0	1.0	0.0	4.0	10.0	1.0	5.0	4.0	7.0
DEN_En	DEN	En	3.0	1.0	0.0	0.0	0.0	1.0	0.0	4.0	3.0	0.0	2.0	2.0	1.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	4.0	4.0	1.0	1.0	18.0	0.0	0.0	4.0	0.0	7.0	0.0	1.0	2.0	6.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	1.0	1.0	2.0	3.0	4.0	0.0	2.0	4.0	2.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	3.0
DEN_Es	DEN	Es	3.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	3.0	1.0	0.0	10.0	0.0	0.0	3.0	0.0	2.0	0.0	6.0	1.0	5.0	1.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	2.0	0.0	1.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
DEN_Kl	DEN	Kl	230.0	4.0	28.0	2.0	12.0	44.0	5.0	14.0	37.0	13.0	220.0	3.0	60.0	48.0	28.0	38.0	38.0	51.0	1.0	4.0	129.0	3.0	42.0	165.0	104.0	89.0	103.0	493.0	42.0	1.0	180.0	1.0	150.0	2.0	154.0	144.0	178.0	3.0	0.0	173.0	171.0	56.0	30.0	5.0	3.0	45.0	29.0	70.0	73.0	12.0	54.0	100.0	21.0	131.0	10.0	6.0	0.0	27.0	89.0	2.0	23.0	36.0	36.0
MIN_En	MIN	En	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIN_Es	MIN	Es	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIN_Kl	MIN	Kl	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0
