,1.1,1.10,1.11,1.12,1.13,1.14,1.15,1.16,1.17,1.18,1.2,1.20,1.21,1.3,1.4,1.5,1.6,1.7,1.8,1.9,1.97,2.1,2.10,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.1,4.2,4.3,4.4,4.6,4.7,4.99,5.1,5.2,5.3,5.4,5.5,5.99,6.1,6.2,6.3,6.4,6.5,6.6,City
CAMDA23_MetaSUB_gCSD16_AKL_1,12880.0,3597.0,3756.0,35.0,208.0,1327.0,651.0,60.0,4739.0,248.0,10780.0,1.0,10.0,4003.0,5672.0,1466.0,3294.0,1552.0,2930.0,279.0,0.0,9794.0,1.0,3270.0,11814.0,4963.0,9132.0,3578.0,39139.0,3925.0,4.0,4236.0,2957.0,1367.0,7192.0,5460.0,29210.0,332.0,27.0,37.0,8944.0,15641.0,3879.0,530.0,388.0,589.0,453.0,3589.0,253.0,3841.0,5950.0,2.0,7185.0,10209.0,4049.0,10141.0,4008.0,1396.0,15.0,AKL
CAMDA23_MetaSUB_gCSD16_AKL_10,16428.0,2807.0,7228.0,9.0,1596.0,4536.0,1025.0,232.0,4347.0,2435.0,11084.0,3.0,118.0,7251.0,8300.0,528.0,3677.0,1433.0,4508.0,56.0,2.0,16627.0,13.0,4812.0,17089.0,7565.0,11532.0,7049.0,43790.0,7040.0,114.0,7328.0,5898.0,1820.0,8507.0,5648.0,27689.0,176.0,33.0,5.0,12504.0,22124.0,4112.0,353.0,387.0,166.0,50.0,3593.0,1115.0,5072.0,8810.0,9.0,11899.0,15332.0,6354.0,16555.0,4249.0,1778.0,2.0,AKL
CAMDA23_MetaSUB_gCSD16_AKL_11,10426.0,1017.0,5515.0,0.0,959.0,1504.0,589.0,49.0,2500.0,321.0,5362.0,11.0,38.0,3066.0,3404.0,378.0,1609.0,1079.0,2527.0,64.0,0.0,9832.0,9.0,2176.0,10272.0,3638.0,4765.0,2893.0,25274.0,2987.0,2.0,3612.0,5025.0,1759.0,5855.0,3428.0,19560.0,111.0,41.0,0.0,8254.0,15519.0,1684.0,125.0,104.0,264.0,9.0,2309.0,222.0,3956.0,4916.0,1.0,5274.0,7495.0,4113.0,7591.0,3494.0,1000.0,2.0,AKL
CAMDA23_MetaSUB_gCSD16_AKL_12,7434.0,1168.0,2380.0,13.0,766.0,650.0,165.0,72.0,2096.0,102.0,4600.0,1.0,2.0,1629.0,3140.0,162.0,2249.0,186.0,1914.0,111.0,121.0,4925.0,11.0,2114.0,5585.0,4326.0,4138.0,2645.0,18274.0,1706.0,13.0,3217.0,5457.0,802.0,4056.0,3035.0,12737.0,13.0,10.0,0.0,4408.0,10556.0,1429.0,119.0,193.0,24.0,56.0,1490.0,370.0,1864.0,3349.0,10.0,3918.0,4448.0,3042.0,6832.0,1992.0,1230.0,31.0,AKL
CAMDA23_MetaSUB_gCSD16_AKL_13,16906.0,2243.0,8400.0,0.0,1806.0,679.0,958.0,222.0,2331.0,52.0,9347.0,139.0,73.0,4099.0,6326.0,253.0,3793.0,187.0,3452.0,29.0,2.0,13826.0,5.0,3912.0,15521.0,4552.0,8376.0,5354.0,35192.0,3184.0,5.0,4436.0,5919.0,2935.0,8225.0,3610.0,24708.0,1.0,0.0,0.0,11316.0,26653.0,2460.0,598.0,342.0,15.0,10.0,2189.0,157.0,4775.0,8946.0,0.0,7665.0,10817.0,5728.0,10200.0,5873.0,1775.0,0.0,AKL
CAMDA23_MetaSUB_gCSD16_AKL_14,21499.0,3531.0,6225.0,10.0,2752.0,2414.0,861.0,665.0,4989.0,497.0,12877.0,20.0,6.0,9806.0,7856.0,1345.0,3392.0,1762.0,7529.0,72.0,0.0,24404.0,418.0,6796.0,17981.0,11956.0,13004.0,10972.0,61168.0,6966.0,441.0,23651.0,9441.0,1426.0,14569.0,10107.0,35510.0,192.0,6.0,0.0,17478.0,22989.0,3803.0,1227.0,474.0,330.0,1.0,6212.0,1768.0,6513.0,10188.0,26.0,11336.0,13626.0,5248.0,20107.0,3948.0,2564.0,38.0,AKL
CAMDA23_MetaSUB_gCSD16_AKL_2,16779.0,1776.0,5498.0,0.0,1757.0,3132.0,764.0,276.0,2912.0,1369.0,13455.0,0.0,0.0,6664.0,12654.0,389.0,2960.0,383.0,3364.0,176.0,2.0,17481.0,350.0,3933.0,15101.0,7669.0,11070.0,10642.0,37403.0,6085.0,393.0,17753.0,1987.0,743.0,6927.0,13823.0,23744.0,3.0,61.0,0.0,14039.0,19584.0,3588.0,572.0,413.0,6.0,0.0,4178.0,1070.0,3375.0,5911.0,208.0,9359.0,10183.0,4845.0,13588.0,3970.0,2244.0,300.0,AKL
CAMDA23_MetaSUB_gCSD16_AKL_3,48982.0,5550.0,10434.0,0.0,3016.0,5888.0,1323.0,1415.0,15686.0,1166.0,23202.0,0.0,50.0,19035.0,8258.0,4297.0,6256.0,4620.0,17594.0,6.0,2.0,62382.0,1884.0,17043.0,44323.0,36853.0,27997.0,30213.0,144981.0,13302.0,1030.0,67543.0,18752.0,521.0,39599.0,31239.0,76569.0,1689.0,35.0,3.0,37179.0,49196.0,11853.0,4895.0,947.0,1187.0,14.0,14332.0,7229.0,15139.0,21836.0,16.0,23087.0,26636.0,8170.0,47812.0,5865.0,4042.0,25.0,AKL
CAMDA23_MetaSUB_gCSD16_AKL_4,26531.0,3967.0,7076.0,0.0,3643.0,3762.0,764.0,895.0,7270.0,918.0,14339.0,3.0,2.0,12976.0,7797.0,1783.0,3914.0,2324.0,8436.0,89.0,1.0,32271.0,670.0,8566.0,24108.0,16955.0,16886.0,15074.0,74612.0,8720.0,659.0,32224.0,8009.0,1106.0,19498.0,15707.0,41698.0,669.0,86.0,0.0,22508.0,29820.0,5576.0,1890.0,626.0,408.0,0.0,7656.0,2826.0,8808.0,12226.0,42.0,14749.0,17306.0,6432.0,26373.0,4474.0,2656.0,27.0,AKL
CAMDA23_MetaSUB_gCSD16_AKL_5,51483.0,6299.0,11237.0,0.0,3257.0,6651.0,1341.0,1941.0,18226.0,1534.0,24863.0,1.0,8.0,21078.0,8542.0,4827.0,6463.0,4101.0,21448.0,34.0,4.0,74050.0,1952.0,15907.0,51310.0,42461.0,33049.0,34927.0,170164.0,13647.0,2.0,80600.0,19997.0,583.0,47312.0,34455.0,87086.0,1994.0,1.0,4.0,41911.0,53045.0,14136.0,5908.0,1220.0,1366.0,89.0,18479.0,8945.0,17129.0,25662.0,0.0,27429.0,31725.0,9707.0,55360.0,6990.0,4701.0,0.0,AKL
CAMDA23_MetaSUB_gCSD16_AKL_6,26987.0,3838.0,9917.0,0.0,3356.0,2857.0,1617.0,580.0,5081.0,1195.0,21420.0,0.0,0.0,10889.0,11698.0,1073.0,4430.0,686.0,4600.0,256.0,3.0,23575.0,443.0,7302.0,25111.0,11226.0,17026.0,15663.0,63508.0,9250.0,999.0,21603.0,5117.0,2160.0,12757.0,15786.0,42789.0,58.0,80.0,0.0,20624.0,38820.0,5525.0,862.0,658.0,633.0,0.0,8321.0,1460.0,6288.0,9346.0,135.0,12689.0,16983.0,6192.0,23648.0,6697.0,4422.0,514.0,AKL
CAMDA23_MetaSUB_gCSD16_AKL_7,28157.0,4407.0,7538.0,0.0,4583.0,3340.0,724.0,1016.0,6024.0,798.0,14085.0,0.0,6.0,13191.0,8214.0,1650.0,4361.0,2987.0,9195.0,84.0,2.0,34043.0,595.0,9856.0,23646.0,17981.0,17132.0,15011.0,81874.0,8461.0,648.0,33156.0,8965.0,1569.0,21521.0,13171.0,46051.0,552.0,12.0,0.0,21062.0,30026.0,5389.0,1966.0,548.0,430.0,1.0,7890.0,2661.0,8458.0,12671.0,45.0,15905.0,18817.0,6449.0,28244.0,4730.0,2774.0,4.0,AKL
CAMDA23_MetaSUB_gCSD16_AKL_8,33155.0,5211.0,8778.0,0.0,5446.0,3938.0,821.0,1165.0,7209.0,996.0,16993.0,0.0,4.0,15704.0,9388.0,1936.0,5222.0,3945.0,11045.0,119.0,0.0,39575.0,639.0,11630.0,27815.0,21716.0,20591.0,17749.0,97668.0,9930.0,737.0,38880.0,10040.0,1724.0,25129.0,15612.0,54383.0,686.0,15.0,1.0,25415.0,35105.0,6316.0,2167.0,762.0,445.0,0.0,9154.0,2895.0,9901.0,15598.0,52.0,19048.0,22314.0,7986.0,33643.0,5507.0,3359.0,0.0,AKL
CAMDA23_MetaSUB_gCSD16_AKL_9,44746.0,6538.0,9907.0,0.0,4045.0,5587.0,1088.0,1567.0,13575.0,1058.0,21390.0,0.0,6.0,20006.0,8769.0,3016.0,5236.0,4785.0,16564.0,141.0,2.0,59927.0,1499.0,15393.0,43283.0,31385.0,28491.0,28483.0,139533.0,14800.0,4.0,64528.0,15829.0,1663.0,37404.0,25149.0,73499.0,1438.0,42.0,0.0,35472.0,44064.0,10740.0,3985.0,1062.0,519.0,6.0,13712.0,6338.0,13044.0,22274.0,2.0,25249.0,29261.0,9647.0,47763.0,6538.0,4217.0,3.0,AKL
CAMDA23_MetaSUB_gCSD16_BER_1,3449.0,305.0,1049.0,19.0,262.0,515.0,84.0,84.0,1016.0,105.0,2541.0,14.0,2.0,996.0,1601.0,101.0,661.0,754.0,1309.0,63.0,231.0,2522.0,11.0,1262.0,3199.0,2249.0,2378.0,1421.0,10362.0,1036.0,39.0,1651.0,1194.0,397.0,1923.0,1597.0,6677.0,42.0,11.0,0.0,2758.0,4829.0,746.0,95.0,109.0,18.0,62.0,743.0,180.0,1007.0,1739.0,13.0,2165.0,2776.0,1227.0,3599.0,1005.0,753.0,70.0,BER
CAMDA23_MetaSUB_gCSD16_BER_10,45370.0,11368.0,14090.0,218.0,3831.0,5558.0,1566.0,719.0,12200.0,2171.0,28150.0,82.0,55.0,15434.0,21058.0,1577.0,8463.0,8302.0,13496.0,614.0,17010.0,36863.0,141.0,13583.0,42354.0,25867.0,28820.0,18477.0,131315.0,13685.0,730.0,25254.0,13479.0,4487.0,23125.0,21249.0,88092.0,385.0,90.0,9.0,38917.0,57758.0,9813.0,1133.0,1122.0,234.0,438.0,10430.0,2486.0,12318.0,23526.0,159.0,28141.0,33126.0,14245.0,44120.0,13515.0,8424.0,679.0,BER
