"OTU","Comparisons","min_tax","max_tax","rel_ab_min_tax","rel_ab_max_tax","Kingdom","Phylum","Class","Order","Family","Genus"
316,20,"Genus","Genus",0.00556200237756967,0.00556200237756967,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
1270,12,"Family","Genus",0.0219686634999344,0.00965895997949721,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Micrococcus"
1282,42,"Phylum","Genus",0.0309342829274907,0.00655234297117842,"Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
1747,36,"Order","Genus",0.0255530539706561,0.0141730902502969,"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium"
9606,17,"Phylum","Genus",0.0886736308870167,0.0886736308870167,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo"
38304,17,"Order","Genus",0.016486339114457,0.010574698689463,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium"
59779,13,"Family","Genus",0.00951817954673248,0.00859551731483837,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus"
119219,12,"Order","Genus",0.028568112480578,0.00541768915954569,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus"
157779,17,"Genus","Genus",0.000771226526116722,0.000771226526116722,"Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Kushneria"
189426,13,"Family","Genus",0.00442329873579476,0.00421152759155955,"Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
288000,71,"Class","Genus",0.0798769353674746,0.0361484591633505,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium"
546871,27,"Family","Genus",0.00772830910432112,0.00114158986855965,"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Friedmanniella"
1196095,11,"Genus","Genus",0.000133649482039258,0.000133649482039258,"Bacteria","Pseudomonadota","Gammaproteobacteria","Orbales","Orbaceae","Gilliamella"
1768242,11,"Genus","Genus",0.000123451079145635,0.000123451079145635,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","","Paucibacter"
2596915,19,"Phylum","Genus",0.00743553216433792,0.00264104473558659,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
