"OTU","Comparisons","min_tax","max_tax","rel_ab_min_tax","rel_ab_max_tax","Kingdom","Phylum","Class","Order","Family","Genus"
316,22,"Genus","Genus",0.00664473474442533,0.00664473474442533,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
1282,13,"Family","Genus",0.00711164015248341,0.00685792073808313,"Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
1397,12,"Family","Genus",0.0093547593404636,0.00387520998995091,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Niallia"
1747,28,"Order","Genus",0.0216265160715564,0.0124369154812779,"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium"
9606,15,"Phylum","Genus",0.0753109605390705,0.0753109605390705,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo"
29466,11,"Class","Genus",0.000248213925426297,0.000165207786736475,"Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Veillonella"
34062,14,"Genus","Genus",0.0041699475635506,0.0041699475635506,"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Moraxella"
34073,11,"Family","Genus",0.00828490784610788,0.00223378584245356,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax"
38304,12,"Order","Genus",0.0138285668523603,0.00902162187856555,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium"
49319,15,"Class","Genus",0.00081690513898447,0.000769652134391968,"Bacteria","Actinomycetota","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter"
59779,16,"Order","Genus",0.00856045225175529,0.00718827771368761,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus"
62322,13,"Order","Genus",0.000584208535084224,0.000429100842586668,"Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella"
76853,15,"Family","Genus",0.00110413215272908,0.000679060165852309,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Solibacillus"
119219,16,"Class","Genus",0.026157008804438,0.00452051881978997,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus"
157779,18,"Genus","Genus",0.000658319888768314,0.000658319888768314,"Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Kushneria"
189426,41,"Family","Genus",0.0068820870875549,0.00653142946501493,"Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
262209,13,"Family","Genus",0.00215647788112066,0.00144809266514908,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Intrasporangiaceae","Janibacter"
288000,47,"Order","Genus",0.0403445583585108,0.0304716425955929,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium"
392593,18,"Genus","Genus",0.000106777910187295,0.000106777910187295,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Inhella"
546871,20,"Family","Genus",0.00627081226750492,0.000919991895828262,"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Friedmanniella"
1196095,17,"Order","Genus",0.000101241593000552,9.90390261856167e-05,"Bacteria","Pseudomonadota","Gammaproteobacteria","Orbales","Orbaceae","Gilliamella"
1768242,23,"Genus","Genus",0.000103488129154726,0.000103488129154726,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","","Paucibacter"
2080419,13,"Phylum","Genus",0.00198858698374383,0.0019537712209033,"Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus"
2596915,21,"Class","Genus",0.00243072553623179,0.00216626669959846,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
2714952,18,"Genus","Genus",0.000611210236138609,0.000611210236138609,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Kinneretia"
2851567,22,"Order","Genus",0.00481871294102353,0.00295627973770141,"Bacteria","Actinomycetota","Actinomycetes","Geodermatophilales","Geodermatophilaceae","Modestobacter"
