"OTU","Comparisons","min_tax","max_tax","rel_ab_min_tax","rel_ab_max_tax","Kingdom","Phylum","Class","Order","Family","Genus"
297,13,"Class","Genus",0.000195269314895833,0.000195269314895833,"Bacteria","Pseudomonadota","Hydrogenophilia","Hydrogenophilales","Hydrogenophilaceae","Hydrogenophilus"
316,38,"Phylum","Genus",0.242960442909761,0.0124507517298304,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
565,25,"Genus","Genus",0.000164569827432464,0.000164569827432464,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Atlantibacter"
566,12,"Genus","Genus",0.000433592123021802,0.000433592123021802,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pseudescherichia"
1280,29,"Order","Genus",0.0318101499732969,0.0212519060516899,"Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
1747,37,"Order","Genus",0.0653789701095102,0.0468056050844211,"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium"
29370,16,"Genus","Genus",0.00085903241855839,0.00085903241855839,"Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Lacrimispora"
119219,11,"Genus","Genus",0.0049648796151641,0.0049648796151641,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus"
288000,31,"Class","Genus",0.104033411254808,0.0301922214107085,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium"
546871,15,"Genus","Genus",0.00108064803097665,0.00108064803097665,"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Friedmanniella"
1458307,27,"Genus","Genus",0.000330613918471936,0.000330613918471936,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Octadecabacter"
1528099,13,"Family","Genus",0.00019113461285464,0.00019113461285464,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Lawsonellaceae","Lawsonella"
2086471,11,"Genus","Genus",0.000124872691558404,0.000124872691558404,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Hymenobacteraceae","Adhaeribacter"
2596915,17,"Genus","Genus",0.00564462399022821,0.00564462399022821,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
2939494,11,"Genus","Genus",0.00048478763219167,0.00048478763219167,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Rummeliibacillus"
2962858,11,"Genus","Genus",0.00070325033682117,0.00070325033682117,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Niallia"
