"OTU","Comparisons","min_tax","max_tax","rel_ab_min_tax","rel_ab_max_tax","Kingdom","Phylum","Class","Order","Family","Genus"
316,20,"Genus","Genus",0.00475068563377956,0.00475068563377956,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
1270,12,"Family","Genus",0.0179881266489655,0.00797567174863268,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Micrococcus"
1282,90,"Phylum","Genus",0.0252398180516772,0.00538386562410325,"Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
1747,50,"Order","Genus",0.0205991484346672,0.0115499029046036,"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium"
9606,62,"Phylum","Genus",0.0717065217765692,0.0717065217765692,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo"
28090,12,"Order","Genus",0.0184480331901555,0.0137096044296373,"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter"
38304,30,"Order","Genus",0.0134316080008912,0.00873062968266085,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium"
49319,23,"Class","Genus",0.000749148981138616,0.000702712290916257,"Bacteria","Actinomycetota","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter"
59779,32,"Order","Genus",0.0081906428787182,0.00685743488567044,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus"
119219,16,"Class","Genus",0.0233915459322256,0.00411949831197312,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus"
157779,17,"Genus","Genus",0.000651781911055952,0.000651781911055952,"Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Kushneria"
189426,23,"Family","Genus",0.00360647719175667,0.00343888528996577,"Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
288000,141,"Class","Genus",0.0620157189611293,0.0277778998926142,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium"
357794,11,"Family","Genus",3.06485905136576e-06,3.06485905136576e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Psychromonadaceae","Psychromonas"
546871,28,"Family","Genus",0.00616596400938908,0.000918490388247472,"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Friedmanniella"
1196095,11,"Genus","Genus",0.000109347662064261,0.000109347662064261,"Bacteria","Pseudomonadota","Gammaproteobacteria","Orbales","Orbaceae","Gilliamella"
1768242,11,"Genus","Genus",9.48554926681822e-05,9.48554926681822e-05,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","","Paucibacter"
2080419,13,"Phylum","Genus",0.00194133778923678,0.00190753390891255,"Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus"
2596915,46,"Phylum","Genus",0.00590753152138375,0.00209509044650675,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
2851567,16,"Order","Genus",0.00476319198658181,0.0029526787535562,"Bacteria","Actinomycetota","Actinomycetes","Geodermatophilales","Geodermatophilaceae","Modestobacter"
