"OTU","Comparisons","min_tax","max_tax","rel_ab_min_tax","rel_ab_max_tax","Kingdom","Phylum","Class","Order","Family","Genus"
316,32,"Order","Genus",0.0276861628896105,0.00817143981443271,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
549,12,"Family","Genus",0.00739952339463248,0.00630301447999937,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea"
1270,11,"Family","Genus",0.0381132323381364,0.0169929804270258,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Micrococcus"
1275,13,"Genus","Genus",0.0132846370141453,0.0132846370141453,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Kocuria"
1282,33,"Order","Genus",0.033685515934823,0.0167523641863928,"Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
1397,11,"Family","Genus",0.00823668895923456,0.00266896514738706,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Niallia"
1747,33,"Order","Genus",0.0428993832823619,0.0263872824831019,"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium"
28090,23,"Order","Genus",0.0321717264530702,0.0221377915698205,"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter"
34062,14,"Genus","Genus",0.00804783086909552,0.00804783086909552,"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Moraxella"
38304,12,"Order","Genus",0.0324724014862842,0.0227313943627823,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium"
51665,13,"Family","Genus",0.00116215697646395,0.00110890575785214,"Bacteria","Bacillota","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus"
76853,12,"Family","Genus",0.00107341228299699,0.000635679275478341,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Solibacillus"
119219,14,"Genus","Genus",0.00719021362856202,0.00719021362856202,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus"
288000,63,"Order","Genus",0.0657653211888817,0.0491227159656882,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium"
322509,13,"Family","Genus",0.00119412450205631,0.00119412450205631,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Dietziaceae","Dietzia"
546871,21,"Family","Genus",0.0113019122797357,0.00150178621777108,"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Friedmanniella"
1028416,19,"Genus","Genus",0.00194499522583883,0.00194499522583883,"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Psychrobacter"
2596915,20,"Phylum","Genus",0.0138660386577821,0.00407700668896443,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
2714952,11,"Genus","Genus",0.000997746069825538,0.000997746069825538,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Kinneretia"
2861282,14,"Family","Genus",0.00730292498228158,0.00565413142619298,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
2861285,11,"Family","Genus",0.00545937231555224,0.00437092616741295,"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
2989820,13,"Genus","Genus",0.000247238269753391,0.000247238269753391,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Kaistella"
