"OTU","Comparisons","min_tax","max_tax","rel_ab_min_tax","rel_ab_max_tax","Kingdom","Phylum","Class","Order","Family","Genus"
316,20,"Order","Genus",0.0215683882273709,0.00665647079508714,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
549,22,"Family","Genus",0.00526755101527469,0.00447512602397953,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea"
642,13,"Order","Genus",0.000721449956877251,0.000688860072049376,"Bacteria","Pseudomonadota","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas"
1397,13,"Family","Family",0.00975813086850162,0.00975813086850162,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae",NA
1747,18,"Order","Genus",0.0315374261024665,0.018713313127606,"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium"
9606,34,"Phylum","Class",0.143530507297004,0.143530507297004,"Eukaryota","Chordata","Mammalia",NA,NA,NA
28090,46,"Order","Family",0.0266234541021939,0.0266234541021939,"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae",NA
28454,24,"Class","Order",0.000774961414463125,0.000774961414463125,"Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales",NA,NA
29370,47,"Class","Family",0.00608387620191037,0.00199620775191791,"Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae",NA
49319,21,"Class","Order",0.00113497351029057,0.00113497351029057,"Bacteria","Actinomycetota","Rubrobacteria","Rubrobacterales",NA,NA
59779,11,"Order","Family",0.0116830528169007,0.0108494826478825,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae",NA
62322,18,"Order","Family",0.00076590236814436,0.000552322532086247,"Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Shewanellaceae",NA
83451,22,"Phylum","Family",0.000919975222331423,0.000513018269257058,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Archangiaceae",NA
85643,11,"Order","Family",0.000446256184302487,0.000205190752824325,"Bacteria","Pseudomonadota","Betaproteobacteria","Rhodocyclales","Zoogloeaceae",NA
119219,30,"Class","Family",0.0330816530527198,0.00826686171001193,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae",NA
165179,21,"Class","Family",0.000941356826036425,0.000581154755962294,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",NA
185951,36,"Order","Family",0.0132056054229704,0.0115311228723051,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA
191495,11,"Class","Order",0.000234890378571527,0.000199579212562353,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales",NA,NA
207340,17,"Order","Family",0.00487982355495286,0.00320869409418663,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA
544580,34,"Order","Genus",0.00268108197998896,0.00234209702059121,"Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Actinomyces"
2080419,71,"Phylum","Family",0.00288635641277296,0.00283693636952826,"Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae",NA
2487072,36,"Class","Family",0.00310381763355343,0.00205606038700493,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae",NA
2502779,17,"Class","Family",0.000294843441647436,0.000294843441647436,"Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae",NA
2596915,28,"Phylum","Family",0.00843486284886855,0.00297320336054729,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Hymenobacteraceae",NA
2736640,12,"Order","Family",0.00168727669702724,0.00168727669702724,"Bacteria","Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae",NA
2851567,32,"Order","Family",0.00668088346042629,0.00668088346042629,"Bacteria","Actinomycetota","Actinomycetes","Geodermatophilales","Geodermatophilaceae",NA
2853227,11,"Order","Family",0.000860697209990312,0.000208051262040384,"Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Calotrichaceae",NA
2861285,35,"Order","Family",0.00416887600477175,0.00416887600477175,"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",NA
2973977,14,"Family","Genus",0.002089929370152,0.00194613628288458,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Cellulomonadaceae","Cellulomonas"
