"OTU","Comparisons","min_tax","max_tax","rel_ab_min_tax","rel_ab_max_tax","Kingdom","Phylum","Class","Order","Family","Genus"
316,29,"Genus","Genus",0.00962039685837522,0.00962039685837522,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
1274,11,"Family","Genus",0.00172144230907955,0.00160803441291481,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Dermacoccaceae","Dermacoccus"
1282,17,"Family","Genus",0.0214131263605506,0.0209941302779508,"Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
1397,11,"Family","Genus",0.0105796377390669,0.00384894677212892,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Niallia"
1747,35,"Order","Genus",0.0375186681062809,0.0240829548786722,"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium"
34062,15,"Genus","Genus",0.00807798034386353,0.00807798034386353,"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Moraxella"
34073,12,"Family","Genus",0.0111790189660226,0.00321730115107077,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax"
38304,16,"Order","Genus",0.0287963940184922,0.020635640913081,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium"
49319,14,"Class","Genus",0.00104534912315946,0.000976693822185061,"Bacteria","Actinomycetota","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter"
59779,26,"Order","Genus",0.0134347932107434,0.0112906472342595,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus"
62322,27,"Order","Genus",0.00160275083610759,0.00112453159723974,"Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella"
76853,16,"Family","Genus",0.00142399891747788,0.000903755794118931,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Solibacillus"
157779,18,"Genus","Genus",0.00115485030753938,0.00115485030753938,"Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Kushneria"
189426,28,"Family","Genus",0.00706022338843411,0.00662735214343013,"Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
262209,14,"Family","Genus",0.00369502052009162,0.00252948059679109,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Intrasporangiaceae","Janibacter"
288000,49,"Order","Genus",0.0527148432886793,0.0391003003351722,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium"
546871,22,"Family","Genus",0.00923583015758699,0.00121560254285211,"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Friedmanniella"
1196095,13,"Order","Genus",0.000184255005815552,0.00018050088105787,"Bacteria","Pseudomonadota","Gammaproteobacteria","Orbales","Orbaceae","Gilliamella"
1768242,16,"Genus","Genus",0.000130437575173443,0.000130437575173443,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","","Paucibacter"
2080419,16,"Phylum","Genus",0.00346749294796043,0.00340087309394612,"Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus"
2596915,28,"Class","Genus",0.00403192791020966,0.00342814210636046,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
2714952,18,"Genus","Genus",0.000773116333895515,0.000773116333895515,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Kinneretia"
2851567,20,"Order","Genus",0.00662127131857903,0.00392725214435179,"Bacteria","Actinomycetota","Actinomycetes","Geodermatophilales","Geodermatophilaceae","Modestobacter"
