"OTU","pvalues","model","score","loc1","loc2","locs","adj_pvalues","hlevel","sign_rank","OtuClass"
157779,7.61373574122673e-90,"zinb",41.6958242647525,"AKL16","BER16","AKL16_vs_BER16",1.05983201517876e-86,"AB_Genus",1,"157779AB_Genus"
1747,4.21385807010873e-42,"zinb",313.371598946295,"AKL16","BER16","AKL16_vs_BER16",2.93284521679567e-39,"AB_Genus",2,"1747AB_Genus"
34062,3.60099250191622e-37,"zinb",262.460458098629,"AKL16","BER16","AKL16_vs_BER16",1.67086052088912e-34,"AB_Genus",3,"34062AB_Genus"
38304,9.6568001906442e-25,"zinb",334.857251774409,"AKL16","BER16","AKL16_vs_BER16",3.36056646634418e-22,"AB_Genus",4,"38304AB_Genus"
38304,8.79686748585477e-25,"zinb",334.876879006836,"AKL16","BER16","AKL16_vs_BER16",3.53634072931362e-22,"AB_Family",5,"38304AB_Family"
157779,0,"zinb",97.6265711976333,"AKL16","BOG16","AKL16_vs_BOG16",0,"AB_Genus",1,"157779AB_Genus"
1275,1.52138141898515e-74,"zinb",332.875140263607,"AKL16","BOG16","AKL16_vs_BOG16",9.48581314737239e-72,"AB_Genus",2,"1275AB_Genus"
262209,1.38655075717705e-66,"zinb",337.130350043647,"AKL16","BOG16","AKL16_vs_BOG16",5.07477577126802e-64,"AB_Family",3,"262209AB_Family"
34062,6.11478044372676e-49,"zinb",281.108294832059,"AKL16","BOG16","AKL16_vs_BOG16",2.54171040444242e-46,"AB_Genus",4,"34062AB_Genus"
59779,3.91066132404335e-47,"zinb",388.582267255106,"AKL16","BOG16","AKL16_vs_BOG16",1.21914866777051e-44,"AB_Genus",5,"59779AB_Genus"
1747,1.11654629200914e-22,"zinb",282.171974730262,"AKL16","DEN16","AKL16_vs_DEN16",1.0015420239322e-19,"AB_Genus",1,"1747AB_Genus"
62322,1.141717419524e-16,"zinb",247.876321227126,"AKL16","DEN16","AKL16_vs_DEN16",3.64207856828156e-14,"AB_Family",2,"62322AB_Family"
62322,1.35283582885902e-16,"zinb",247.916660584174,"AKL16","DEN16","AKL16_vs_DEN16",6.06746869243271e-14,"AB_Genus",3,"62322AB_Genus"
62322,1.79883302484203e-15,"zinb",275.340285439478,"AKL16","DEN16","AKL16_vs_DEN16",2.5723312255241e-13,"AB_Order",4,"62322AB_Order"
70799,6.78932969259237e-15,"zinb",124.30597810831,"AKL16","DEN16","AKL16_vs_DEN16",2.03000957808512e-12,"AB_Genus",5,"70799AB_Genus"
1747,2.44415448939414e-40,"zinb",234.740522913352,"AKL16","DOH16","AKL16_vs_DOH16",2.02375991721835e-37,"AB_Genus",1,"1747AB_Genus"
34062,3.62551653023278e-37,"zinb",218.978498652867,"AKL16","DOH16","AKL16_vs_DOH16",1.50096384351637e-34,"AB_Genus",2,"34062AB_Genus"
157779,2.93995091520729e-28,"zinb",30.5137959184699,"AKL16","DOH16","AKL16_vs_DOH16",8.11426452597211e-26,"AB_Genus",3,"157779AB_Genus"
1275,2.80326156074924e-18,"zinb",239.630332075387,"AKL16","DOH16","AKL16_vs_DOH16",5.80275143075092e-16,"AB_Genus",4,"1275AB_Genus"
1747,2.13392182172331e-16,"zinb",311.000910038422,"AKL16","DOH16","AKL16_vs_DOH16",2.68874149537137e-14,"AB_Order",5,"1747AB_Order"
157779,1.19171447332837e-144,"zinb",63.5252407590739,"AKL16","ILR16","AKL16_vs_ILR16",1.57544653374011e-141,"AB_Genus",1,"157779AB_Genus"
1397,5.73160042707194e-88,"zinb",333.830660906727,"AKL16","ILR16","AKL16_vs_ILR16",3.78858788229455e-85,"AB_Genus",2,"1397AB_Genus"
316,2.17712136062643e-21,"zinb",396.127930664179,"AKL16","ILR16","AKL16_vs_ILR16",9.59384812916046e-19,"AB_Genus",3,"316AB_Genus"
1028416,4.16943445849641e-19,"zinb",171.658796406465,"AKL16","ILR16","AKL16_vs_ILR16",1.37799808853306e-16,"AB_Genus",4,"1028416AB_Genus"
2482728,5.25752481942328e-18,"zinb",201.532866298889,"AKL16","ILR16","AKL16_vs_ILR16",1.39008956225551e-15,"AB_Genus",5,"2482728AB_Genus"
157779,1.44063938220133e-77,"zinb",36.352511856283,"AKL16","LIS16","AKL16_vs_LIS16",1.51987454822241e-74,"AB_Genus",1,"157779AB_Genus"
1274,1.9917886818609e-18,"zinb",89.9896064927709,"AKL16","LIS16","AKL16_vs_LIS16",6.79199940514568e-16,"AB_Family",2,"1274AB_Family"
1274,4.20637928938563e-17,"zinb",84.9249075384301,"AKL16","LIS16","AKL16_vs_LIS16",2.21886507515092e-14,"AB_Genus",3,"1274AB_Genus"
1397,3.69655874026175e-13,"zinb",177.969687548126,"AKL16","LIS16","AKL16_vs_LIS16",1.29995649032538e-10,"AB_Genus",4,"1397AB_Genus"
94625,9.94350134978987e-13,"zinb",160.31097371861,"AKL16","LIS16","AKL16_vs_LIS16",1.69536698013917e-10,"AB_Family",5,"94625AB_Family"
157779,0,"zinb",84.3119162380057,"AKL16","NYC16","AKL16_vs_NYC16",0,"AB_Genus",1,"157779AB_Genus"
1270,2.44901280008229e-48,"zinb",631.0660586707,"AKL16","NYC16","AKL16_vs_NYC16",9.60013017632258e-46,"AB_Family",2,"1270AB_Family"
34062,1.87884148115515e-47,"zinb",468.870196517845,"AKL16","NYC16","AKL16_vs_NYC16",1.2860669938507e-44,"AB_Genus",3,"34062AB_Genus"
37921,1.52309674322662e-30,"zinb",534.576003097867,"AKL16","NYC16","AKL16_vs_NYC16",6.95039813825746e-28,"AB_Genus",4,"37921AB_Genus"
1275,1.94112227131072e-29,"zinb",537.763268631802,"AKL16","NYC16","AKL16_vs_NYC16",6.64349097356094e-27,"AB_Genus",5,"1275AB_Genus"
2716227,7.73242922079271e-161,"zinb",119.772000670352,"AKL16","SAC16","AKL16_vs_SAC16",9.91297426105626e-158,"AB_Genus",1,"2716227AB_Genus"
157779,2.54775085451297e-114,"zinb",50.7689529336166,"AKL16","SAC16","AKL16_vs_SAC16",1.63310829774281e-111,"AB_Genus",2,"157779AB_Genus"
2599293,7.77476378584518e-98,"zinb",94.2014114335496,"AKL16","SAC16","AKL16_vs_SAC16",3.32241572448451e-95,"AB_Genus",3,"2599293AB_Genus"
189426,6.71476277353626e-37,"zinb",298.371489820429,"AKL16","SAC16","AKL16_vs_SAC16",2.15208146891837e-34,"AB_Genus",4,"189426AB_Genus"
189426,4.73087037693685e-35,"zinb",311.676817951564,"AKL16","SAC16","AKL16_vs_SAC16",1.76934552097438e-32,"AB_Family",5,"189426AB_Family"
157779,0,"zinb",94.5547124710266,"AKL16","TOK16","AKL16_vs_TOK16",0,"AB_Genus",1,"157779AB_Genus"
1400387,1.13401899065048e-69,"zinb",69.9891525292521,"AKL16","TOK16","AKL16_vs_TOK16",7.64895809193752e-67,"AB_Genus",2,"1400387AB_Genus"
38304,2.32849345663088e-45,"zinb",564.524048323411,"AKL16","TOK16","AKL16_vs_TOK16",8.96469980802888e-43,"AB_Family",3,"38304AB_Family"
1270,2.13042195349165e-44,"zinb",560.622539865232,"AKL16","TOK16","AKL16_vs_TOK16",4.10106226047144e-42,"AB_Family",4,"1270AB_Family"
189426,2.97891836324362e-33,"zinb",454.165260057209,"AKL16","TOK16","AKL16_vs_TOK16",1.33952029067188e-30,"AB_Genus",5,"189426AB_Genus"
157779,2.23006186107331e-49,"zinb",43.8296644865155,"AKL16","BAL17","AKL16_vs_BAL17",2.27689316015585e-46,"AB_Genus",1,"157779AB_Genus"
189426,1.9733738294552e-30,"zinb",254.975583227735,"AKL16","BAL17","AKL16_vs_BAL17",1.00740733993688e-27,"AB_Genus",2,"189426AB_Genus"
2714952,4.62273067578928e-30,"zinb",196.852951141841,"AKL16","BAL17","AKL16_vs_BAL17",1.57326933999362e-27,"AB_Genus",3,"2714952AB_Genus"
189426,1.08290815572466e-29,"zinb",263.817917636313,"AKL16","BAL17","AKL16_vs_BAL17",3.49779334299066e-27,"AB_Family",4,"189426AB_Family"
1747,2.09059477238646e-29,"zinb",252.217269747766,"AKL16","BAL17","AKL16_vs_BAL17",5.33624315651644e-27,"AB_Genus",5,"1747AB_Genus"
157779,2.69039733505159e-76,"zinb",40.93881060191,"AKL16","DEN17","AKL16_vs_DEN17",2.83836918847942e-73,"AB_Genus",1,"157779AB_Genus"
1747,6.39876323568858e-34,"zinb",377.019864511337,"AKL16","DEN17","AKL16_vs_DEN17",3.37534760682573e-31,"AB_Genus",2,"1747AB_Genus"
1747,8.40127361552424e-33,"zinb",463.873501244703,"AKL16","DEN17","AKL16_vs_DEN17",1.31059868402178e-30,"AB_Order",3,"1747AB_Order"
1747,1.30910878111145e-28,"zinb",442.879060941891,"AKL16","DEN17","AKL16_vs_DEN17",4.47715203140117e-26,"AB_Family",4,"1747AB_Family"
189426,1.04341655734765e-25,"zinb",269.085578635902,"AKL16","DEN17","AKL16_vs_DEN17",3.66934822667256e-23,"AB_Genus",5,"189426AB_Genus"
