Sample	City	Taxon	2-Aminoethylphosphonate-Degradation	Activation-Inactivation-Interconversion	All-Trans-Farnesyl-PP-Biosynthesis	Biosynthesis	Citrulline-Biosynthesis	Degradation	Detoxification	Energy-Metabolism	Fermentation	Metabolic-Clusters	Photosynthesis	Respiration	Super-Pathways
BAL_Kl_2015_GCF_003334885.1	BAL	Kl	2.0	19.583333333333336	1.0	1910.1189244803277	0.0	907.1643162393167	12.25	78.85104617604618	64.86923076923077	15.555555555555555	7.0	34.03333333333333	8.25
BAL_Kl_2015_GCF_003334895.1	BAL	Kl	2.0	19.166666666666664	1.0	1906.2048911290142	1.3333333333333333	909.1550421800424	12.5	78.45068542568545	66.76346153846154	16.5	6.857142857142858	35.5	8.3
BAL_Kl_2015_GCF_003334925.1	BAL	Kl	2.0	19.083333333333336	1.0	1931.2986703517404	0.0	891.4286019536021	12.5	78.34985569985571	62.792307692307695	15.11111111111111	7.0	34.6	8.25
BAL_Kl_2015_GCF_003334945.1	BAL	Kl	2.0	18.666666666666664	1.0	1885.2112195147283	1.3333333333333333	863.3583388833389	13.0	74.88401875901877	62.63846153846154	15.11111111111111	6.714285714285714	34.83333333333333	8.05
BAL_Kl_2015_GCF_003334955.1	BAL	Kl	2.0	18.666666666666664	1.0	1822.8022648891067	1.3333333333333333	870.1599261849262	12.25	74.71735209235212	64.63846153846154	15.555555555555555	6.714285714285714	34.83333333333333	8.05
BAL_Kl_2015_GCF_003334965.1	BAL	Kl	2.0	19.333333333333336	1.0	1854.3690395536885	1.3333333333333333	876.0361166611169	12.25	75.63401875901876	65.03846153846153	15.555555555555555	7.857142857142857	34.83333333333333	8.05
BAL_Kl_2015_GCF_003335005.1	BAL	Kl	2.0	19.25	1.0	1910.3047269494637	0.0	906.7714590964595	12.25	77.76652236652238	64.7923076923077	15.555555555555555	7.0	33.93333333333333	8.25
BAL_Kl_2015_GCF_003335025.1	BAL	Kl	2.0	19.25	1.0	1916.4963936161305	0.0	909.7714590964594	12.25	77.76652236652237	64.79230769230769	15.555555555555555	7.0	33.93333333333333	8.25
BAL_Kl_2015_GCF_003335065.1	BAL	Kl	2.0	19.583333333333336	1.0	1867.3047538394023	1.3333333333333333	878.9527833277835	12.25	76.05068542568544	64.63846153846154	16.055555555555557	6.714285714285714	34.83333333333333	8.05
BAL_Kl_2015_GCF_003345685.1	BAL	Kl	2.0	19.25	1.0	1927.052345997083	0.0	905.0325480075481	12.25	75.1887445887446	64.7923076923077	15.555555555555555	7.0	33.93333333333333	8.25
BAL_Kl_2015_GCF_003345715.1	BAL	Kl	2.0	18.916666666666664	1.0	1824.999090285932	1.3333333333333333	869.2741896991896	12.25	72.1395743145743	64.63846153846154	15.555555555555555	6.714285714285714	34.83333333333333	8.05
BAL_Kl_2015_GCF_003345765.1	BAL	Kl	2.0	18.916666666666664	1.0	1824.999090285932	1.3333333333333333	869.2741896991898	12.25	72.13957431457433	64.63846153846154	15.555555555555555	6.714285714285714	34.83333333333333	8.05
BAL_Kl_2017_GCF_003860845.1	BAL	Kl	2.0	19.916666666666664	1.0	1954.4689624215932	0.0	884.4297924297925	14.75	74.98199855699856	68.71538461538462	15.61111111111111	7.214285714285714	32.83333333333333	8.05
BAL_Kl_2017_GCF_003860885.1	BAL	Kl	2.0	19.333333333333336	1.0	1827.0116453234875	0.0	870.190123765124	14.0	72.79866522366522	66.57596153846154	15.5	6.714285714285714	32.16666666666667	8.05
BAL_Kl_2017_GCF_003860895.1	BAL	Kl	2.0	18.583333333333336	1.0	1880.1881925579298	0.0	866.7761960261961	12.25	75.73639971139971	64.63846153846154	15.555555555555555	6.714285714285714	32.83333333333333	8.05
BAL_Kl_2017_GCF_003860985.1	BAL	Kl	2.0	18.416666666666664	1.0	1974.750613454122	0.0	866.3550810300814	14.25	81.56890331890331	60.700961538461534	15.11111111111111	6.714285714285714	34.5	8.05
BAL_Kl_2017_GCF_003860995.1	BAL	Kl	2.0	19.666666666666664	1.0	1869.4706431158177	0.0	879.5658924408923	14.75	75.23520923520924	66.71538461538461	15.5	6.714285714285714	34.266666666666666	8.5
