"OTU","pvalues","model","score","loc1","loc2","locs","adj_pvalues","hlevel","sign_rank","OtuClass"
9,4.59450582886943e-13,"nb",245.440195924496,"MIN17","SAN17","MIN17_vs_SAN17",4.80891610088333e-10,"_Genus",3,"9_Genus"
22,4.97378416094e-18,"nb",591.552022629901,"BER16","BOG16","BER16_vs_BOG16",6.17080821567289e-15,"_Genus",5,"22_Genus"
22,2.51432016692556e-36,"nb",648.300281478517,"BER16","DEN16","BER16_vs_DEN16",4.48554717779519e-33,"_Genus",3,"22_Genus"
22,7.23376401718501e-46,"nb",497.77816810072,"BOG16","BAL17","BOG16_vs_BAL17",1.32233206234142e-42,"_Genus",3,"22_Genus"
22,5.00886231168494e-56,"nb",561.906654308583,"DEN16","BAL17","DEN16_vs_BAL17",5.52143588824736e-53,"_Genus",5,"22_Genus"
63,8.49314632305279e-71,"nb",147.941146784505,"DOH16","MIN17","DOH16_vs_MIN17",2.61843701139717e-67,"_Genus",1,"63_Genus"
297,3.74728391043821e-40,"nb",639.21148970332,"BOG16","SAO17","BOG16_vs_SAO17",1.1279324570419e-37,"_Order",5,"297_Order"
297,5.0986952586918e-32,"nb",633.004784482445,"DEN17","SAO17","DEN17_vs_SAO17",1.78709268817148e-29,"_Family",5,"297_Family"
297,7.03325325707687e-25,"nb",584.613544514645,"DOH17","SAO17","DOH17_vs_SAO17",2.2049248960936e-21,"_Genus",4,"297_Genus"
297,5.42677912930669e-36,"nb",626.156189084117,"ILR17","SAO17","ILR17_vs_SAO17",8.87549726598109e-33,"_Genus",4,"297_Genus"
297,4.82810764143226e-39,"nb",648.180738392141,"NYC17","SAO17","NYC17_vs_SAO17",1.71639226652917e-36,"_Family",5,"297_Family"
297,4.59977301266167e-14,"nb",550.510448194779,"NYC17","TOK17","NYC17_vs_TOK17",3.27963815802777e-11,"_Family",5,"297_Family"
297,5.4155355364458e-34,"nb",555.264707530737,"SAN17","SAO17","SAN17_vs_SAO17",1.71618321149967e-30,"_Genus",4,"297_Genus"
297,7.87201409093532e-42,"nb",588.945257522476,"SAO17","VIE17","SAO17_vs_VIE17",2.50251327950834e-38,"_Genus",4,"297_Genus"
297,3.05312242517326e-34,"nb",596.705522011883,"SAO17","ZRH17","SAO17_vs_ZRH17",9.84631982118377e-31,"_Genus",4,"297_Genus"
297,1.01937621895162e-83,"nb",694.895213294236,"TOK16","SAO17","TOK16_vs_SAO17",3.65854124981735e-80,"_Genus",4,"297_Genus"
297,7.15985487857357e-16,"nb",490.741316007148,"TOK17","VIE17","TOK17_vs_VIE17",2.09067762454348e-13,"_Order",5,"297_Order"
316,0,"nb",144176938.282837,"AKL16","ILR16","AKL16_vs_ILR16",0,"_Class",2,"316_Class"
316,2.07517915487921e-33,"nb",660.719447211221,"AKL16","LIS16","AKL16_vs_LIS16",5.3186841739554e-30,"_Genus",2,"316_Genus"
316,0,"nb",13968213.9697876,"AKL16","MIN17","AKL16_vs_MIN17",0,"_Class",1,"316_Class"
316,1.04592973311968e-26,"nb",767.842738607881,"BER16","TOK17","BER16_vs_TOK17",9.26432261110759e-24,"_Genus",5,"316_Genus"
316,2.35328240480846e-45,"nb",496.072058144838,"DOH16","SAN17","DOH16_vs_SAN17",1.89321569466841e-42,"_Genus",4,"316_Genus"
316,2.73817163171699e-54,"nb",635.584844000922,"DOH16","TOK17","DOH16_vs_TOK17",2.93349454144613e-51,"_Genus",3,"316_Genus"
316,2.01329892017306e-16,"nb",659.898043505911,"DOH17","TOK17","DOH17_vs_TOK17",1.29777248394355e-13,"_Genus",5,"316_Genus"
316,0,"nb",145784283.15564,"ILR16","LIS16","ILR16_vs_LIS16",0,"_Class",2,"316_Class"
316,0,"nb",187685967.102051,"ILR16","MIN17","ILR16_vs_MIN17",0,"_Genus",3,"316_Genus"
316,0,"nb",187675757.111694,"ILR16","SAC16","ILR16_vs_SAC16",0,"_Genus",2,"316_Genus"
316,0,"nb",187664524.368774,"ILR16","SAN17","ILR16_vs_SAN17",0,"_Genus",2,"316_Genus"
316,1.11058889585717e-45,"nb",765.762412755542,"ILR17","TOK17","ILR17_vs_TOK17",1.22831131881803e-42,"_Genus",3,"316_Genus"
316,0,"nb",15584648.1768799,"LIS16","MIN17","LIS16_vs_MIN17",0,"_Class",1,"316_Class"
407,1.45567907533218e-21,"nb",657.974136420726,"BER16","SAN17","BER16_vs_SAN17",1.71818653525041e-18,"_Genus",3,"407_Genus"
407,1.08345899136827e-13,"nb",482.412742405897,"MIN17","VIE17","MIN17_vs_VIE17",3.4042281508791e-10,"_Genus",2,"407_Genus"
407,2.01557148908554e-36,"nb",906.932893330038,"NYC16","SAN17","NYC16_vs_SAN17",1.85684523432006e-33,"_Genus",5,"407_Genus"
