"OTU","pvalues","model","score","loc1","loc2","locs","adj_pvalues","hlevel","sign_rank","OtuClass"
158,0,"p",9106.4411428843,"DOH16","VIE17","DOH16_vs_VIE17",0,"AB_Phylum",5,"158AB_Phylum"
158,0,"p",2949.46141479778,"DOH16","ZRH17","DOH16_vs_ZRH17",0,"AB_Phylum",5,"158AB_Phylum"
316,0,"p",3178507.24010393,"AKL16","BAL17","AKL16_vs_BAL17",0,"AB_Phylum",1,"316AB_Phylum"
316,0,"p",13250725.2688878,"AKL16","BER16","AKL16_vs_BER16",0,"AB_Phylum",1,"316AB_Phylum"
316,0,"p",5839277.91850885,"AKL16","BOG16","AKL16_vs_BOG16",0,"AB_Phylum",1,"316AB_Phylum"
316,0,"p",3127887.43497764,"AKL16","DEN16","AKL16_vs_DEN16",0,"AB_Phylum",1,"316AB_Phylum"
316,0,"p",3351031.07372881,"AKL16","DEN17","AKL16_vs_DEN17",0,"AB_Phylum",1,"316AB_Phylum"
316,0,"p",3101175.97258813,"AKL16","DOH16","AKL16_vs_DOH16",0,"AB_Phylum",1,"316AB_Phylum"
316,0,"p",4027160.70553292,"AKL16","DOH17","AKL16_vs_DOH17",0,"AB_Phylum",1,"316AB_Phylum"
316,0,"p",92172807.7818043,"AKL16","ILR16","AKL16_vs_ILR16",0,"AB_Phylum",1,"316AB_Phylum"
316,0,"p",4702545.2385892,"AKL16","ILR17","AKL16_vs_ILR17",0,"AB_Phylum",1,"316AB_Phylum"
316,0,"p",4458926.19978522,"AKL16","LIS16","AKL16_vs_LIS16",0,"AB_Phylum",1,"316AB_Phylum"
316,0,"p",2840494.50502137,"AKL16","MIN17","AKL16_vs_MIN17",0,"AB_Phylum",1,"316AB_Phylum"
316,0,"p",22438948.9707957,"AKL16","NYC16","AKL16_vs_NYC16",0,"AB_Phylum",1,"316AB_Phylum"
316,0,"p",7108216.63904536,"AKL16","NYC17","AKL16_vs_NYC17",0,"AB_Phylum",1,"316AB_Phylum"
316,0,"p",2843469.00453953,"AKL16","SAC16","AKL16_vs_SAC16",0,"AB_Phylum",1,"316AB_Phylum"
316,0,"p",2804420.38908295,"AKL16","SAN17","AKL16_vs_SAN17",0,"AB_Phylum",1,"316AB_Phylum"
316,0,"p",3936543.91972043,"AKL16","SAO17","AKL16_vs_SAO17",0,"AB_Phylum",1,"316AB_Phylum"
316,0,"p",5398413.11489019,"AKL16","TOK16","AKL16_vs_TOK16",0,"AB_Phylum",1,"316AB_Phylum"
