"OTU","pvalues","model","score","loc1","loc2","locs","adj_pvalues","hlevel","sign_rank","OtuClass"
9,4.59450582886943e-13,"nb",245.440195924496,"MIN17","SAN17","MIN17_vs_SAN17",6.62987191105859e-10,"_Genus",3,"9_Genus"
22,4.97378416094e-18,"nb",591.552022629901,"BER16","BOG16","BER16_vs_BOG16",4.98671599975844e-15,"_Genus",5,"22_Genus"
22,2.51432016692556e-36,"nb",648.300281478517,"BER16","DEN16","BER16_vs_DEN16",4.05140789563939e-33,"_Genus",3,"22_Genus"
22,7.23376401718501e-46,"nb",497.77816810072,"BOG16","BAL17","BOG16_vs_BAL17",1.69009524770677e-42,"_Genus",3,"22_Genus"
22,5.00886231168494e-56,"nb",561.906654308583,"DEN16","BAL17","DEN16_vs_BAL17",4.55105229639694e-53,"_Genus",5,"22_Genus"
63,8.49314632305279e-71,"nb",147.941146784505,"DOH16","MIN17","DOH16_vs_MIN17",3.62402553604663e-67,"_Genus",1,"63_Genus"
297,5.0986952586918e-32,"nb",633.004784482445,"DEN17","SAO17","DEN17_vs_SAO17",3.56809173875685e-29,"_Family",5,"297_Family"
297,7.03325325707687e-25,"nb",584.613544514645,"DOH17","SAO17","DOH17_vs_SAO17",7.58712195107167e-22,"_Genus",4,"297_Genus"
297,5.42677912930669e-36,"nb",626.156189084117,"ILR17","SAO17","ILR17_vs_SAO17",4.86673552316224e-33,"_Genus",5,"297_Genus"
297,4.82810764143226e-39,"nb",648.180738392141,"NYC17","SAO17","NYC17_vs_SAO17",4.33026202764371e-36,"_Family",5,"297_Family"
297,5.4155355364458e-34,"nb",555.264707530737,"SAN17","SAO17","SAN17_vs_SAO17",5.91647257356704e-31,"_Genus",4,"297_Genus"
297,7.87201409093532e-42,"nb",588.945257522476,"SAO17","VIE17","SAO17_vs_VIE17",8.62575944014238e-39,"_Genus",4,"297_Genus"
297,3.05312242517326e-34,"nb",596.705522011883,"SAO17","ZRH17","SAO17_vs_ZRH17",3.71007532113788e-31,"_Genus",4,"297_Genus"
297,1.01937621895162e-83,"nb",694.895213294236,"TOK16","SAO17","TOK16_vs_SAO17",2.1568769813666e-80,"_Genus",4,"297_Genus"
297,7.25212476050269e-16,"nb",490.642313453493,"TOK17","VIE17","TOK17_vs_VIE17",6.15230660564213e-13,"_Family",5,"297_Family"
316,1.44566799027645e-35,"nb",772.460872680782,"AKL16","ILR16","AKL16_vs_ILR16",1.18226728244808e-32,"_Genus",5,"316_Genus"
316,2.07517915487921e-33,"nb",660.719447211221,"AKL16","LIS16","AKL16_vs_LIS16",3.80484098047103e-30,"_Genus",2,"316_Genus"
316,0,"nb",13968213.9697876,"AKL16","MIN17","AKL16_vs_MIN17",0,"_Class",1,"316_Class"
316,2.35328240480846e-45,"nb",496.072058144838,"DOH16","SAN17","DOH16_vs_SAN17",2.08171361529356e-42,"_Genus",5,"316_Genus"
316,2.73817163171699e-54,"nb",635.584844000922,"DOH16","TOK17","DOH16_vs_TOK17",6.05272839191041e-51,"_Genus",2,"316_Genus"
316,2.01329892017306e-16,"nb",659.898043505911,"DOH17","TOK17","DOH17_vs_TOK17",2.96894480761521e-13,"_Genus",3,"316_Genus"
316,0,"nb",145784283.15564,"ILR16","LIS16","ILR16_vs_LIS16",0,"_Class",2,"316_Class"
316,0,"nb",187685967.102051,"ILR16","MIN17","ILR16_vs_MIN17",0,"_Genus",3,"316_Genus"
316,0,"nb",187675757.111694,"ILR16","SAC16","ILR16_vs_SAC16",0,"_Genus",2,"316_Genus"
316,0,"nb",187664524.368774,"ILR16","SAN17","ILR16_vs_SAN17",0,"_Genus",2,"316_Genus"
316,1.11058889585717e-45,"nb",765.762412755542,"ILR17","TOK17","ILR17_vs_TOK17",5.04207358719155e-42,"_Genus",1,"316_Genus"
316,0,"nb",15584648.1768799,"LIS16","MIN17","LIS16_vs_MIN17",0,"_Class",1,"316_Class"
407,1.08345899136827e-13,"nb",482.412742405897,"MIN17","VIE17","MIN17_vs_VIE17",2.3456887163123e-10,"_Genus",2,"407_Genus"
407,2.01557148908554e-36,"nb",906.932893330038,"NYC16","SAN17","NYC16_vs_SAN17",2.00347806015103e-33,"_Genus",5,"407_Genus"
442,2.02444971023639e-11,"nb",423.834877463626,"BAL17","ZRH17","BAL17_vs_ZRH17",1.80742870129905e-08,"_Genus",5,"442_Genus"
442,3.04689866452961e-16,"nb",504.985539080164,"DEN17","ZRH17","DEN17_vs_ZRH17",2.78120910098263e-13,"_Genus",5,"442_Genus"
442,3.79461935430969e-12,"nb",437.048683312665,"DOH17","ZRH17","DOH17_vs_ZRH17",5.62995024867748e-09,"_Genus",2,"442_Genus"
442,1.72448573569832e-14,"nb",561.517650570552,"TOK17","ZRH17","TOK17_vs_ZRH17",2.48164369026248e-11,"_Genus",4,"442_Genus"
469,1.3136786684211e-13,"nb",459.657704626728,"MIN17","ZRH17","MIN17_vs_ZRH17",1.1505197778032e-10,"_Genus",5,"469_Genus"
490,4.15204536531478e-30,"nb",599.220097230535,"SAC16","NYC17","SAC16_vs_NYC17",4.82467671449577e-27,"_Genus",4,"490_Genus"
490,1.50014054191032e-16,"nb",434.324014874175,"SAC16","SAN17","SAC16_vs_SAN17",3.4008186085107e-13,"_Order",2,"490_Order"
543,0,"nb",18189561.0009155,"AKL16","BAL17","AKL16_vs_BAL17",0,"_Order",1,"543_Order"
543,0,"nb",18180828.6310425,"AKL16","MIN17","AKL16_vs_MIN17",0,"_Order",2,"543_Order"
549,0,"nb",19996894.9549408,"AKL16","BAL17","AKL16_vs_BAL17",0,"_Genus",3,"549_Genus"
549,0,"nb",20004294.0657959,"AKL16","MIN17","AKL16_vs_MIN17",0,"_Genus",4,"549_Genus"
549,0,"nb",18640606.9049835,"AKL16","SAC16","AKL16_vs_SAC16",0,"_Family",1,"549_Family"
565,3.50305228646325e-44,"nb",429.419259911225,"BOG16","DEN17","BOG16_vs_DEN17",3.47642908908613e-41,"_Genus",5,"565_Genus"
565,7.8729213198908e-38,"nb",404.618089256321,"BOG16","DOH17","BOG16_vs_DOH17",1.94382427388104e-34,"_Genus",2,"565_Genus"
565,9.6173122290334e-24,"nb",402.572095622525,"BOG16","SAN17","BOG16_vs_SAN17",9.50767486962242e-21,"_Genus",4,"565_Genus"
565,4.56966586172871e-56,"nb",359.543441009753,"DEN16","DOH16","DEN16_vs_DOH16",2.04309760677891e-52,"_Genus",1,"565_Genus"
565,1.14977479422994e-56,"nb",624.314041799043,"DEN16","NYC16","DEN16_vs_NYC16",5.72127937608818e-53,"_Genus",1,"565_Genus"
565,1.01456464690569e-37,"nb",342.097649203284,"DOH16","BAL17","DOH16_vs_BAL17",8.81859591090426e-35,"_Genus",5,"565_Genus"
565,5.8886212771561e-66,"nb",365.086844468973,"DOH16","DEN17","DOH16_vs_DEN17",2.64516867769852e-62,"_Genus",1,"565_Genus"
565,5.59734927934831e-56,"nb",341.280341628185,"DOH16","DOH17","DOH16_vs_DOH17",2.44324296043554e-52,"_Genus",1,"565_Genus"
