"OTU","locs","hlevel","sign_rank","Kingdom","Phylum","Class","Order","Family","Genus"
948,"NYC16_vs_BAL17","_Genus",1,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Anaplasma"
1511,"MIN17_vs_NYC17","_Genus",3,"Bacteria","Bacillota","Clostridia","Eubacteriales","Peptostreptococcaceae","Acetoanaerobium"
1603,"NYC16_vs_MIN17","_Genus",1,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Amylolactobacillus"
1603,"MIN17_vs_NYC17","_Genus",1,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Amylolactobacillus"
10279,"NYC16_vs_DEN17","_Genus",3,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Molluscipoxvirus"
28446,"NYC16_vs_BAL17","_Genus",3,"Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Anaerotignum"
29394,"NYC16_vs_MIN17","_Genus",4,"Bacteria","Bacillota","Bacilli","Lactobacillales","Carnobacteriaceae","Dolosigranulum"
29394,"MIN17_vs_NYC17","_Genus",2,"Bacteria","Bacillota","Bacilli","Lactobacillales","Carnobacteriaceae","Dolosigranulum"
47960,"NYC16_vs_SAN17","_Family",2,"Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Thioalkalibacteraceae",NA
86106,"DEN16_vs_NYC17","_Family",5,"Bacteria","Pseudomonadota","Alphaproteobacteria","Holosporales","Holosporaceae",NA
89152,"NYC17_vs_SAN17","_Genus",4,"Bacteria","Bacillota","Clostridia","Eubacteriales","Peptostreptococcaceae","Peptacetobacter"
142864,"SAC16_vs_NYC17","_Genus",2,"Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Nostocaceae","Cylindrospermum"
147322,"SAC16_vs_NYC17","_Family",1,"Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Sirenicapillariaceae",NA
147322,"SAC16_vs_NYC17","_Genus",4,"Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Sirenicapillariaceae","Limnospira"
154046,"BAL17_vs_NYC17","_Genus",4,"Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Hungatella"
225148,"BAL17_vs_NYC17","_Family",2,"Bacteria","Chlamydiota","Chlamydiia","Parachlamydiales","Rhabdochlamydiaceae",NA
225148,"SAC16_vs_NYC17","_Genus",5,"Bacteria","Chlamydiota","Chlamydiia","Parachlamydiales","Rhabdochlamydiaceae","Candidatus Rhabdochlamydia"
225148,"BAL17_vs_NYC17","_Genus",3,"Bacteria","Chlamydiota","Chlamydiia","Parachlamydiales","Rhabdochlamydiaceae","Candidatus Rhabdochlamydia"
337051,"MIN17_vs_NYC17","_Order",4,"Viruses","Cossaviricota","Papovaviricetes","Zurhausenvirales",NA,NA
