"OTU","locs","hlevel","sign_rank","Kingdom","Phylum","Class","Order","Family","Genus"
316,"NYC16_vs_DEN17","_Order",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales",NA,NA
316,"DEN17_vs_NYC17","_Order",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales",NA,NA
408,"NYC16_vs_BAL17","_Genus",5,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylorubrum"
642,"BAL17_vs_NYC17","_Order",1,"Bacteria","Pseudomonadota","Gammaproteobacteria","Aeromonadales",NA,NA
642,"BAL17_vs_NYC17","_Family",2,"Bacteria","Pseudomonadota","Gammaproteobacteria","Aeromonadales","Aeromonadaceae",NA
642,"BAL17_vs_NYC17","_Genus",5,"Bacteria","Pseudomonadota","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas"
1747,"DEN16_vs_NYC16","_Order",3,"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales",NA,NA
1747,"DEN16_vs_NYC17","_Order",3,"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales",NA,NA
1873,"NYC16_vs_DEN17","_Order",4,"Bacteria","Actinomycetota","Actinomycetes","Micromonosporales",NA,NA
1873,"NYC17_vs_SAN17","_Order",3,"Bacteria","Actinomycetota","Actinomycetes","Micromonosporales",NA,NA
13690,"NYC16_vs_BAL17","_Genus",4,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
28090,"NYC17_vs_SAN17","_Order",1,"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales",NA,NA
29370,"DEN16_vs_NYC17","_Class",2,"Bacteria","Bacillota","Clostridia",NA,NA,NA
37921,"BAL17_vs_NYC17","_Genus",4,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Arthrobacter"
53461,"NYC16_vs_SAC16","_Order",3,"Bacteria","Actinomycetota","Actinomycetes","Nakamurellales",NA,NA
62322,"MIN17_vs_NYC17","_Order",1,"Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales",NA,NA
74426,"NYC16_vs_DEN17","_Class",2,"Bacteria","Actinomycetota","Coriobacteriia",NA,NA,NA
74426,"DEN17_vs_NYC17","_Class",2,"Bacteria","Actinomycetota","Coriobacteriia",NA,NA,NA
83451,"NYC16_vs_SAN17","_Phylum",2,"Bacteria","Myxococcota",NA,NA,NA,NA
83451,"NYC16_vs_SAN17","_Class",5,"Bacteria","Myxococcota","Myxococcia",NA,NA,NA
119219,"DEN16_vs_NYC16","_Class",1,"Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA
119219,"DEN16_vs_NYC17","_Class",1,"Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA
119219,"DEN16_vs_NYC17","_Order",5,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales",NA,NA
131568,"NYC16_vs_SAC16","_Order",2,"Bacteria","Actinomycetota","Actinomycetes","Kineosporiales",NA,NA
131568,"SAC16_vs_NYC17","_Order",2,"Bacteria","Actinomycetota","Actinomycetes","Kineosporiales",NA,NA
131568,"SAC16_vs_NYC17","_Family",3,"Bacteria","Actinomycetota","Actinomycetes","Kineosporiales","Kineosporiaceae",NA
131568,"SAC16_vs_NYC17","_Genus",4,"Bacteria","Actinomycetota","Actinomycetes","Kineosporiales","Kineosporiaceae","Kineococcus"
165179,"NYC16_vs_BAL17","_Class",1,"Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA
165179,"NYC16_vs_BAL17","_Order",2,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales",NA,NA
184914,"NYC16_vs_SAC16","_Family",5,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA
191495,"NYC16_vs_SAC16","_Class",1,"Bacteria","Actinomycetota","Thermoleophilia",NA,NA,NA
191495,"NYC16_vs_SAN17","_Class",3,"Bacteria","Actinomycetota","Thermoleophilia",NA,NA,NA
191495,"NYC16_vs_SAC16","_Order",4,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales",NA,NA
204447,"SAC16_vs_NYC17","_Genus",5,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Skermanella"
207340,"DEN16_vs_NYC16","_Order",5,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA
