"OTU","locs","hlevel","sign_rank","Kingdom","Phylum","Class","Order","Family","Genus"
279,"NYC16_vs_BAL17","AB_Genus",5,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Xanthobacter"
549,"NYC16_vs_DEN17","AB_Family",1,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae",NA
549,"NYC16_vs_SAN17","AB_Family",1,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae",NA
549,"DEN16_vs_NYC16","AB_Genus",4,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea"
549,"NYC16_vs_DEN17","AB_Genus",2,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea"
549,"NYC16_vs_SAN17","AB_Genus",2,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea"
1164,"DEN16_vs_NYC16","AB_Genus",3,"Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Nostocaceae","Trichormus"
1274,"DEN17_vs_NYC17","AB_Family",4,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Dermacoccaceae",NA
1274,"DEN17_vs_NYC17","AB_Genus",5,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Dermacoccaceae","Dermacoccus"
1282,"NYC16_vs_DEN17","AB_Genus",4,"Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
1382,"DEN17_vs_NYC17","AB_Genus",1,"Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Lancefieldella"
5761,"MIN17_vs_NYC17","Eukarya_Phylum",2,"Eukaryota","Heterolobosea",NA,NA,NA,NA
5761,"MIN17_vs_NYC17","Eukarya_Family",3,"Eukaryota","Heterolobosea","","","Vahlkampfiidae",NA
5761,"MIN17_vs_NYC17","Eukarya_Genus",4,"Eukaryota","Heterolobosea","","","Vahlkampfiidae","Naegleria"
28090,"NYC16_vs_SAN17","AB_Order",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales",NA,NA
28090,"NYC16_vs_SAN17","AB_Family",4,"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae",NA
28090,"NYC16_vs_SAN17","AB_Genus",5,"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter"
34062,"NYC16_vs_SAC16","AB_Genus",5,"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Moraxella"
34062,"NYC16_vs_MIN17","AB_Genus",1,"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Moraxella"
34073,"DEN16_vs_NYC17","AB_Family",4,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA
36863,"NYC16_vs_BAL17","AB_Genus",2,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Ideonella"
51665,"DEN16_vs_NYC17","AB_Family",3,"Bacteria","Bacillota","Bacilli","Lactobacillales","Aerococcaceae",NA
56947,"MIN17_vs_NYC17","Viruses_Class",1,"Viruses","","Naldaviricetes",NA,NA,NA
80816,"MIN17_vs_NYC17","AB_Order",5,"Bacteria","Myxococcota","Myxococcia","Haliangiales",NA,NA
109266,"NYC16_vs_SAC16","AB_Genus",4,"Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Anabaenopsis"
119219,"DEN16_vs_NYC17","AB_Class",2,"Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA
119219,"DEN16_vs_NYC17","AB_Order",1,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales",NA,NA
131568,"NYC16_vs_SAC16","AB_Order",1,"Bacteria","Actinomycetota","Actinomycetes","Kineosporiales",NA,NA
131568,"NYC16_vs_SAC16","AB_Family",2,"Bacteria","Actinomycetota","Actinomycetes","Kineosporiales","Kineosporiaceae",NA
131568,"NYC16_vs_SAC16","AB_Genus",3,"Bacteria","Actinomycetota","Actinomycetes","Kineosporiales","Kineosporiaceae","Kineococcus"
147322,"DEN16_vs_NYC16","AB_Genus",5,"Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Sirenicapillariaceae","Limnospira"
166486,"BAL17_vs_NYC17","AB_Genus",1,"Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Roseburia"
178399,"DEN17_vs_NYC17","AB_Genus",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinomonas"
191495,"SAC16_vs_NYC17","AB_Order",5,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales",NA,NA
289435,"NYC17_vs_SAN17","AB_Genus",5,"Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Sphaerospermopsis"
298654,"NYC17_vs_SAN17","AB_Order",3,"Bacteria","Actinomycetota","Actinomycetes","Frankiales",NA,NA
298654,"NYC17_vs_SAN17","AB_Family",4,"Bacteria","Actinomycetota","Actinomycetes","Frankiales","Frankiaceae",NA
298654,"NYC17_vs_SAN17","AB_Genus",2,"Bacteria","Actinomycetota","Actinomycetes","Frankiales","Frankiaceae","Frankia"
392593,"NYC16_vs_BAL17","AB_Genus",3,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Inhella"
410072,"BAL17_vs_NYC17","AB_Genus",4,"Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Coprococcus"
419479,"SAC16_vs_NYC17","AB_Order",2,"Bacteria","Actinomycetota","Actinomycetes","Jiangellales",NA,NA
419479,"SAC16_vs_NYC17","AB_Family",3,"Bacteria","Actinomycetota","Actinomycetes","Jiangellales","Jiangellaceae",NA
419479,"SAC16_vs_NYC17","AB_Genus",4,"Bacteria","Actinomycetota","Actinomycetes","Jiangellales","Jiangellaceae","Jiangella"
575378,"NYC16_vs_MIN17","AB_Genus",5,"Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Sediminibacterium"
577489,"DEN16_vs_NYC17","AB_Family",5,"Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Aphanothecaceae",NA
577489,"DEN16_vs_NYC16","AB_Genus",2,"Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Aphanothecaceae","Euhalothece"
