"OTU","locs","hlevel","sign_rank","Kingdom","Phylum","Class","Order","Family","Genus"
41,"DOH17_vs_ILR17","_Genus",1,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Archangiaceae","Stigmatella"
43,"BOG16_vs_ZRH17","_Genus",5,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Archangiaceae","Cystobacter"
138,"SAC16_vs_SAN17","_Family",5,"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Borreliaceae",NA
192,"SAC16_vs_DEN17","_Family",2,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Azospirillaceae",NA
204,"DEN16_vs_VIE17","_Family",5,"Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae",NA
279,"DOH16_vs_NYC16","_Genus",5,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Xanthobacter"
279,"NYC16_vs_DOH17","_Genus",4,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Xanthobacter"
279,"NYC16_vs_TOK17","_Genus",3,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Xanthobacter"
297,"NYC17_vs_SAO17","_Class",3,"Bacteria","Pseudomonadota","Hydrogenophilia",NA,NA,NA
297,"NYC17_vs_SAO17","_Order",4,"Bacteria","Pseudomonadota","Hydrogenophilia","Hydrogenophilales",NA,NA
297,"NYC17_vs_TOK17","_Order",5,"Bacteria","Pseudomonadota","Hydrogenophilia","Hydrogenophilales",NA,NA
297,"NYC17_vs_SAO17","_Family",5,"Bacteria","Pseudomonadota","Hydrogenophilia","Hydrogenophilales","Hydrogenophilaceae",NA
316,"AKL16_vs_ILR16","_Genus",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
316,"BOG16_vs_BAL17","_Genus",4,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
316,"BOG16_vs_SAN17","_Genus",1,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
316,"BOG16_vs_TOK17","_Genus",1,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
316,"BOG16_vs_VIE17","_Genus",1,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
316,"DOH16_vs_BAL17","_Genus",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
316,"DOH16_vs_DEN17","_Genus",1,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
316,"DOH16_vs_SAN17","_Genus",2,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
316,"DOH16_vs_TOK17","_Genus",1,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
316,"DOH16_vs_VIE17","_Genus",2,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
316,"ILR16_vs_BAL17","_Genus",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
316,"ILR16_vs_DEN17","_Genus",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
316,"ILR16_vs_TOK17","_Genus",1,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
316,"ILR16_vs_VIE17","_Genus",4,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
316,"LIS16_vs_DEN17","_Genus",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
316,"LIS16_vs_TOK17","_Genus",2,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
316,"LIS16_vs_VIE17","_Genus",4,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
316,"DEN17_vs_ILR17","_Genus",4,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
316,"DOH17_vs_TOK17","_Genus",1,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
316,"DOH17_vs_VIE17","_Genus",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
316,"ILR17_vs_TOK17","_Genus",1,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
316,"ILR17_vs_VIE17","_Genus",1,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
358,"AKL16_vs_NYC16","_Genus",5,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Agrobacterium"
358,"AKL16_vs_TOK16","_Genus",5,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Agrobacterium"
408,"DOH16_vs_SAC16","_Genus",5,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylorubrum"
408,"DOH16_vs_MIN17","_Genus",5,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylorubrum"
408,"MIN17_vs_VIE17","_Genus",1,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylorubrum"
408,"SAN17_vs_VIE17","_Genus",5,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylorubrum"
490,"ILR16_vs_NYC17","_Genus",3,"Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria"
549,"NYC16_vs_DEN17","_Family",5,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae",NA
549,"NYC16_vs_SAN17","_Family",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae",NA
549,"SAC16_vs_SAN17","_Family",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae",NA
549,"DEN17_vs_DOH17","_Family",4,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae",NA
549,"AKL16_vs_DEN16","_Genus",5,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea"
549,"LIS16_vs_DEN17","_Genus",5,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea"
549,"NYC16_vs_SAN17","_Genus",5,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea"
549,"DEN17_vs_ZRH17","_Genus",5,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea"
562,"NYC17_vs_VIE17","_Genus",4,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia"
566,"BOG16_vs_SAC16","_Genus",5,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pseudescherichia"
570,"DEN17_vs_SAO17","_Genus",4,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella"
570,"DEN17_vs_TOK17","_Genus",4,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella"
584,"SAC16_vs_MIN17","_Family",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae",NA
584,"SAC16_vs_VIE17","_Family",1,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae",NA
584,"SAC16_vs_BAL17","_Genus",4,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Proteus"
584,"SAC16_vs_MIN17","_Genus",5,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Proteus"
584,"SAC16_vs_NYC17","_Genus",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Proteus"
584,"SAC16_vs_VIE17","_Genus",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Proteus"
614,"VIE17_vs_ZRH17","_Family",4,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae",NA
642,"DEN17_vs_VIE17","_Order",4,"Bacteria","Pseudomonadota","Gammaproteobacteria","Aeromonadales",NA,NA
642,"DEN16_vs_DEN17","_Family",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Aeromonadales","Aeromonadaceae",NA
729,"DOH17_vs_NYC17","_Genus",5,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus"
747,"DEN16_vs_ILR16","_Genus",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Pasteurella"
779,"BAL17_vs_DEN17","_Family",2,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Anaplasmataceae",NA
779,"BAL17_vs_DOH17","_Family",1,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Anaplasmataceae",NA
779,"BAL17_vs_ILR17","_Family",1,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Anaplasmataceae",NA
779,"BAL17_vs_MIN17","_Family",3,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Anaplasmataceae",NA
779,"BAL17_vs_SAO17","_Family",1,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Anaplasmataceae",NA
