"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"469","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales",NA,NA,NA
"316","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales",NA,NA,NA
"543","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales",NA,NA,NA
"40324","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales",NA,NA,NA
"22","Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales",NA,NA,NA
"662","Bacteria","Pseudomonadota","Gammaproteobacteria","Vibrionales",NA,NA,NA
"2745","Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales",NA,NA,NA
"642","Bacteria","Pseudomonadota","Gammaproteobacteria","Aeromonadales",NA,NA,NA
"729","Bacteria","Pseudomonadota","Gammaproteobacteria","Pasteurellales",NA,NA,NA
"3019969","Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales",NA,NA,NA
"2303332","Bacteria","Pseudomonadota","Gammaproteobacteria","Cellvibrionales",NA,NA,NA
"262","Bacteria","Pseudomonadota","Gammaproteobacteria","Thiotrichales",NA,NA,NA
"1760988","Bacteria","Pseudomonadota","Gammaproteobacteria","Methylococcales",NA,NA,NA
"446","Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales",NA,NA,NA
"2718","Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales",NA,NA,NA
"1675686","Bacteria","Pseudomonadota","Gammaproteobacteria","Acidiferrobacterales",NA,NA,NA
"2183911","Bacteria","Pseudomonadota","Gammaproteobacteria","Salinisphaerales",NA,NA,NA
"2303331","Bacteria","Pseudomonadota","Gammaproteobacteria","Nevskiales",NA,NA,NA
"1561924","Bacteria","Pseudomonadota","Gammaproteobacteria","Kangiellales",NA,NA,NA
"1196095","Bacteria","Pseudomonadota","Gammaproteobacteria","Orbales",NA,NA,NA
"1810504","Bacteria","Pseudomonadota","Gammaproteobacteria","Immundisolibacterales",NA,NA,NA
"288000","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"13690","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"41275","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales",NA,NA,NA
"59779","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales",NA,NA,NA
"193","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"1873716","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomonadales",NA,NA,NA
"2029849","Bacteria","Pseudomonadota","Alphaproteobacteria","Maricaulales",NA,NA,NA
"2950108","Bacteria","Pseudomonadota","Alphaproteobacteria","Sneathiellales",NA,NA,NA
"1526572","Bacteria","Pseudomonadota","Alphaproteobacteria","Parvularculales",NA,NA,NA
"2582913","Bacteria","Pseudomonadota","Alphaproteobacteria","Emcibacterales",NA,NA,NA
"86106","Bacteria","Pseudomonadota","Alphaproteobacteria","Holosporales",NA,NA,NA
"1124597","Bacteria","Pseudomonadota","Alphaproteobacteria","Magnetococcales",NA,NA,NA
"2861282","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales",NA,NA,NA
"490","Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales",NA,NA,NA
"85643","Bacteria","Pseudomonadota","Betaproteobacteria","Rhodocyclales",NA,NA,NA
"2732067","Bacteria","Pseudomonadota","Betaproteobacteria","Nitrosomonadales",NA,NA,NA
"33059","Bacteria","Pseudomonadota","Acidithiobacillia","Acidithiobacillales",NA,NA,NA
"297","Bacteria","Pseudomonadota","Hydrogenophilia","Hydrogenophilales",NA,NA,NA
"343874","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales",NA,NA,NA
"2482728","Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales",NA,NA,NA
"2596915","Bacteria","Bacteroidota","Cytophagia","Cytophagales",NA,NA,NA
"165179","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales",NA,NA,NA
"2681766","Bacteria","Bacteroidota","Bacteroidia","Marinilabiliales",NA,NA,NA
"2502779","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales",NA,NA,NA
"2350","Bacteria","Bacteroidota","Saprospiria","Saprospirales",NA,NA,NA
"2875962","Bacteria","Bacteroidota","","Candidatus Sulfidibacteriales",NA,NA,NA
"274537","Bacteria","Chlorobiota","Chlorobiia","Chlorobiales",NA,NA,NA
"591197","Bacteria","Ignavibacteriota","Ignavibacteria","Ignavibacteriales",NA,NA,NA
"861299","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales",NA,NA,NA
"833","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales",NA,NA,NA
"1280","Bacteria","Bacillota","Bacilli","Bacillales",NA,NA,NA
"28037","Bacteria","Bacillota","Bacilli","Lactobacillales",NA,NA,NA
"29370","Bacteria","Bacillota","Clostridia","Eubacteriales",NA,NA,NA
"1754","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales",NA,NA,NA
"2682810","Bacteria","Bacillota","Clostridia","Halanaerobiales",NA,NA,NA
"100886","Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales",NA,NA,NA
"437897","Bacteria","Bacillota","Negativicutes","Selenomonadales",NA,NA,NA
"29466","Bacteria","Bacillota","Negativicutes","Veillonellales",NA,NA,NA
"33025","Bacteria","Bacillota","Negativicutes","Acidaminococcales",NA,NA,NA
"1260","Bacteria","Bacillota","Tissierellia","Tissierellales",NA,NA,NA
"1270","Bacteria","Actinomycetota","Actinomycetes","Micrococcales",NA,NA,NA
"1883","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales",NA,NA,NA
"38304","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales",NA,NA,NA
"2070","Bacteria","Actinomycetota","Actinomycetes","Pseudonocardiales",NA,NA,NA
"1747","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales",NA,NA,NA
"1873","Bacteria","Actinomycetota","Actinomycetes","Micromonosporales",NA,NA,NA
"1909395","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales",NA,NA,NA
"544580","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales",NA,NA,NA
"2851567","Bacteria","Actinomycetota","Actinomycetes","Geodermatophilales",NA,NA,NA
"1798224","Bacteria","Actinomycetota","Actinomycetes","Jiangellales",NA,NA,NA
"298654","Bacteria","Actinomycetota","Actinomycetes","Frankiales",NA,NA,NA
"53461","Bacteria","Actinomycetota","Actinomycetes","Nakamurellales",NA,NA,NA
"2944128","Bacteria","Actinomycetota","Actinomycetes","Jatrophihabitantales",NA,NA,NA
"304895","Bacteria","Actinomycetota","Actinomycetes","Catenulisporales",NA,NA,NA
"414996","Bacteria","Actinomycetota","Actinomycetes","Actinopolysporales",NA,NA,NA
"283811","Bacteria","Actinomycetota","Actinomycetes","Glycomycetales",NA,NA,NA
"1891644","Bacteria","Actinomycetota","Actinomycetes","Sporichthyales",NA,NA,NA
"28049","Bacteria","Actinomycetota","Actinomycetes","Acidothermales",NA,NA,NA
"131568","Bacteria","Actinomycetota","Actinomycetes","Kineosporiales",NA,NA,NA
"74426","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales",NA,NA,NA
"2884022","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales",NA,NA,NA
"29539","Bacteria","Actinomycetota","Thermoleophilia","Thermoleophilales",NA,NA,NA
"2843216","Bacteria","Actinomycetota","Thermoleophilia","Miltoncostaeales",NA,NA,NA
"49319","Bacteria","Actinomycetota","Rubrobacteria","Rubrobacterales",NA,NA,NA
"2722752","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales",NA,NA,NA
"1670831","Bacteria","Actinomycetota","Nitriliruptoria","Egibacterales",NA,NA,NA
"1608957","Bacteria","Actinomycetota","Nitriliruptoria","Euzebyales",NA,NA,NA
"1670830","Bacteria","Actinomycetota","Nitriliruptoria","Egicoccales",NA,NA,NA
"2853227","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales",NA,NA,NA
"2005460","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales",NA,NA,NA
"119532","Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales",NA,NA,NA
"1219","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales",NA,NA,NA
"1416614","Bacteria","Cyanobacteriota","Cyanophyceae","Gloeobacterales",NA,NA,NA
"102116","Bacteria","Cyanobacteriota","Cyanophyceae","Pleurocapsales",NA,NA,NA
"1188228","Bacteria","Cyanobacteriota","Cyanophyceae","Gloeomargaritales",NA,NA,NA
"2132","Bacteria","Mycoplasmatota","Mollicutes","Entomoplasmatales",NA,NA,NA
"2782163","Bacteria","Mycoplasmatota","Candidatus Izimaplasma","Candidatus Izemoplasmatales",NA,NA,NA
"980427","Bacteria","Deinococcota","Deinococci","Deinococcales",NA,NA,NA
"270","Bacteria","Deinococcota","Deinococci","Thermales",NA,NA,NA
"332249","Bacteria","Deinococcota","Deinococci","Trueperales",NA,NA,NA
"133453","Bacteria","Chloroflexota","Caldilineae","Caldilineales",NA,NA,NA
"3004094","Bacteria","Chloroflexota","Tepidiformia","Tepidiformales",NA,NA,NA
"120962","Bacteria","Chloroflexota","Chloroflexia","Chloroflexales",NA,NA,NA
"2509675","Bacteria","Chloroflexota","Ktedonobacteria","Ktedonobacterales",NA,NA,NA
"1806508","Bacteria","Chloroflexota","Ardenticatenia","Ardenticatenales",NA,NA,NA
"167964","Bacteria","Chloroflexota","Anaerolineae","Anaerolineales",NA,NA,NA
"2057","Bacteria","Thermomicrobiota","Thermomicrobia","Sphaerobacterales",NA,NA,NA
"500","Bacteria","Thermomicrobiota","Thermomicrobia","Thermomicrobiales",NA,NA,NA
"1005039","Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales",NA,NA,NA
"84405","Bacteria","Campylobacterota","Desulfurellia","Desulfurellales",NA,NA,NA
"1636152","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales",NA,NA,NA
"2528023","Bacteria","Planctomycetota","Planctomycetia","Gemmatales",NA,NA,NA
"2527974","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales",NA,NA,NA
"547188","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales",NA,NA,NA
"2807512","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales",NA,NA,NA
"174633","Bacteria","Planctomycetota","Candidatus Brocadiia","Candidatus Brocadiales",NA,NA,NA
"239935","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales",NA,NA,NA
"1882749","Bacteria","Verrucomicrobiota","Opitutae","Opitutales",NA,NA,NA
"2866311","Bacteria","Verrucomicrobiota","Opitutae","Puniceicoccales",NA,NA,NA
"225148","Bacteria","Chlamydiota","Chlamydiia","Parachlamydiales",NA,NA,NA
"1307763","Bacteria","Kiritimatiellota","Kiritimatiellia","Kiritimatiellales",NA,NA,NA
"56","Bacteria","Myxococcota","Myxococcia","Polyangiales",NA,NA,NA
"2995304","Bacteria","Myxococcota","Myxococcia","Nannocystales",NA,NA,NA
"80816","Bacteria","Myxococcota","Myxococcia","Haliangiales",NA,NA,NA
"83451","Bacteria","Myxococcota","Myxococcia","Myxococcales",NA,NA,NA
"876","Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales",NA,NA,NA
"2802975","Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Desulfuromonadales",NA,NA,NA
"35554","Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Geobacterales",NA,NA,NA
"894","Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales",NA,NA,NA
"83564","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales",NA,NA,NA
"1295609","Bacteria","Thermodesulfobacteriota","Thermodesulfobacteria","Thermodesulfobacteriales",NA,NA,NA
"119484","Bacteria","Thermodesulfobacteriota","Syntrophobacteria","Syntrophobacterales",NA,NA,NA
"1621989","Bacteria","Thermodesulfobacteriota","Candidatus Desulfofervidia","Candidatus Desulfofervidales",NA,NA,NA
"158","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales",NA,NA,NA
"52584","Bacteria","Spirochaetota","Spirochaetia","Brachyspirales",NA,NA,NA
"2828656","Bacteria","Spirochaetota","Spirochaetia","Brevinematales",NA,NA,NA
"2984951","Bacteria","Thermotogota","Thermotogae","Petrotogales",NA,NA,NA
"1236046","Bacteria","Thermotogota","Thermotogae","Kosmotogales",NA,NA,NA
"851","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales",NA,NA,NA
"392734","Bacteria","Acidobacteriota","Terriglobia","Terriglobales",NA,NA,NA
"2818388","Bacteria","Acidobacteriota","Holophagae","Acanthopleuribacterales",NA,NA,NA
"981385","Bacteria","Acidobacteriota","Holophagae","Thermotomaculales",NA,NA,NA
"2802971","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA,NA
"651822","Bacteria","Synergistota","Synergistia","Synergistales",NA,NA,NA
"959","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales",NA,NA,NA
"2493639","Bacteria","Bdellovibrionota","Oligoflexia","Silvanigrellales",NA,NA,NA
"960","Bacteria","Bdellovibrionota","Bacteriovoracia","Bacteriovoracales",NA,NA,NA
"2292766","Bacteria","","Deltaproteobacteria","Bradymonadales",NA,NA,NA
"673862","Bacteria","","Candidatus Babeliae","Candidatus Babeliales",NA,NA,NA
"42253","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales",NA,NA,NA
"28262","Bacteria","Nitrospirota","Thermodesulfovibrionia","Thermodesulfovibrionales",NA,NA,NA
"197162","Bacteria","Deferribacterota","Deferribacteres","Deferribacterales",NA,NA,NA
"14","Bacteria","Dictyoglomota","Dictyoglomia","Dictyoglomales",NA,NA,NA
"693075","Bacteria","Caldisericota","Caldisericia","Caldisericales",NA,NA,NA
"1408281","Bacteria","Elusimicrobiota","Endomicrobiia","Endomicrobiales",NA,NA,NA
"179637","Archaea","Euryarchaeota","Halobacteria","Halobacteriales",NA,NA,NA
"2743089","Archaea","Euryarchaeota","Halobacteria","Haloferacales",NA,NA,NA
"1644061","Archaea","Euryarchaeota","Halobacteria","Natrialbales",NA,NA,NA
"2208","Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales",NA,NA,NA
"2263","Archaea","Euryarchaeota","Thermococci","Thermococcales",NA,NA,NA
"2173","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales",NA,NA,NA
"39152","Archaea","Euryarchaeota","Methanococci","Methanococcales",NA,NA,NA
"41673","Archaea","Thermoproteota","Thermoprotei","Sulfolobales",NA,NA,NA
"1353260","Archaea","Nitrososphaerota","Nitrososphaeria","Nitrososphaerales",NA,NA,NA
"1673428","Archaea","Candidatus Thermoplasmatota","Thermoplasmata","Thermoplasmatales",NA,NA,NA
"1291540","Archaea","Candidatus Thermoplasmatota","Thermoplasmata","Methanomassiliicoccales",NA,NA,NA
"2586965","Archaea","Nanoarchaeota","Nanobdellia","Nanobdellales",NA,NA,NA
"1457365","Bacteria","Balneolota","Balneolia","Balneolales",NA,NA,NA
"2732593","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales",NA,NA,NA
"2161677","Bacteria","Pseudomonadota","Alphaproteobacteria","Kordiimonadales",NA,NA,NA
"1388755","Bacteria","Pseudomonadota","Alphaproteobacteria","Pelagibacterales",NA,NA,NA
"416213","Bacteria","Pseudomonadota","Betaproteobacteria","Ferrovales",NA,NA,NA
"1921086","Bacteria","Pseudomonadota","Zetaproteobacteria","Mariprofundales",NA,NA,NA
"2702","Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales",NA,NA,NA
"84112","Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales",NA,NA,NA
"2742683","Bacteria","Bacillota","Clostridia","Natranaerobiales",NA,NA,NA
"1555112","Bacteria","Bacillota","Limnochordia","Limnochordales",NA,NA,NA
"1752064","Bacteria","Cyanobacteriota","Cyanophyceae","Pseudanabaenales",NA,NA,NA
"33070","Bacteria","Cyanobacteriota","Cyanophyceae","Thermostichales",NA,NA,NA
"155894","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcidiopsidales",NA,NA,NA
"29552","Bacteria","Mycoplasmatota","Mollicutes","Acholeplasmatales",NA,NA,NA
"2098","Bacteria","Mycoplasmatota","","Mycoplasmoidales",NA,NA,NA
"61435","Bacteria","Chloroflexota","Dehalococcoidia","Dehalococcoidales",NA,NA,NA
"454171","Bacteria","Armatimonadota","Chthonomonadetes","Chthonomonadales",NA,NA,NA
"2650471","Bacteria","Planctomycetota","Planctomycetia","Pirellulales",NA,NA,NA
"1936003","Bacteria","Planctomycetota","Phycisphaerae","Sedimentisphaerales",NA,NA,NA
"2596890","Bacteria","Planctomycetota","Candidatus Uabimicrobiia","Candidatus Uabimicrobiales",NA,NA,NA
"431057","Bacteria","Verrucomicrobiota","Methylacidiphilae","Methylacidiphilales",NA,NA,NA
"2697043","Bacteria","Kiritimatiellota","Tichowtungiia","Tichowtungiales",NA,NA,NA
"1658616","Bacteria","Lentisphaerota","Lentisphaeria","Lentisphaerales",NA,NA,NA
"316277","Bacteria","Thermodesulfobacteriota","Syntrophia","Syntrophales",NA,NA,NA
"453230","Bacteria","Thermodesulfobacteriota","Desulfarculia","Desulfarculales",NA,NA,NA
"60893","Bacteria","Thermodesulfobacteriota","Desulfobaccia","Desulfobaccales",NA,NA,NA
