"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"985782","Viruses","Nucleocytoviricota","Megaviricetes",NA,NA,NA,NA
"129951","Viruses","Preplasmiviricota","Tectiliviricetes",NA,NA,NA,NA
"2713640","Viruses","Artverviricota","Revtraviricetes",NA,NA,NA,NA
"1982251","Viruses","Uroviricota","Caudoviricetes",NA,NA,NA,NA
"2011088","Viruses","Hofneiviricota","Faserviricetes",NA,NA,NA,NA
"56947","Viruses","","Naldaviricetes",NA,NA,NA,NA
"10376","Viruses","Peploviricota","Herviviricetes",NA,NA,NA,NA
"10279","Viruses","Nucleocytoviricota","Pokkesviricetes",NA,NA,NA,NA
"2049890","Viruses","Dividoviricota","Laserviricetes",NA,NA,NA,NA
"119164","Viruses","Pisuviricota","Pisoniviricetes",NA,NA,NA,NA
"2734494","Viruses","Negarnaviricota","Ellioviricetes",NA,NA,NA,NA
"1972584","Viruses","Negarnaviricota","Monjiviricetes",NA,NA,NA,NA
"1177751","Viruses","Kitrinoviricota","Alsuviricetes",NA,NA,NA,NA
"337051","Viruses","Cossaviricota","Papovaviricetes",NA,NA,NA,NA
"157897","Viruses","Taleaviricota","Tokiviricetes",NA,NA,NA,NA
"31742","Viruses","Pisuviricota","Stelpaviricetes",NA,NA,NA,NA
"1640277","Viruses","Duplornaviricota","Resentoviricetes",NA,NA,NA,NA
"1557034","Viruses","Preplasmiviricota","Maveriviricetes",NA,NA,NA,NA
"1285589","Viruses","Cossaviricota","Mouviricetes",NA,NA,NA,NA
"2734333","Viruses","Saleviricota","Huolimaviricetes",NA,NA,NA,NA
"2508254","Viruses","Negarnaviricota","Yunchangviricetes",NA,NA,NA,NA
"2956616","Viruses","Lenarviricota","Howeltoviricetes",NA,NA,NA,NA
"2845804","Viruses","Lenarviricota","Leviviricetes",NA,NA,NA,NA
"2955242","Viruses","Duplornaviricota","Chrymotiviricetes",NA,NA,NA,NA
"2746926","Viruses","Cossaviricota","Quintoviricetes",NA,NA,NA,NA
"1655646","Viruses","Phixviricota","Malgrandaviricetes",NA,NA,NA,NA
"35279","Viruses","Kitrinoviricota","Flasuviricetes",NA,NA,NA,NA
"2170045","Viruses","Negarnaviricota","Milneviricetes",NA,NA,NA,NA
"1891704","Viruses","Pisuviricota","Duplopiviricetes",NA,NA,NA,NA
"2170145","Viruses","Cressdnaviricota","Arfiviricetes",NA,NA,NA,NA
"2507500","Viruses","Negarnaviricota","Chunqiuviricetes",NA,NA,NA,NA
"1352511","Viruses","Kitrinoviricota","Tolucaviricetes",NA,NA,NA,NA
"2844505","Viruses","Cressdnaviricota","Repensiviricetes",NA,NA,NA,NA
"2169857","Viruses","Duplornaviricota","Vidaverviricetes",NA,NA,NA,NA
"1983561","Viruses","Kitrinoviricota","Magsaviricetes",NA,NA,NA,NA
"2956349","Viruses","Negarnaviricota","Insthoviricetes",NA,NA,NA,NA
"1856767","Viruses","Lenarviricota","Amabiliviricetes",NA,NA,NA,NA
"2560744","Viruses","Lenarviricota","Miaviricetes",NA,NA,NA,NA
