"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"469","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae",NA,NA
"316","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae",NA,NA
"2742","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae",NA,NA
"549","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae",NA,NA
"543","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,NA
"613","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae",NA,NA
"584","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae",NA,NA
"122277","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae",NA,NA
"635","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Hafniaceae",NA,NA
"2697027","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Bruguierivoracaceae",NA,NA
"158841","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Budviciaceae",NA,NA
"40324","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae",NA,NA
"323415","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae",NA,NA
"22","Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Shewanellaceae",NA,NA
"53246","Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae",NA,NA
"28108","Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA,NA
"137584","Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Colwelliaceae",NA,NA
"44012","Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Ferrimonadaceae",NA,NA
"135577","Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Idiomarinaceae",NA,NA
"90736","Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Moritellaceae",NA,NA
"357794","Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Psychromonadaceae",NA,NA
"662","Bacteria","Pseudomonadota","Gammaproteobacteria","Vibrionales","Vibrionaceae",NA,NA
"2745","Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Halomonadaceae",NA,NA
"2661630","Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae",NA,NA
"2259335","Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae",NA,NA
"1234143","Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae",NA,NA
"1628392","Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Hahellaceae",NA,NA
"141451","Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Oleiphilaceae",NA,NA
"2683272","Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Zooshikellaceae",NA,NA
"642","Bacteria","Pseudomonadota","Gammaproteobacteria","Aeromonadales","Aeromonadaceae",NA,NA
"83771","Bacteria","Pseudomonadota","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae",NA,NA
"729","Bacteria","Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae",NA,NA
"3019969","Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Chromatiaceae",NA,NA
"2182432","Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae",NA,NA
"437505","Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Granulosicoccaceae",NA,NA
"1972068","Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Thioalkalispiraceae",NA,NA
"47960","Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Thioalkalibacteraceae",NA,NA
"1579979","Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Wenzhouxiangellaceae",NA,NA
"1860122","Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Halothiobacillaceae",NA,NA
"2904242","Bacteria","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Microbulbiferaceae",NA,NA
"2303332","Bacteria","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae",NA,NA
"2794344","Bacteria","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae",NA,NA
"2708301","Bacteria","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Halieaceae",NA,NA
"2881052","Bacteria","Pseudomonadota","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae",NA,NA
"262","Bacteria","Pseudomonadota","Gammaproteobacteria","Thiotrichales","Francisellaceae",NA,NA
"2891210","Bacteria","Pseudomonadota","Gammaproteobacteria","Thiotrichales","Thiotrichaceae",NA,NA
"1760988","Bacteria","Pseudomonadota","Gammaproteobacteria","Methylococcales","Methylococcaceae",NA,NA
"446","Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae",NA,NA
"412034","Bacteria","Pseudomonadota","Gammaproteobacteria","","Celerinatantimonadaceae",NA,NA
"2718","Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Cardiobacteriaceae",NA,NA
