"OTU","Level","abundance","Kingdom","Phylum","Class","Order","Family","Genus"
"9606","Family",1019691547,"Eukaryota","Chordata","Mammalia","Primates","Hominidae",NA
"316","Family",291506545,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae",NA
"469","Family",132192372,"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae",NA
"543","Family",101107440,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA
"1747","Family",79516422,"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae",NA
"2936682","Family",67251194,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae",NA
"1270","Family",39764946,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae",NA
"1280","Family",38340331,"Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae",NA
"549","Family",37537514,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae",NA
"40324","Family",35017217,"Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae",NA
"13690","Family",29382471,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA
"288000","Family",27966060,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae",NA
"38304","Family",24460060,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae",NA
"2861282","Family",24433767,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA
"59779","Family",21317190,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae",NA
"546871","Family",19813194,"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae",NA
"33882","Family",19302131,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae",NA
"1883","Family",18578747,"Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae",NA
"32002","Family",15961830,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae",NA
"29370","Family",15653805,"Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae",NA
"80864","Family",15353410,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA
"193","Family",14943721,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Azospirillaceae",NA
"36845","Family",12956036,"Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae",NA
"2939494","Family",12654884,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae",NA
"343874","Family",12133394,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae",NA
"407","Family",11832944,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae",NA
"1335061","Family",11342530,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae",NA
"28037","Family",11296980,"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae",NA
"119219","Family",10680871,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae",NA
"41275","Family",9430242,"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",NA
"126673","Family",9249522,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae",NA
"2596915","Family",8507543,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Hymenobacteraceae",NA
"2851567","Family",7768137,"Bacteria","Actinomycetota","Actinomycetes","Geodermatophilales","Geodermatophilaceae",NA
"544580","Family",7670687,"Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae",NA
"262209","Family",7005042,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Intrasporangiaceae",NA
"2070","Family",6678919,"Bacteria","Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae",NA
"980427","Family",6630565,"Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae",NA
"1246","Family",6301071,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae",NA
