"OTU","Level","abundance","Kingdom","Phylum","Class","Order","Family","Genus"
"9606","Genus",1019691547,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo"
"316","Genus",227223542,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
"469","Genus",117201018,"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter"
"1747","Genus",72833080,"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium"
"286","Genus",58633296,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"2936682","Genus",41773446,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Lysinibacillus"
"1280","Genus",37527310,"Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"549","Genus",30275392,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea"
"288000","Genus",26695213,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium"
"38304","Genus",24460060,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium"
"40324","Genus",23777536,"Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"550","Genus",23597355,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter"
"2861282","Genus",19715001,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"83655","Genus",18567411,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Leclercia"
"185951","Genus",18279758,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"59779","Genus",18096618,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus"
"1883","Genus",17296788,"Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces"
"1270","Genus",15830629,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Micrococcus"
"2017486","Genus",14928966,"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Nocardioides"
"193","Genus",13854824,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum"
"29370","Genus",12836584,"Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Lacrimispora"
"67827","Genus",12425912,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter"
"1275","Genus",12376123,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Kocuria"
"32002","Genus",12284199,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter"
"36845","Genus",12027096,"Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium"
"34062","Genus",11778825,"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Moraxella"
"1386","Genus",9580333,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus"
"2962858","Genus",9508883,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Niallia"
"33882","Genus",9322956,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Microbacterium"
"28037","Genus",9165060,"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
