	City	1.1	1.10	1.11	1.12	1.13	1.14	1.15	1.16	1.17	1.18	1.2	1.20	1.21	1.23	1.3	1.4	1.5	1.6	1.7	1.8	1.9	1.97	2.1	2.10	2.2	2.3	2.4	2.5	2.6	2.7	2.8	2.9	3.1	3.10	3.11	3.13	3.2	3.3	3.4	3.5	3.6	3.7	3.8	3.9	4.1	4.2	4.3	4.4	4.6	4.99	5.1	5.2	5.3	5.4	5.5	5.6	5.99	6.1	6.2	6.3	6.4	6.5	6.6	7.1	7.2	7.3	7.4	7.5	7.6
CAMDA23_MetaSUB_gCSD16_AKL_1	AKL	98.0	1.0	31.0	2.0	12.0	40.0	9.0	2.0	23.0	7.0	49.0	2.0	0.0	0.0	25.0	25.0	7.0	25.0	12.0	18.0	0.0	2.0	73.0	0.0	14.0	74.0	93.0	38.0	34.0	344.0	28.0	0.0	74.0	0.0	0.0	0.0	123.0	4.0	81.0	72.0	112.0	1.0	3.0	1.0	66.0	91.0	27.0	3.0	3.0	1.0	29.0	7.0	39.0	40.0	2.0	34.0	0.0	94.0	15.0	90.0	8.0	6.0	1.0	42.0	23.0	3.0	21.0	13.0	8.0
CAMDA23_MetaSUB_gCSD16_AKL_10	AKL	293.0	4.0	65.0	4.0	42.0	31.0	8.0	5.0	65.0	35.0	150.0	9.0	0.0	0.0	116.0	74.0	39.0	62.0	35.0	58.0	1.0	0.0	264.0	2.0	58.0	201.0	168.0	146.0	108.0	896.0	45.0	0.0	230.0	0.0	1.0	1.0	309.0	14.0	237.0	180.0	282.0	18.0	5.0	0.0	218.0	271.0	84.0	17.0	15.0	1.0	78.0	17.0	96.0	112.0	4.0	116.0	0.0	308.0	32.0	301.0	25.0	17.0	0.0	95.0	49.0	1.0	50.0	13.0	19.0
CAMDA23_MetaSUB_gCSD16_AKL_11	AKL	100.0	0.0	24.0	0.0	8.0	21.0	7.0	2.0	16.0	9.0	51.0	1.0	0.0	0.0	34.0	24.0	19.0	26.0	5.0	22.0	1.0	0.0	74.0	1.0	15.0	48.0	73.0	42.0	34.0	266.0	22.0	0.0	68.0	0.0	0.0	1.0	73.0	6.0	70.0	51.0	103.0	0.0	0.0	0.0	50.0	81.0	21.0	3.0	2.0	0.0	27.0	5.0	32.0	33.0	2.0	23.0	0.0	84.0	9.0	91.0	4.0	7.0	0.0	53.0	16.0	0.0	27.0	21.0	8.0
CAMDA23_MetaSUB_gCSD16_AKL_12	AKL	488.0	70.0	101.0	0.0	87.0	113.0	24.0	5.0	49.0	9.0	146.0	7.0	0.0	0.0	127.0	74.0	85.0	140.0	22.0	79.0	0.0	3.0	382.0	0.0	51.0	633.0	349.0	153.0	125.0	1160.0	63.0	0.0	486.0	0.0	0.0	0.0	797.0	31.0	541.0	210.0	874.0	16.0	0.0	0.0	216.0	547.0	94.0	13.0	12.0	5.0	47.0	247.0	115.0	101.0	17.0	193.0	0.0	326.0	63.0	285.0	70.0	25.0	0.0	348.0	60.0	10.0	18.0	8.0	91.0
CAMDA23_MetaSUB_gCSD16_AKL_13	AKL	69.0	0.0	10.0	0.0	3.0	14.0	2.0	0.0	16.0	2.0	41.0	2.0	0.0	0.0	10.0	22.0	2.0	4.0	1.0	9.0	0.0	0.0	29.0	0.0	11.0	27.0	39.0	21.0	20.0	120.0	12.0	0.0	33.0	0.0	0.0	0.0	46.0	3.0	22.0	32.0	56.0	1.0	0.0	0.0	26.0	54.0	21.0	2.0	2.0	0.0	9.0	4.0	16.0	14.0	0.0	20.0	0.0	29.0	9.0	41.0	5.0	5.0	0.0	26.0	10.0	0.0	7.0	8.0	3.0
CAMDA23_MetaSUB_gCSD16_AKL_14	AKL	301.0	1.0	82.0	1.0	34.0	45.0	15.0	19.0	59.0	11.0	156.0	19.0	0.0	0.0	112.0	62.0	28.0	58.0	17.0	80.0	1.0	1.0	254.0	3.0	39.0	139.0	183.0	146.0	114.0	891.0	41.0	2.0	285.0	0.0	0.0	1.0	222.0	14.0	229.0	163.0	323.0	5.0	2.0	0.0	161.0	283.0	72.0	16.0	7.0	0.0	94.0	30.0	108.0	81.0	2.0	82.0	0.0	238.0	26.0	234.0	17.0	15.0	1.0	103.0	78.0	1.0	22.0	25.0	14.0
CAMDA23_MetaSUB_gCSD16_AKL_2	AKL	2.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	1.0	2.0	14.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	6.0	0.0	0.0	0.0	6.0	6.0	1.0	1.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	2.0	0.0	2.0	1.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0
CAMDA23_MetaSUB_gCSD16_AKL_3	AKL	84.0	0.0	16.0	0.0	5.0	6.0	4.0	1.0	21.0	11.0	43.0	1.0	0.0	0.0	18.0	16.0	11.0	11.0	7.0	28.0	0.0	0.0	60.0	0.0	12.0	48.0	74.0	36.0	18.0	279.0	17.0	0.0	58.0	0.0	0.0	0.0	135.0	6.0	75.0	49.0	92.0	1.0	0.0	0.0	39.0	80.0	18.0	1.0	2.0	1.0	26.0	6.0	31.0	21.0	1.0	29.0	0.0	81.0	6.0	71.0	3.0	4.0	0.0	17.0	13.0	0.0	10.0	5.0	5.0
CAMDA23_MetaSUB_gCSD16_AKL_4	AKL	196.0	0.0	50.0	1.0	26.0	43.0	10.0	11.0	25.0	12.0	106.0	7.0	0.0	0.0	79.0	30.0	29.0	42.0	27.0	47.0	1.0	0.0	187.0	0.0	41.0	121.0	107.0	98.0	85.0	561.0	54.0	1.0	183.0	0.0	0.0	0.0	69.0	5.0	144.0	138.0	207.0	5.0	3.0	0.0	110.0	209.0	51.0	12.0	7.0	1.0	56.0	20.0	37.0	63.0	2.0	74.0	0.0	166.0	23.0	180.0	13.0	13.0	1.0	68.0	44.0	0.0	20.0	23.0	13.0
